action_idx,sensor_ids,sensor_count,has_laser,has_fc4,has_snow_particle_counter,has_radiometer,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,oracle_loss_subtype_particle,oracle_loss_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_particle,steps_subtype_flux,steps_subtype_thermal,power_mean,peak_max,soc_min,energy_deficit_total,energy_deficit_steps,energy_guard_dropped,warmup_abort_count,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,switches_per_step,duty__met_station_core,duty__radiometer_basic,duty__shielded_thermo_hygro,duty__surface_temp_ir,duty__laser_disdrometer,duty__fc4_flux,receding_action_coverage
-4000,dynamic:receding_oracle_l6,6,True,True,False,True,0.35831898775500054,0.4095506591730383,0.23501435846927957,0.22419796684580678,0.7842158802275387,0.23606234763763725,592,530,504,1.2507118055555557,2.06,,,,,0,0,0,6,0.8451991672570083,0.058159722222222224,0.2808159722222222,0.26953125,0.33984375,0.2365451388888889,0.2348090277777778,0.2938368055555556,22.0
4,shielded_thermo_hygro,1,False,False,False,False,0.4235790828295469,0.462305461663865,0.3303722509309738,0.2617038036130268,0.830460074023818,0.31532758771486225,592,530,504,0.7000000000000001,0.84,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
10,shielded_thermo_hygro|surface_temp_ir,2,False,False,False,False,0.4249564499242043,0.4504279607830234,0.3636514970139992,0.2836719567421824,0.8360155346399208,0.2520948916910187,592,530,504,1.46,1.76,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
6,radiometer_basic|shielded_thermo_hygro,2,False,False,False,True,0.42599787076031753,0.4778588950775962,0.3011785119375181,0.26131405705913296,0.8181657702995921,0.3769203789,592,530,504,1.38,1.6400000000000001,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
14,shielded_thermo_hygro|laser_disdrometer,2,True,False,False,False,0.4436831560052197,0.4910110762227182,0.32977409358825205,0.2889486465766724,0.8358222718508739,0.3642317485655584,592,530,504,1.58,1.92,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
5,met_station_core|shielded_thermo_hygro,2,False,False,False,False,0.4486240104044643,0.5189426946164679,0.27938066837350295,0.3076939805146508,0.9238796168059673,0.33418797317241866,592,530,504,1.42,1.68,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
1,met_station_core,1,False,False,False,False,0.44914630087293905,0.5177881837133879,0.283938692320557,0.3163124342524522,0.9188872743608817,0.323161842368011,592,530,504,0.7199999999999999,0.84,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
8,met_station_core|surface_temp_ir,2,False,False,False,False,0.4504939649226585,0.5215080382340183,0.2795769571155839,0.3386328063238211,0.9041553997065661,0.3277295784551709,592,530,504,1.4800000000000002,1.76,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
19,shielded_thermo_hygro|fc4_flux,2,False,True,False,False,0.45598036527659547,0.4977956798062708,0.35533906832425555,0.2449733227038303,0.9659959777627352,0.2948962014966777,592,530,504,1.5199999999999998,1.8199999999999998,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
3,met_station_core|radiometer_basic,2,False,False,False,True,0.4611840807224971,0.5391010305768116,0.2736531969755006,0.34451478822282644,0.9094403566757463,0.36560481415677165,592,530,504,1.4000000000000001,1.6400000000000001,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
12,met_station_core|laser_disdrometer,2,True,False,False,False,0.4722217363129478,0.5371894634019105,0.3158571032156958,0.352610483048232,0.8898364370583364,0.37849403230384704,592,530,504,1.5999999999999999,1.92,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
17,met_station_core|fc4_flux,2,False,True,False,False,0.48475714185434066,0.5513083004720678,0.32458149825812443,0.29901312618843606,1.0380225543143615,0.3215331750670596,592,530,504,1.54,1.8199999999999998,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
15,surface_temp_ir|laser_disdrometer,2,True,False,False,False,0.49587792409175485,0.5427838504754039,0.38298451843170017,0.3264791645436875,0.8543490458490713,0.4718142421768298,592,530,504,1.6400000000000003,2.0,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
7,surface_temp_ir,1,False,False,False,False,0.5194217515021524,0.5763280971299745,0.38245928946595925,0.35067943731524254,0.8734522182705268,0.5273657766658635,592,530,504,0.7599999999999999,0.92,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
20,surface_temp_ir|fc4_flux,2,False,True,False,False,0.5619219805150771,0.6159462226576503,0.4318961787902745,0.3313246432163224,0.9827405284317035,0.5544067145369592,592,530,504,1.58,1.9,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
