action_idx,sensor_ids,sensor_count,has_laser,has_fc4,has_snow_particle_counter,has_radiometer,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,oracle_loss_subtype_particle,oracle_loss_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_particle,steps_subtype_flux,steps_subtype_thermal,power_mean,peak_max,soc_min,energy_deficit_total,energy_deficit_steps,energy_guard_dropped,warmup_abort_count,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,switches_per_step,duty__met_station_core,duty__radiometer_basic,duty__shielded_thermo_hygro,duty__surface_temp_ir,duty__laser_disdrometer,duty__fc4_flux,receding_action_coverage
-4000,dynamic:receding_oracle_l6,6,True,True,False,True,0.23372748119192852,0.2462023443857705,0.21806364709349033,0.1727456533088443,0.37482641664650157,0.20109587174048213,445,409,428,1.2676822916666666,2.06,,,,,0,0,0,6,0.8268626197837703,0.056785300925925916,0.16145833333333334,0.3116319444444444,0.2699652777777778,0.4431423611111111,0.2109375,0.2782118055555556,22.0
6,radiometer_basic|shielded_thermo_hygro,2,False,False,False,True,0.28708707674030787,0.26308663308841296,0.3172227954099741,0.16092514014813336,0.3876214004087565,0.2530963198569055,445,409,428,1.38,1.6400000000000001,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
10,shielded_thermo_hygro|surface_temp_ir,2,False,False,False,False,0.2880660504995612,0.25898661780608423,0.32457910898441666,0.16269069663929137,0.3971379708070627,0.23106418544792126,445,409,428,1.46,1.76,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
4,shielded_thermo_hygro,1,False,False,False,False,0.2977389361769207,0.26050141293049883,0.34449555204559146,0.1567016308478425,0.4039394327582823,0.2348917776318354,445,409,428,0.7000000000000001,0.84,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
19,shielded_thermo_hygro|fc4_flux,2,False,True,False,False,0.30123677387464787,0.25969457150365743,0.35339848145506875,0.15178456510720628,0.3813042765105266,0.26096395382257265,445,409,428,1.5199999999999998,1.8199999999999998,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
1,met_station_core,1,False,False,False,False,0.31280495241588474,0.33798185241366513,0.2811920378251361,0.23676607078045941,0.44366452382071386,0.34228657979831517,445,409,428,0.7199999999999999,0.84,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
14,shielded_thermo_hygro|laser_disdrometer,2,True,False,False,False,0.31487521580798544,0.3097174391935052,0.3213514837999185,0.19737861473741156,0.39852495890447737,0.3468824530490369,445,409,428,1.58,1.92,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
3,met_station_core|radiometer_basic,2,False,False,False,True,0.31489695637085313,0.34318595416204606,0.2793763930326461,0.24418248190973582,0.4514860567297504,0.3378857192800981,445,409,428,1.4000000000000001,1.6400000000000001,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
5,met_station_core|shielded_thermo_hygro,2,False,False,False,False,0.3170575963133478,0.3446612136900518,0.28239761837315724,0.24833796421128712,0.45792299767723876,0.3362455285702632,445,409,428,1.42,1.68,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
17,met_station_core|fc4_flux,2,False,True,False,False,0.320255246461473,0.3490237401632734,0.2841326128417785,0.23741975803388637,0.44284970633922405,0.3737281573431514,445,409,428,1.54,1.8199999999999998,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
8,met_station_core|surface_temp_ir,2,False,False,False,False,0.32086195637881626,0.34172383552873375,0.2946671188957661,0.2346907849727052,0.44855834671221034,0.35146893936896995,445,409,428,1.4800000000000002,1.76,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
12,met_station_core|laser_disdrometer,2,True,False,False,False,0.3249014441022602,0.35793704419816713,0.28342089628350137,0.24130526082904152,0.43127382772548856,0.4096366753714664,445,409,428,1.5999999999999999,1.92,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
9,radiometer_basic|surface_temp_ir,2,False,False,False,True,0.3386756892724887,0.3328567248814145,0.345982165618578,0.2133307576514362,0.37896990611201975,0.41459401280871616,445,409,428,1.4399999999999997,1.7200000000000002,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
7,surface_temp_ir,1,False,False,False,False,0.34718324475983564,0.33348514127447715,0.3643830181861134,0.2200725745619013,0.3857764588136108,0.40551738819612243,445,409,428,0.7599999999999999,0.92,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
15,surface_temp_ir|laser_disdrometer,2,True,False,False,False,0.36923418620288295,0.37534662371852934,0.3615592156886237,0.22152300113707446,0.39605747461136803,0.520027301961852,445,409,428,1.6400000000000003,2.0,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
20,surface_temp_ir|fc4_flux,2,False,True,False,False,0.37743870092250964,0.37569464074793546,0.37962859822300343,0.24013383566830934,0.3856514283799746,0.5110959162256706,445,409,428,1.58,1.9,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
11,laser_disdrometer,1,True,False,False,False,0.5664212808750579,0.6135983356389445,0.5071842738159957,0.26312609813856275,0.42969327835334253,1.148575178164745,445,409,428,0.88,1.08,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
21,laser_disdrometer|fc4_flux,2,True,True,False,False,0.5712228307303946,0.616549348194216,0.5143094170294943,0.25960179855314536,0.4282731729170221,1.1650103968785746,445,409,428,1.6999999999999997,2.06,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
13,radiometer_basic|laser_disdrometer,2,True,False,False,True,0.5820786911432918,0.6288461904862369,0.5233559348674293,0.2844321734114979,0.42248586443205044,1.1786240071893852,445,409,428,1.5600000000000003,1.8800000000000001,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
0,,0,False,False,False,False,0.5892831165953352,0.6278109369907011,0.5409063626806836,0.29503138162446824,0.4309143725336327,1.1569815016760725,445,409,428,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2,radiometer_basic,1,False,False,False,True,0.610758503729941,0.6584308387976076,0.5508996070044281,0.32652231441454943,0.429203436161166,1.2174294511221837,445,409,428,0.6799999999999999,0.8,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
