pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,22,33,14,1.0346580937597443,1.9877374900715412
1,calm,11,22,33,14,1.0346580937597443,1.9877374900715412
1,calm,31,22,33,14,1.063890686876683,2.0234546857465436
1,calm,9,22,33,14,1.0323512886204027,1.9905378715586446
1,calm,24,22,33,14,1.0268812080455807,1.9940868634634517
1,particle,24,22,33,14,1.0268812080455807,1.9940868634634517
1,particle,24,15,33,14,1.027846815394561,1.9951186763335116
1,particle,24,19,33,14,1.031474196400613,1.9969688137978852
1,particle,24,21,33,14,1.014973552100061,1.9689839579252655
1,flux,24,21,33,14,1.014973552100061,1.9689839579252655
1,flux,24,21,29,14,0.9466676235879192,1.8730659211587057
1,flux,24,21,27,14,1.0070336618174949,1.9522136727373924
1,flux,24,21,34,14,1.039598794450286,2.015411798436158
1,thermal,24,21,29,14,0.9466676235879192,1.8730659211587057
1,thermal,24,21,29,33,1.0311144509703676,1.975546715604472
1,thermal,24,21,29,12,1.0395927344254756,1.9850880806030606
1,thermal,24,21,29,11,0.9542208991939934,1.8816772291150599
2,calm,11,21,29,14,1.0147181314375602,1.945601728409648
2,calm,31,21,29,14,1.0370251339371068,1.9894851161057008
2,calm,9,21,29,14,1.0400405472611862,1.98863117620269
2,calm,24,21,29,14,0.9466676235879192,1.8730659211587057
2,particle,24,22,29,14,0.9652824637206828,1.9115996336305074
2,particle,24,15,29,14,0.9643545059867253,1.9056117557745225
2,particle,24,19,29,14,0.9678650376348685,1.9067822972835227
2,particle,24,21,29,14,0.9466676235879192,1.8730659211587057
2,flux,24,21,33,14,1.014973552100061,1.9689839579252655
2,flux,24,21,29,14,0.9466676235879192,1.8730659211587057
2,flux,24,21,27,14,1.0070336618174949,1.9522136727373924
2,flux,24,21,34,14,1.039598794450286,2.015411798436158
2,thermal,24,21,29,14,0.9466676235879192,1.8730659211587057
2,thermal,24,21,29,33,1.0311144509703676,1.975546715604472
2,thermal,24,21,29,12,1.0395927344254756,1.9850880806030606
2,thermal,24,21,29,11,0.9542208991939934,1.8816772291150599
