pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,22,25,14,0.9564846918707409,1.8979537734519136
1,calm,11,22,25,14,0.9564846918707409,1.8979537734519136
1,calm,13,22,25,14,0.9683375533687169,1.893435251825207
1,calm,9,22,25,14,0.9843440163401926,1.9471197706777714
1,calm,18,22,25,14,1.0873072378413176,2.0991980558567187
1,particle,11,22,25,14,0.9564846918707409,1.8979537734519136
1,particle,11,19,25,14,0.9910769421647456,1.9685736101825517
1,particle,11,21,25,14,0.9737048346661301,1.9148983904621146
1,particle,11,34,25,14,0.9602062437993125,1.8792765726031364
1,flux,11,22,25,14,0.9564846918707409,1.8979537734519136
1,flux,11,22,23,14,0.9676420568005999,1.9254125535455549
1,flux,11,22,33,14,0.9506040505494725,1.8717928973992817
1,flux,11,22,27,14,0.9538724606449657,1.9074996982193593
1,thermal,11,22,33,14,0.9506040505494725,1.8717928973992817
1,thermal,11,22,33,12,0.9527085366914345,1.8865547602748567
1,thermal,11,22,33,33,0.9879513055311905,1.948219571022186
1,thermal,11,22,33,19,1.02432720663906,1.9869207328297023
2,calm,11,22,33,14,0.9506040505494725,1.8717928973992817
2,calm,13,22,33,14,0.9643174286534967,1.8847176543171693
2,calm,9,22,33,14,0.9660990021025179,1.880803248750396
2,calm,18,22,33,14,1.0493912128265797,2.056494211690985
2,particle,11,22,33,14,0.9506040505494725,1.8717928973992817
2,particle,11,19,33,14,0.9769899906749044,1.9105051339181447
2,particle,11,21,33,14,0.9633696069988986,1.9230242127116552
2,particle,11,34,33,14,0.9491992172984584,1.8484086399578312
2,flux,11,34,25,14,0.9602062437993125,1.8792765726031364
2,flux,11,34,23,14,0.9615503298258721,1.889281300012268
2,flux,11,34,33,14,0.9491992172984584,1.8484086399578312
2,flux,11,34,27,14,0.9634992343291702,1.9239717224169
2,thermal,11,34,33,14,0.9491992172984584,1.8484086399578312
2,thermal,11,34,33,12,0.9505780847492107,1.8570055036638178
2,thermal,11,34,33,33,0.9548935751955576,1.9044992048770584
2,thermal,11,34,33,19,1.0130128358005521,1.9764943405656057
