action_idx,sensor_ids,sensor_count,has_laser,has_fc4,has_snow_particle_counter,has_radiometer,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,oracle_loss_subtype_particle,oracle_loss_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_particle,steps_subtype_flux,steps_subtype_thermal,power_mean,peak_max,soc_min,energy_deficit_total,energy_deficit_steps,energy_guard_dropped,warmup_abort_count,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,switches_per_step,duty__met_station_core,duty__radiometer_basic,duty__shielded_thermo_hygro,duty__surface_temp_ir,duty__laser_disdrometer,duty__fc4_flux,receding_action_coverage
-4000,dynamic:receding_oracle_l8,6,True,True,False,True,0.38030405759733793,0.500904050070635,0.18658008778729052,1.2922129421620756,0.6905896036690643,0.19150333269134812,37,807,575,1.325972222222222,2.12,,,,,0,0,0,6,0.9199414756740522,0.06213831018518518,0.625,0.2986111111111111,0.3333333333333333,0.44921875,0.24739583333333334,0.39453125,35.0
33,shielded_thermo_hygro|surface_temp_ir|fc4_flux,3,False,True,False,False,0.41942243055058903,0.5246041800170927,0.25046532167905594,0.8268004559181832,0.7296658959262803,0.22070440266443336,37,807,575,1.7200000000000002,2.12,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
31,met_station_core|surface_temp_ir|fc4_flux,3,False,True,False,False,0.4422317422835881,0.584505518468123,0.21369241854824902,1.1937970833198444,0.7587214691432879,0.30196178209522495,37,807,575,1.7200000000000002,2.12,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,
24,met_station_core|fc4_flux,2,False,True,False,False,0.4506453122222511,0.5995143758552804,0.21151174846783752,1.090484460866129,0.755116140536844,0.34934961697977523,37,807,575,1.1400000000000003,1.4,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
28,met_station_core|shielded_thermo_hygro|fc4_flux,3,False,True,False,False,0.45151751038469634,0.5998951437214101,0.21317334823748646,1.090456033075178,0.75517106374271,0.35053724970506583,37,807,575,1.6600000000000001,2.02,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,
26,met_station_core|radiometer_basic|fc4_flux,3,False,True,False,True,0.45222347473706276,0.603687716603384,0.2089211857662751,1.1173706823909604,0.7547330676152139,0.3593127814842307,37,807,575,1.6400000000000003,2.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,
12,shielded_thermo_hygro|surface_temp_ir,2,False,False,False,False,0.4546315878493867,0.5779996626236489,0.2564611509948025,0.9761662330176379,0.8109466376930217,0.22753254784190136,37,807,575,1.0999999999999999,1.3399999999999999,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
14,radiometer_basic|shielded_thermo_hygro|surface_temp_ir,3,False,False,False,True,0.4613663556713921,0.5892253755368817,0.255981957244927,1.0260908651996303,0.8124948459616234,0.24971240501040998,37,807,575,1.5999999999999999,1.94,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
29,radiometer_basic|shielded_thermo_hygro|fc4_flux,3,False,True,False,True,0.4665217076059586,0.5873029960450572,0.2725065157693975,0.9544057539991431,0.7499407661762527,0.3338405721343082,37,807,575,1.6400000000000003,2.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,
27,shielded_thermo_hygro|fc4_flux,2,False,True,False,False,0.4705716854077764,0.5916008563633536,0.27615831124836504,0.9666993150839934,0.7468457821170341,0.348253224271795,37,807,575,1.1400000000000003,1.4,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
7,met_station_core|radiometer_basic|shielded_thermo_hygro,3,False,False,False,True,0.4754512778615915,0.6434451605363841,0.20559685094054467,1.1162704414612539,0.8411423247422944,0.3354893034178278,37,807,575,1.54,1.8399999999999999,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,
3,met_station_core|radiometer_basic,2,False,False,False,True,0.4761658123024972,0.6443794662814954,0.2059583590783145,1.105985468303835,0.8421582844768463,0.33664581083085227,37,807,575,1.0199999999999998,1.22,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
5,met_station_core|shielded_thermo_hygro,2,False,False,False,False,0.48357187264547163,0.6527062887247179,0.21188536717880904,1.1505782757256482,0.8573320566167618,0.33185013416020764,37,807,575,1.04,1.24,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
1,met_station_core,1,False,False,False,False,0.485046092896179,0.6547343977477769,0.21246985659610093,1.1594517867307406,0.858389088027687,0.3346443767003391,37,807,575,0.52,0.62,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
20,met_station_core|shielded_thermo_hygro|laser_disdrometer,3,True,False,False,False,0.4898673356543036,0.660357009309908,0.2160038327233554,1.0000258160604012,0.8762426638913421,0.33408692812142166,37,807,575,1.74,2.12,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,
18,met_station_core|radiometer_basic|laser_disdrometer,3,True,False,False,True,0.4912123978089464,0.6654610671916268,0.21131068907206144,0.9760825110448373,0.8844509940949884,0.33629503886336864,37,807,575,1.7200000000000002,2.1,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
16,met_station_core|laser_disdrometer,2,True,False,False,False,0.49128346479200347,0.6629952137738886,0.21545689968535534,0.9843399854930671,0.8781248031661856,0.3393248486130134,37,807,575,1.22,1.5,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
11,met_station_core|radiometer_basic|surface_temp_ir,3,False,False,False,True,0.49256494536045164,0.6679877146894873,0.21077723897218165,1.163330068459382,0.9018338193246792,0.3061737517947736,37,807,575,1.5999999999999999,1.94,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,
13,met_station_core|shielded_thermo_hygro|surface_temp_ir,3,False,False,False,False,0.5009359835611475,0.680694085776701,0.21218428090720426,1.1546539217233658,0.9267291921055893,0.30147219953977544,37,807,575,1.6200000000000006,1.96,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,
9,met_station_core|surface_temp_ir,2,False,False,False,False,0.5020719120641135,0.6816989011432923,0.21353082100932413,1.1909322227175172,0.9273777964906917,0.30167170481837313,37,807,575,1.0999999999999999,1.3399999999999999,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
19,shielded_thermo_hygro|laser_disdrometer,2,True,False,False,False,0.5084418838895444,0.6549997187731131,0.27302092740236367,0.8269967195150014,0.8810895787738956,0.32223592118076655,37,807,575,1.22,1.5,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
4,shielded_thermo_hygro,1,False,False,False,False,0.5089636938161372,0.6455238442658119,0.28960236617073215,0.9025626528907467,0.8538233707791663,0.33168159721986107,37,807,575,0.52,0.62,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
22,surface_temp_ir|laser_disdrometer,2,True,False,False,False,0.5108173842907289,0.6324382353337927,0.3154535737916895,1.0443546852549992,0.7828973390743635,0.4024745709416659,37,807,575,1.2799999999999996,1.6,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
6,radiometer_basic|shielded_thermo_hygro,2,False,False,False,True,0.5213067170892222,0.6633609079664022,0.2931201208837971,0.8990202433354145,0.897076830452555,0.31351079712743346,37,807,575,1.0199999999999998,1.22,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
30,surface_temp_ir|fc4_flux,2,False,True,False,False,0.5214401116892178,0.6415452627858645,0.32851102282356354,1.271483348833548,0.7291911927823905,0.48459767304036927,37,807,575,1.2,1.5,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,
