reports/v31_static_break_v22_fc4_boundary_event_flux_dwell12_eventpair_replay_seed45_h082_20260613/event_pair_metrics.csv
                            policy  steps  reward_mean  instant_mae  oracle_loss_mean  dtw_mean  power_mean  peak_power_max  event_rate  warmup_abort_count  switches_per_step  always_on_sensor_count  always_off_sensor_count  mid_duty_sensor_count  duty_entropy  duty_min  duty_max  duty_std
v22_eventflux_auto_non2_event15_l0   4096    -0.537265    10.502688          0.396653  5.280306    1.004448            1.49    0.536621                   0           0.035562                       0                        0                      8      0.829622  0.187500  0.742188  0.226995
v22_eventflux_auto_non7_event15_l0   4096    -0.537312    42.487576          0.396882 26.891705    1.010425            1.49    0.536621                   0           0.034707                       0                        0                      8      0.882577  0.174316  0.742188  0.184490
v22_eventflux_auto_non2_event21_l0   4096    -0.542226    26.854349          0.401254 14.702106    0.988298            1.49    0.536621                   0           0.033944                       0                        0                      8      0.866545  0.125488  0.733887  0.194128
v22_eventflux_auto_non7_event21_l0   4096    -0.542952    60.855987          0.402158 37.575937    0.994775            1.49    0.536621                   0           0.033578                       0                        0                      8      0.879730  0.130127  0.729004  0.183689
v22_eventflux_auto_non4_event15_l0   4096    -0.554303    10.811916          0.410389  5.320270    1.006401            1.49    0.536621                   0           0.036783                       0                        0                      8      0.859750  0.179932  0.742188  0.204787
v22_eventflux_auto_non9_event15_l0   4096    -0.556878    10.777969          0.412134  5.322467    1.003965            1.49    0.536621                   0           0.036783                       0                        0                      8      0.860319  0.179932  0.742188  0.204351
v22_eventflux_auto_non7_event15_l6   4096    -0.561499    40.071039          0.412488 23.561200    1.030295            1.49    0.536621                   0           0.029609                       0                        0                      8      0.885126  0.156494  0.739502  0.176843
v22_eventflux_auto_non2_event15_l6   4096    -0.561496     9.574637          0.412611  5.210885    1.027109            1.49    0.536621                   0           0.031990                       0                        0                      8      0.837395  0.155273  0.742188  0.216629
