action_idx,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,event_rate,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,power_mean,warmup_abort_count,sensor_ids,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,prior_logit
22,0.41239334502461134,0.6480805951124388,0.21244206787428843,0.458984375,0.7165724172861907,411,0.6390507385785719,206,0.34933072616430844,88,0.568317960676357,3,1.2799999999999996,0,surface_temp_ir|laser_disdrometer,0,0,0,1,1,0,0.7043014114861914,1.0311605019851435,1.168378228688291,0.9679467140532086,0.0
16,0.43038617637891247,0.6300561124445698,0.2609911042654486,0.458984375,0.6896127731768175,411,0.6480260358996761,206,0.3098334784365513,88,0.549157429171015,3,1.2200000000000002,0,met_station_core|laser_disdrometer,1,0,0,0,1,0,0.6778034401139366,1.0456428764389802,1.036274978439088,0.9199070983306683,0.0
20,0.4306626160857074,0.6272916037245845,0.26384740996608236,0.458984375,0.6890898279465028,411,0.6492998493672575,206,0.2871465042064136,88,0.5418453938400579,3,1.7399999999999995,0,met_station_core|shielded_thermo_hygro|laser_disdrometer,1,0,1,0,1,0,0.6772894501040566,1.0476982783896738,0.960395690475058,0.8951278063229294,0.0
18,0.4413472084343084,0.6386543322645181,0.27395668821734354,0.458984375,0.6996727693835024,411,0.6620139704601279,206,0.298987705853175,88,0.5535581485656018,3,1.72,0,met_station_core|radiometer_basic|laser_disdrometer,1,1,0,0,1,0,0.6876911630530183,1.0682135500214462,1.0,0.9186349043581549,0.0
19,0.4484257630101638,0.6296286620252521,0.29469767178797696,0.458984375,0.7012666431221649,411,0.6349717053828887,206,0.2825391488149762,88,0.5395924991066766,3,1.2200000000000002,0,shielded_thermo_hygro|laser_disdrometer,0,0,1,0,1,0,0.6892577423641815,1.0245786491466187,0.9449858415038769,0.8862740776715591,0.0
21,0.449906450958224,0.639260237172563,0.28926334713017465,0.458984375,0.7109871727126649,411,0.6377988336517394,206,0.30768385783515195,88,0.552156621399852,3,1.72,0,radiometer_basic|shielded_thermo_hygro|laser_disdrometer,0,1,1,0,1,0,0.6988118119122536,1.0291404512522992,1.0290853162579447,0.919012526474166,0.0
15,0.4618338732907432,0.7438241962951125,0.22260020575996053,0.458984375,0.8550093825861196,411,0.6735985519237888,206,0.3889306869188493,88,0.6391795404762526,3,0.7000000000000001,0,laser_disdrometer,0,0,0,0,1,0,0.8403677011040123,1.086906217310943,1.3008250148915586,1.076032977768838,0.0
17,0.47338538292387966,0.7665343113719149,0.2246850284643552,0.458984375,0.8972044315578874,411,0.660534137190835,206,0.40438222597268497,88,0.6540402649071358,3,1.1999999999999997,0,radiometer_basic|laser_disdrometer,0,1,0,0,1,0,0.8818401773417852,1.0658257183131026,1.352504527966332,1.1000568078737398,0.0
34,0.4739829147195754,0.7612400718191836,0.23028099443651423,0.458984375,0.8516749001114908,411,0.6882186097282808,206,0.5098049213940447,88,0.683232810411272,3,1.32,0,laser_disdrometer|fc4_flux,0,0,0,0,1,1,0.8370903202604247,1.110496873317795,1.7051032915861644,1.2175634950547947,0.0
24,0.49672787063900614,0.7733556339292662,0.26204366712560867,0.458984375,0.9510244441438476,411,0.6184498155579984,206,0.30618197013708676,88,0.6252187432796442,3,1.1400000000000003,0,met_station_core|fc4_flux,1,0,0,0,0,1,0.9347385445075943,0.9979192320188465,1.0240620739350554,0.9855732834871654,0.0
