policy,complete_seeds,mean_oracle_loss,mean_loss_margin_vs_custom_ppo,median_loss_margin_vs_custom_ppo,pdppo_step_win_count,pdppo_step_loss_count,mean_staticnorm_macro,mean_staticnorm_macro_margin_vs_custom_ppo,pdppo_staticnorm_macro_win_count,diagnostic_privilege,mean_switches_per_step,mean_mid_duty_sensor_count,mean_warmup_abort_count
context_alert_bandit_t0p35,5,0.4368339332714742,-0.07221844429295746,-0.07508056269418584,0,5,1.2773182583210512,-0.30541606813346384,0,supplied_synthetic_warning_scores,0.011608047474308873,3.8,0.0
context_alert_bandit_t0p4,5,0.43820454906979445,-0.07084782849463714,-0.07166850233867694,0,5,1.2825852796315051,-0.3001490468230098,0,supplied_synthetic_warning_scores,0.011608047474308873,3.8,0.0
context_alert_bandit_t0p45,5,0.43912751131655464,-0.06992486624787694,-0.07219091263525323,0,5,1.2918659831849406,-0.29086834326957434,0,supplied_synthetic_warning_scores,0.011608047474308873,3.8,0.0
context_alert_bandit_t0p5,5,0.43982499878669234,-0.06922737877773925,-0.07481784673695485,0,5,1.288600223125219,-0.2941341033292958,0,supplied_synthetic_warning_scores,0.011608047474308873,3.8,0.0
context_alert_bandit_t0p55,5,0.4429325366698322,-0.06611984089459942,-0.06260392010234583,0,5,1.3093270676209685,-0.27340725883354655,0,supplied_synthetic_warning_scores,0.011608047474308873,3.8,0.0
context_alert_bandit_t0p6,5,0.4409668649444939,-0.06808551261993775,-0.07994414258428156,0,5,1.2851688211357932,-0.2975655053187216,0,supplied_synthetic_warning_scores,0.011608047474308873,3.8,0.0
