seed,run_dir,router_eval_dir,normalizer_source,validation_selected_static_action_idx,validation_normalizer_particle,validation_normalizer_flux,validation_normalizer_thermal,warmup_abort_count,switches_per_step,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,validation_selected_static_step_loss,validation_selected_static_oracle_loss_subtype_particle,validation_selected_static_steps_subtype_particle,validation_selected_static_oracle_loss_subtype_flux,validation_selected_static_steps_subtype_flux,validation_selected_static_oracle_loss_subtype_thermal,validation_selected_static_steps_subtype_thermal,validation_selected_static_oracle_loss_macro_subtype_event,validation_selected_static_oracle_loss_macro_subtype_event_validationnorm,validation_selected_static_macro_subtype_event_count,aoi_step_loss,aoi_oracle_loss_subtype_particle,aoi_steps_subtype_particle,aoi_oracle_loss_subtype_flux,aoi_steps_subtype_flux,aoi_oracle_loss_subtype_thermal,aoi_steps_subtype_thermal,aoi_oracle_loss_macro_subtype_event,aoi_oracle_loss_macro_subtype_event_validationnorm,aoi_macro_subtype_event_count,round_robin_step_loss,round_robin_oracle_loss_subtype_particle,round_robin_steps_subtype_particle,round_robin_oracle_loss_subtype_flux,round_robin_steps_subtype_flux,round_robin_oracle_loss_subtype_thermal,round_robin_steps_subtype_thermal,round_robin_oracle_loss_macro_subtype_event,round_robin_oracle_loss_macro_subtype_event_validationnorm,round_robin_macro_subtype_event_count,random_step_loss,random_oracle_loss_subtype_particle,random_steps_subtype_particle,random_oracle_loss_subtype_flux,random_steps_subtype_flux,random_oracle_loss_subtype_thermal,random_steps_subtype_thermal,random_oracle_loss_macro_subtype_event,random_oracle_loss_macro_subtype_event_validationnorm,random_macro_subtype_event_count,custom_ppo_step_loss,custom_ppo_oracle_loss_subtype_particle,custom_ppo_steps_subtype_particle,custom_ppo_oracle_loss_subtype_flux,custom_ppo_steps_subtype_flux,custom_ppo_oracle_loss_subtype_thermal,custom_ppo_steps_subtype_thermal,custom_ppo_oracle_loss_macro_subtype_event,custom_ppo_oracle_loss_macro_subtype_event_validationnorm,custom_ppo_macro_subtype_event_count,macro_margin_pdppo_vs_validation_selected_static,step_margin_pdppo_vs_validation_selected_static,macro_margin_pdppo_vs_aoi,step_margin_pdppo_vs_aoi,macro_margin_pdppo_vs_round_robin,step_margin_pdppo_vs_round_robin,macro_margin_pdppo_vs_random,step_margin_pdppo_vs_random,posthoc_best_rule_dynamic_policy,posthoc_best_rule_dynamic_macro,macro_margin_pdppo_vs_posthoc_best_rule_dynamic
117,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed117_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,5,1.252752357609791,5.423734043791609,1.442084948788356,0.0,0.005209605209605,1.0,1.0,4.0,1.28428601308633,0.846114885066504,1235,4.445749045927314,316,1.380144387785293,1136,2.22400277292637,0.817378948229843,3,1.376286038924263,0.864689265698315,1235,5.607215134073285,316,1.367490339817637,1136,2.613131579863079,0.890777992412604,3,1.361846825250723,0.872360023020612,1235,5.492411418617526,316,1.371393989751929,1136,2.578721810463356,0.886665711573349,3,1.371334803448462,0.867523285630442,1235,5.488827461777609,316,1.366146393182596,1136,2.574165713530216,0.883945519681246,3,1.240079535164568,0.848228370472186,1235,4.600452382353288,316,1.2001623004629,1136,2.216281017762791,0.785846821088173,3,0.03153212714167,0.044206477921762,0.104931171324431,0.136206503759695,0.100818890485176,0.121767290086154,0.098098698593073,0.131255268283894,random,0.883945519681246,0.098098698593073
118,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed118_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,5,1.016727234408965,8.306395385946546,1.460786750161015,0.0,0.004802604802605,1.0,1.0,4.0,1.499433158684042,0.681331202853937,999,3.562464594462561,630,1.499755891404427,1385,1.914517229573642,0.708560289878656,3,1.702923751293838,0.683286591791907,999,4.946196578324787,630,1.478009129826665,1385,2.369164099981119,0.75976780192534,3,1.696531530061293,0.675582693253939,999,4.924650600316032,630,1.485766311823676,1385,2.361999868464549,0.758147542193427,3,1.687535903740809,0.66955559605451,999,4.944041249960188,630,1.469004327919509,1385,2.360867057978069,0.75312482798549,3,1.42545596363243,0.6343843584099,999,3.619176332155864,630,1.326824706357094,1385,1.860128465640952,0.655983883538041,3,0.052576406340615,0.073977195051611,0.1037839183873,0.277467787661408,0.102163658655386,0.271075566428863,0.097140944447449,0.262079940108379,random,0.75312482798549,0.097140944447449
119,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed119_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,3,1.478334790942344,6.17980104777962,0.40800485091868,0.0,0.005372405372405,1.0,1.0,4.0,1.773966784507138,1.313419215610787,876,4.853258141841969,716,0.776316162053376,1281,2.314331173168711,1.192166748331623,3,1.831366017433538,1.326610762060335,876,4.772461115065234,716,0.971288029563953,1281,2.356786635563174,1.350071887068943,3,1.844780428545618,1.332777063245354,876,4.839905792441448,716,0.979852475348066,1281,2.384178443678289,1.36209718089733,3,1.844643063522198,1.324611773684655,876,4.800161956492083,716,0.99456916449942,1281,2.373114298225386,1.370135626631288,3,1.546239812180829,1.282895049920144,876,3.620265247935024,716,0.782294700966216,1281,1.895151666273795,1.12366194940885,3,0.068504798922772,0.227726972326309,0.226409937660093,0.285126205252709,0.23843523148848,0.298540616364789,0.246473677222437,0.298403251341369,aoi,1.350071887068943,0.226409937660093
120,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed120_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,5,0.770515135381892,4.431262765907579,1.960216920701217,0.0,0.004151404151404,1.0,1.0,3.0,1.410184232167467,0.952354773975482,1468,4.555138804912567,500,1.03003017433894,1414,2.179174584408996,0.929806651477021,3,1.58114579731955,0.971647814611526,1468,6.159358414947986,500,0.94232710638206,1414,2.691111111980524,1.043913572346638,3,1.558648861232996,0.959455345446442,1468,6.070940395355224,500,0.927606096978614,1414,2.652667279260093,1.02948460217793,3,1.593253192213979,0.95387382617941,1468,6.228346159040928,500,0.978940128884904,1414,2.720386704701747,1.047639836800895,3,1.307702086341578,0.904219662098148,1468,4.65381542634964,500,0.761622566491355,1414,2.106552551646381,0.870763132647579,3,0.059043518829442,0.102482145825888,0.173150439699059,0.273443710977972,0.158721469530352,0.250946774891417,0.176876704153316,0.2855511058724,round_robin,1.02948460217793,0.158721469530352
121,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed121_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,5,1.8036459370833,5.855240494432584,1.069220531142525,0.0,0.006105006105006,1.0,1.0,3.0,1.576591352061769,0.804670128899276,1189,5.218298845488352,677,0.826747689657669,1282,2.283238888015099,0.703526168339422,3,1.776798831763244,0.814141405082117,1189,6.559377864795562,677,0.720175698138018,1282,2.697898322671899,0.748398729555054,3,1.791152211158533,0.82122889368993,1189,6.694098152561413,677,0.706062677160905,1282,2.740463241137416,0.752978288699746,3,1.796479140888096,0.817519649827212,1189,6.685608697210492,677,0.718534883655108,1282,2.740554410230937,0.755697738575302,3,1.500917128429592,0.820801268517344,1189,5.247300007846894,677,0.55410038385331,1282,2.207400553405849,0.623159611885572,3,0.08036655645385,0.075674223632177,0.125239117669482,0.275881703333653,0.129818676814174,0.290235082728941,0.13253812668973,0.295562012458504,aoi,0.748398729555054,0.125239117669482
122,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed122_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,3,1.049045016733864,6.221951989156585,0.483562647874157,0.0,0.004477004477004,1.0,1.0,4.0,1.601294850589966,1.176233640227732,1038,5.883407126063282,515,0.38657599113214,1328,2.482072252474385,0.955421347846713,3,1.64520670026559,1.194792490599673,1038,5.575165975788264,515,0.542036827030895,1328,2.437331764472944,1.051968300350929,3,1.626217500385792,1.191328621668623,1038,5.495414123083782,515,0.539013340135094,1328,2.408585361629166,1.044510877584111,3,1.646210837507169,1.18418291788943,1038,5.663443134826364,515,0.556317870376115,1328,2.467981307697303,1.063170779658855,3,1.352790091798397,1.151374065769416,1038,3.90952301418897,515,0.376163355518043,1328,1.812353478492143,0.834596128165764,3,0.120825219680948,0.248504758791569,0.217372172185165,0.292416608467193,0.209914749418347,0.273427408587395,0.22857465149309,0.293420745708772,round_robin,1.044510877584111,0.209914749418347
123,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed123_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,5,1.893315236502064,5.118328996762939,1.476401185292485,0.0,0.004232804232804,1.0,1.0,4.0,1.404986253774041,1.111897376600948,971,3.88983555092025,388,0.993299806828865,1503,1.998344244783355,0.673347125371094,3,1.50451640594747,1.092165895995716,971,5.145969939216511,388,0.963125555212805,1503,2.40042046347501,0.74486695318469,3,1.504285494031137,1.086741068002401,971,5.204307769838068,388,0.952275099940424,1503,2.414441312593631,0.74526139138446,3,1.498609087510886,1.093238875400333,971,5.145034336091316,388,0.950599432861555,1503,2.396290881451068,0.742166852701603,3,1.303559109797789,1.019531209370933,971,4.095688537838533,388,0.76839028740536,1503,1.961203344871608,0.619712810886332,3,0.053634314484762,0.101427143976252,0.125154142298358,0.200957296149682,0.125548580498128,0.200726384233349,0.122454041815271,0.195049977713097,random,0.742166852701603,0.122454041815271
124,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed124_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,3,2.013719536861193,6.202902123943638,0.41960132688436,0.0,0.005372405372405,1.0,1.0,4.0,1.562028947083036,1.565205083892646,1080,6.08538881514662,465,0.67435830917795,1533,2.774984069405739,1.12182210272878,3,1.606786374334206,1.564856100998198,1080,5.874405951141029,465,0.849387848561427,1533,2.762883300233552,1.249470794256312,3,1.600774706666016,1.562316751956112,1080,5.865636198366842,465,0.831809808035361,1533,2.753254252786105,1.23461510054792,3,1.639498706343147,1.585942296221576,1080,5.956474640997508,465,0.893467410422001,1533,2.811961449213695,1.292388465598557,3,1.37065895749447,1.5016680142756,1080,4.526188440733058,465,0.679538794532564,1533,2.235798416513741,1.031631383656506,3,0.090190719072274,0.191369989588565,0.217839410599806,0.236127416839736,0.202983716891414,0.230115749171546,0.260757081942051,0.268839748848677,round_robin,1.23461510054792,0.202983716891414
125,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed125_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,3,2.09111276878074,5.938646993894674,1.167315459236921,0.0,0.005128205128205,1.0,1.0,4.0,1.300432928502232,0.59267254275269,1189,5.221188248089044,303,1.391864850989665,1169,2.401908547277133,0.784992196685616,3,1.351224425839518,0.614225812076181,1189,4.877777963581652,303,1.544392428039816,1169,2.34546540123255,0.812707526578108,3,1.343032173038409,0.620254183054923,1189,4.70838195970743,303,1.589612219788587,1169,2.30608278751698,0.817073122894384,3,1.350898720058467,0.6139979589201,1189,4.640780902144932,303,1.587360392048177,1169,2.28071308437107,0.811638415115706,3,1.199128325770744,0.62091410242936,1189,3.504593942425039,303,1.42605595295441,1169,1.850521332602936,0.702905898892518,3,0.082086297793098,0.101304602731489,0.10980162768559,0.152096100068775,0.114167224001866,0.143903847267666,0.108732516223188,0.151770394287723,random,0.811638415115706,0.108732516223188
126,reports/v31_metpair_backbone_context_ortholinear_balancedobjective_scenebal2_seed126_h075ctxolscbal2_20260621,eval_router_conf05_scenebal2_20260621,validation_static_candidates.csv median subtype losses,5,2.117749356596381,5.560545102167292,0.66340067584209,0.0,0.006186406186406,1.0,1.0,4.0,1.665635212127199,0.970959379792677,1478,4.381585086585641,769,1.361149523345133,900,2.237897996574484,1.099413324373852,3,1.994176200457332,0.957802513894072,1478,6.005003858139673,769,1.508277868247694,900,2.823694746760479,1.268586496274856,3,1.966973349929958,0.956193612254551,1478,5.900925524600615,769,1.477494196155005,900,2.778204444336724,1.2466265472444,3,1.98759615989411,0.96180342604483,1478,6.059873327671009,769,1.426342906956044,900,2.816006553557294,1.231336285298426,3,1.615862175105576,0.945766814473981,1478,4.473478285636952,769,1.114414699036214,900,2.177886599715716,0.976981901251125,3,0.122431423122727,0.049773037021623,0.291604595023731,0.378314025351756,0.269644645993276,0.351111174824382,0.254354384047302,0.371733984788534,random,1.231336285298426,0.254354384047302
