action_idx,sensor_ids,sensor_count,has_laser,has_fc4,has_snow_particle_counter,has_radiometer,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,oracle_loss_subtype_particle,oracle_loss_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_particle,steps_subtype_flux,steps_subtype_thermal,power_mean,peak_max,soc_min,energy_deficit_total,energy_deficit_steps,energy_guard_dropped,warmup_abort_count,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,switches_per_step,duty__met_station_core,duty__radiometer_basic,duty__shielded_thermo_hygro,duty__surface_temp_ir,duty__laser_disdrometer,duty__fc4_flux,receding_action_coverage
-4000,dynamic:receding_oracle_l8,6,True,True,False,True,0.2673918185674766,0.3551947294050976,0.15064679556295532,inf,0.49595833691724,0.2069154802813941,0,672,644,1.1307291666666666,2.12,,,,,0,0,0,6,0.7923494746146209,0.04065393518518518,0.4036458333333333,0.7191840277777778,0.4327256944444444,0.3155381944444444,0.10546875,0.12803819444444445,35.0
6,radiometer_basic|shielded_thermo_hygro,2,False,False,False,True,0.31791435707903776,0.4228636925466387,0.1783710040558879,inf,0.5300901396798768,0.3110097057203421,0,672,644,1.0199999999999998,1.22,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
4,shielded_thermo_hygro,1,False,False,False,False,0.3435209539424654,0.43380264808413194,0.22348007649424342,inf,0.5444592643983751,0.31753691806463724,0,672,644,0.52,0.62,0.0,0.0,0.0,0.0,0,1,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
29,radiometer_basic|shielded_thermo_hygro|fc4_flux,3,False,True,False,True,0.34416513940959703,0.4442526997892122,0.21108612838917845,inf,0.5468293946635511,0.32939105634780036,0,672,644,1.6400000000000003,2.0,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,
21,radiometer_basic|shielded_thermo_hygro|laser_disdrometer,3,True,False,False,True,0.35638880205159595,0.4739414936462736,0.20008770048738853,inf,0.5932230491723333,0.3438256381669585,0,672,644,1.7200000000000002,2.1,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,
27,shielded_thermo_hygro|fc4_flux,2,False,True,False,False,0.36994655322956127,0.45759171394794157,0.2534112788669019,inf,0.5731223038885565,0.3254671571371348,0,672,644,1.1400000000000003,1.4,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
10,radiometer_basic|surface_temp_ir,2,False,False,False,True,0.38031920111906303,0.484713114299475,0.2415143519459166,inf,0.5610877888254999,0.40296196460908984,0,672,644,1.08,1.3199999999999998,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
32,radiometer_basic|surface_temp_ir|fc4_flux,3,False,True,False,True,0.38141837920799543,0.49965083531100485,0.22421344515798788,inf,0.5808836185329017,0.4027610913104152,0,672,644,1.6999999999999997,2.1,0.0,0.0,0.0,0.0,0,3,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,
19,shielded_thermo_hygro|laser_disdrometer,2,True,False,False,False,0.3837762509744304,0.49741137454378287,0.23268404926189398,inf,0.6334836448742343,0.34970806415267985,0,672,644,1.22,1.5,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,
22,surface_temp_ir|laser_disdrometer,2,True,False,False,False,0.3881366672673418,0.5156929663605563,0.2185345102323801,inf,0.6129466624198747,0.40983037376394554,0,672,644,1.2799999999999996,1.6,0.0,0.0,0.0,0.0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
