seed,event_coverage_actual,event_cluster_count,particle_rate,flux_rate,thermal_rate,event_subtype_assignment,event_subtype_cycle_steps,static_best_ordinary,static_best_macro,receding_ordinary,receding_macro,receding_minus_static_ordinary,receding_minus_static_macro,receding_action_coverage,receding_always_on,receding_always_off,receding_mid_duty,receding_switches_per_step,receding_warmup_abort
6891,0.5582222222222222,314,0.18619444444444444,0.18686111111111112,0.18516666666666667,cycling,12,0.3144737161789777,0.7203350873320994,0.2337274811919285,0.5127009488758839,0.08074623498704919,0.20763413845621548,22,0,0,6,0.0567853009259259,0
6892,0.6228611111111111,106,0.20608333333333334,0.20766666666666667,0.2091111111111111,cycling,12,0.4049813806713145,1.1190092571889496,0.3465375728636799,0.9602308152153561,0.058443807807634585,0.15877844197359348,22,0,0,6,0.0600405092592592,0
