pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,20,22,10,28,1.1968077935195058,2.3203457136814034
1,calm,20,22,10,28,1.1968077935195058,2.3203457136814034
1,calm,16,22,10,28,1.1674868359883297,2.269960361744248
1,calm,18,22,10,28,1.2654740714425279,2.412527475863352
1,calm,28,22,10,28,1.2093167386376193,2.354808814817252
1,particle,16,22,10,28,1.1674868359883297,2.269960361744248
1,particle,16,34,10,28,1.1528885175975567,2.253620888672156
1,particle,16,15,10,28,1.2292188257697416,2.3782597481928542
1,particle,16,21,10,28,1.1873709200584177,2.3106069138468754
1,flux,16,34,10,28,1.1528885175975567,2.253620888672156
1,flux,16,34,8,28,1.1513213712653672,2.2434572591655426
1,flux,16,34,4,28,1.0455134145982414,2.0703198584804543
1,flux,16,34,2,28,1.0518064033867964,2.0970307369523784
1,thermal,16,34,4,28,1.0455134145982414,2.0703198584804543
1,thermal,16,34,4,26,1.046383146102462,2.0663514072214846
1,thermal,16,34,4,24,1.0160071864461029,2.0293278091183904
1,thermal,16,34,4,27,1.1273364579088863,2.1922204305505293
2,calm,20,34,4,24,1.0746279541312462,2.1122880162439026
2,calm,16,34,4,24,1.0160071864461029,2.0293278091183904
2,calm,18,34,4,24,0.9943572877626133,1.9830946514777081
2,calm,28,34,4,24,1.0745287612605805,2.1466963862561537
2,particle,18,22,4,24,1.023656042392753,2.041533507888036
2,particle,18,34,4,24,0.9943572877626133,1.9830946514777081
2,particle,18,15,4,24,1.028596021998208,2.031245593342289
2,particle,18,21,4,24,1.0376410280060688,2.0699443292615602
2,flux,18,34,10,24,1.1064110145371477,2.177709499052261
2,flux,18,34,8,24,1.1870571293790215,2.301823823694189
2,flux,18,34,4,24,0.9943572877626133,1.9830946514777081
2,flux,18,34,2,24,1.0013004653066964,1.9875390248769986
2,thermal,18,34,4,28,1.0192557269918407,2.0322268717392444
2,thermal,18,34,4,26,1.006928953723547,2.0124327951451266
2,thermal,18,34,4,24,0.9943572877626133,1.9830946514777081
2,thermal,18,34,4,27,1.0892642269330701,2.142739045565418
