pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,19,33,14,1.0781926751451134,2.10267313584784
1,calm,11,19,33,14,1.0781926751451134,2.10267313584784
1,calm,9,19,33,14,1.0672678954527062,2.087141516003917
1,calm,13,19,33,14,1.0724247170918633,2.097988147211867
1,calm,7,19,33,14,1.0802852986075397,2.0942770379715268
1,particle,9,19,33,14,1.0672678954527062,2.087141516003917
1,particle,9,34,33,14,1.0438405938808273,2.0421396354003347
1,particle,9,21,33,14,1.0794335629723724,2.112589913814352
1,particle,9,15,33,14,1.049835356033906,2.0508424435176034
1,flux,9,34,33,14,1.0438405938808273,2.0421396354003347
1,flux,9,34,29,14,1.0468224448023165,2.0453099061361413
1,flux,9,34,27,14,1.050743816475118,2.058016972745973
1,flux,9,34,31,14,1.0295337393695234,2.0296565643481976
1,thermal,9,34,31,14,1.0295337393695234,2.0296565643481976
1,thermal,9,34,31,13,0.9983454310924313,1.993733467995328
1,thermal,9,34,31,33,1.045830188480102,2.046816058875524
1,thermal,9,34,31,9,0.9985925500833088,1.9965501270787764
2,calm,11,34,31,13,0.976390892441271,1.9422819458814002
2,calm,9,34,31,13,0.9983454310924313,1.993733467995328
2,calm,13,34,31,13,0.9966775710338257,1.9818260157856178
2,calm,7,34,31,13,0.9727873326504473,1.926419961449388
2,particle,7,19,31,13,1.0174982196388216,2.0211305644041397
2,particle,7,34,31,13,0.9727873326504473,1.926419961449388
2,particle,7,21,31,13,1.0296676386022385,2.0496461612339436
2,particle,7,15,31,13,0.9730577398478112,1.924896765163301
2,flux,7,34,33,13,0.9797583016931194,1.9380188960035705
2,flux,7,34,29,13,0.9981472978117033,1.9538165847866924
2,flux,7,34,27,13,0.9820089236469096,1.935700637793145
2,flux,7,34,31,13,0.9727873326504473,1.926419961449388
2,thermal,7,34,31,14,1.0176245264440766,1.9734731229024947
2,thermal,7,34,31,13,0.9727873326504473,1.926419961449388
2,thermal,7,34,31,33,1.0381615661876051,1.9959239696980358
2,thermal,7,34,31,9,0.9710669135929477,1.9252906700545371
