policy,complete_seeds,mean_oracle_loss,mean_loss_margin_vs_custom_ppo,median_loss_margin_vs_custom_ppo,pdppo_step_win_count,pdppo_step_loss_count,mean_staticnorm_macro,mean_staticnorm_macro_margin_vs_custom_ppo,pdppo_staticnorm_macro_win_count,diagnostic_privilege,mean_switches_per_step,mean_mid_duty_sensor_count,mean_warmup_abort_count
event_label_reference_l8,5,0.438439679731285,-0.07061269783314657,-0.06746650778465368,0,5,1.2840093297943336,-0.29872499666018126,0,exact_final_event_subtype,0.011608047474308873,3.8,0.0
