seed,full_open_ordinary,best_static_ordinary,full_open_macro,best_static_macro,ordinary_margin,macro_margin,ordinary_win,macro_win,joint_win
901,0.7576474773970285,0.5375087896499827,1.231636237439302,0.9406664112418404,-0.2201386877470458,-0.2909698261974616,False,False,False
902,0.631799489557712,0.4654442474249269,1.874841007549545,1.6633378353055186,-0.16635524213278513,-0.21150317224402637,False,False,False
903,0.527863952270996,0.4430483891741268,0.9756878119064534,0.9656789567168288,-0.08481556309686922,-0.010008855189624577,False,False,False
904,0.6497143366139587,0.4556824701852748,1.3831060873067722,1.3308007974834517,-0.19403186642868392,-0.0523052898233205,False,False,False
905,0.6208803851158174,0.4046826273640789,1.017692327528034,0.6954489062569637,-0.21619775775173855,-0.3222434212710704,False,False,False
