seed_count,quality_ordinary_wins,quality_macro_wins,quality_mean_ordinary_margin,quality_mean_macro_margin,receding_ordinary_wins,receding_macro_wins,receding_mean_ordinary_margin,receding_mean_macro_margin,receding_behavior_passes
5,2,2,-0.0003431324581874451,0.00010085900454237517,5,5,0.04311330230104637,0.12773334435803002,5
