seed,policy_seed,selected_checkpoint_update,pdppo_ordinary,pdppo_macro,static_ordinary_margin,static_macro_margin,dynamic_ordinary_margin,dynamic_macro_margin,full_open_ordinary_margin,full_open_macro_margin,warmup_abort_count,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,switches_per_step,power_mean,peak_power_max
6871,7351,0,0.5238832508707585,1.052478987790184,-0.10305981915338991,-0.1375785205986001,-0.053218461421071284,-0.02128924903317997,-0.022569518525006216,0.011245901031348815,0,0,1,3,0.0068027210884353,0.58375,1.9
6872,7352,0,0.4600761486989774,0.7682034663329321,-0.1834280251327593,-0.3412883735242451,-0.1436414656965721,-0.21136889455193741,-0.15096725080901519,-0.2208014723625944,0,1,2,2,0.0055000723693732,1.3234374999999998,1.78
