scene_seed,custom_oracle_loss,custom_macro,custom_switches,custom_on,custom_off,custom_mid,custom_abort,validation_selected_static_oracle_loss,validation_selected_static_macro,validation_selected_static_ordinary_margin,validation_selected_static_macro_margin,feasible_static_projected_oracle_loss,feasible_static_projected_macro,feasible_static_projected_ordinary_margin,feasible_static_projected_macro_margin,full_open_unconstrained_oracle_loss,full_open_unconstrained_macro,full_open_unconstrained_ordinary_margin,full_open_unconstrained_macro_margin,aoi_oracle_loss,aoi_macro,aoi_ordinary_margin,aoi_macro_margin,random_oracle_loss,random_macro,random_ordinary_margin,random_macro_margin,round_robin_oracle_loss,round_robin_macro,round_robin_ordinary_margin,round_robin_macro_margin
6811,0.4272999375583216,0.9289344059634613,0.0075264148212476475,0,0,5,0,0.35892061877045006,0.6886099297704663,-0.06837931878787151,-0.24032447619299502,0.4071933727132596,0.8604429151780303,-0.02010656484506196,-0.06849149078543104,0.3994642839307845,0.8241891480517739,-0.027835653627537094,-0.10474525791168743,0.38744210992040784,0.8162364152117391,-0.039857827637913734,-0.11269799075172227,0.4142250249731458,0.898897942765316,-0.01307491258517579,-0.030036463198145347,0.414650586737682,0.867456261221791,-0.01264935082063956,-0.06147814474167035
6812,0.48115383793854266,0.955632763561051,0.00969749601968447,1,2,3,0,0.5067237049868534,1.1163383353415866,0.025569867048310713,0.16070557178053557,0.5067237049868534,1.1163383353415866,0.025569867048310713,0.16070557178053557,0.48691228177209184,1.0001371547354736,0.005758443833549176,0.04450439117442262,0.524336472658349,1.0566016640681635,0.04318263471980638,0.10096890050711249,0.5325272581109367,1.1225828473026933,0.051373420172394046,0.16695008374164233,0.5427900921170007,1.1023342806768581,0.06163625417845803,0.14670151711580715
