pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,21,33,12,1.1853653897509218,2.2434166167521563
1,calm,11,21,33,12,1.1853653897509218,2.2434166167521563
1,calm,7,21,33,12,1.219386014971562,2.3266787877320594
1,calm,3,21,33,12,1.2206910974890566,2.328339169359757
1,calm,13,21,33,12,1.1897253159467158,2.287501728319814
1,particle,11,21,33,12,1.1853653897509218,2.2434166167521563
1,particle,11,19,33,12,1.1776405516181985,2.229407312971569
1,particle,11,17,33,12,1.1803375696425,2.240231844719217
1,particle,11,22,33,12,1.1441854969462613,2.167855954908485
1,flux,11,22,33,12,1.1441854969462613,2.167855954908485
1,flux,11,22,29,12,1.1580349517380575,2.1853173566062174
1,flux,11,22,27,12,1.1318756745657914,2.1431265382882936
1,flux,11,22,31,12,1.1117517979779945,2.109203736938196
1,thermal,11,22,31,12,1.1117517979779945,2.109203736938196
1,thermal,11,22,31,14,1.1304586455970926,2.1315138126687403
1,thermal,11,22,31,33,1.0987024323695211,2.0925671929203133
1,thermal,11,22,31,13,1.0947973169630691,2.091154993196631
2,calm,11,22,31,13,1.0947973169630691,2.091154993196631
2,calm,7,22,31,13,1.1162078019503485,2.1397043929880812
2,calm,3,22,31,13,1.1120110436930515,2.1349317757747324
2,calm,13,22,31,13,1.1109551013864707,2.1417997197833687
2,particle,11,21,31,13,1.150994376745296,2.1861908985868537
2,particle,11,19,31,13,1.155105098886113,2.18872280945239
2,particle,11,17,31,13,1.150025557644122,2.1857181161056607
2,particle,11,22,31,13,1.0947973169630691,2.091154993196631
2,flux,11,22,33,13,1.1455706222632862,2.172771385065852
2,flux,11,22,29,13,1.137413583996127,2.163449587484001
2,flux,11,22,27,13,1.129051217906167,2.1422345448967186
2,flux,11,22,31,13,1.0947973169630691,2.091154993196631
2,thermal,11,22,31,12,1.1117517979779945,2.109203736938196
2,thermal,11,22,31,14,1.1304586455970926,2.1315138126687403
2,thermal,11,22,31,33,1.0987024323695211,2.0925671929203133
2,thermal,11,22,31,13,1.0947973169630691,2.091154993196631
