policy,steps,reward_mean,instant_mae,oracle_loss_mean,dtw_mean,power_mean,peak_power_max,event_rate,warmup_abort_count,switches_per_step,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,duty_min,duty_max,duty_std,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,seed,run_dir,eval_steps_per_start,eval_start_count,diagnostic_privilege,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,custom_ppo_oracle_loss_mean,custom_ppo_oracle_loss_macro_subtype_event,validation_selected_static_oracle_loss_mean,validation_selected_static_oracle_loss_macro_subtype_event,feasible_static_projected_oracle_loss_mean,feasible_static_projected_oracle_loss_macro_subtype_event,round_robin_oracle_loss_mean,round_robin_oracle_loss_macro_subtype_event,aoi_oracle_loss_mean,aoi_oracle_loss_macro_subtype_event,random_oracle_loss_mean,random_oracle_loss_macro_subtype_event,custom_ppo_oracle_loss_subtype_particle,custom_ppo_oracle_loss_subtype_flux,custom_ppo_oracle_loss_subtype_thermal,custom_ppo_oracle_loss_macro_subtype_event_staticnorm,validation_selected_static_oracle_loss_subtype_particle,validation_selected_static_oracle_loss_subtype_flux,validation_selected_static_oracle_loss_subtype_thermal,validation_selected_static_oracle_loss_macro_subtype_event_staticnorm,feasible_static_projected_oracle_loss_subtype_particle,feasible_static_projected_oracle_loss_subtype_flux,feasible_static_projected_oracle_loss_subtype_thermal,feasible_static_projected_oracle_loss_macro_subtype_event_staticnorm,round_robin_oracle_loss_subtype_particle,round_robin_oracle_loss_subtype_flux,round_robin_oracle_loss_subtype_thermal,round_robin_oracle_loss_macro_subtype_event_staticnorm,aoi_oracle_loss_subtype_particle,aoi_oracle_loss_subtype_flux,aoi_oracle_loss_subtype_thermal,aoi_oracle_loss_macro_subtype_event_staticnorm,random_oracle_loss_subtype_particle,random_oracle_loss_subtype_flux,random_oracle_loss_subtype_thermal,random_oracle_loss_macro_subtype_event_staticnorm,margin_loss_vs_custom_ppo,margin_oracle_loss_macro_subtype_event_staticnorm_vs_custom_ppo
context_alert_bandit_t0p35,2304,-0.3876276905789704,201.0257611134588,0.38761524844934075,200.91246590863196,1.0121093749999999,2.1,0.4253472222222222,0,0.005644811115935735,1,1,3,0.4416322625038241,0.0,1.0,0.33130802831348327,0.965725999487483,92,0.9722140883359144,530,0.19403406887122707,358,0.7106580522315414,3,1101,reports/v83a_contextident_scene_gate_seed1101_b1p75_20260822,384,6,supplied_synthetic_warning_scores,1.0163996002672187,2.1018892898804715,0.7279176051064982,1.2820688317513962,0.4357389831630927,0.8162360578347404,0.4305855001229146,0.8177745439530661,0.3852167885820058,0.7727455081487896,0.4395801944079317,0.8306800159346267,0.4118651703433392,0.7279121808202264,0.4158481898840465,0.7490815891338672,1.0396185918994572,1.0751454269408056,0.3339441546639584,1.5571272589287668,0.8665912157815435,0.9856809773113367,0.6010514387663183,1.765969313029019,1.0635226079789193,0.9663670126629887,0.2883469038044607,1.4301025177597382,1.0290777624949166,1.0547148803846453,0.4082474049243181,1.6316219929091835,0.8331616950099883,0.9936788822752687,0.3568959651754222,1.4546892404104046,0.8704177957514058,1.0380245722970873,0.3388023993531086,1.477091497799259,-0.04812373471375192,-0.2750584271773706
context_alert_bandit_t0p5,2304,-0.3883645021054911,201.01559879386295,0.3883520599758615,200.8978187717163,1.0062934027777777,2.1,0.4253472222222222,0,0.005644811115935735,1,1,3,0.438300055365578,0.0,1.0,0.3316875376933425,0.9610084564141606,92,0.9727914499505511,530,0.2003220229737419,358,0.7113739764461512,3,1101,reports/v83a_contextident_scene_gate_seed1101_b1p75_20260822,384,6,supplied_synthetic_warning_scores,1.011434518146086,2.1031375233804304,0.7515068258961721,1.2886929558075628,0.4357389831630927,0.8162360578347404,0.4305855001229146,0.8177745439530661,0.3852167885820058,0.7727455081487896,0.4395801944079317,0.8306800159346267,0.4118651703433392,0.7279121808202264,0.4158481898840465,0.7490815891338672,1.0396185918994572,1.0751454269408056,0.3339441546639584,1.5571272589287668,0.8665912157815435,0.9856809773113367,0.6010514387663183,1.765969313029019,1.0635226079789193,0.9663670126629887,0.2883469038044607,1.4301025177597382,1.0290777624949166,1.0547148803846453,0.4082474049243181,1.6316219929091835,0.8331616950099883,0.9936788822752687,0.3568959651754222,1.4546892404104046,0.8704177957514058,1.0380245722970873,0.3388023993531086,1.477091497799259,-0.0473869231872312,-0.268434303121204
event_label_reference_l8,2304,-0.3876276905789704,201.0257611134588,0.38761524844934075,200.91246590863196,1.0121093749999999,2.1,0.4253472222222222,0,0.005644811115935735,1,1,3,0.4416322625038241,0.0,1.0,0.33130802831348327,0.965725999487483,92,0.9722140883359144,530,0.19403406887122707,358,0.7106580522315414,3,1101,reports/v83a_contextident_scene_gate_seed1101_b1p75_20260822,384,6,exact_final_event_subtype,1.0163996002672187,2.1018892898804715,0.7279176051064982,1.2820688317513962,0.4357389831630927,0.8162360578347404,0.4305855001229146,0.8177745439530661,0.3852167885820058,0.7727455081487896,0.4395801944079317,0.8306800159346267,0.4118651703433392,0.7279121808202264,0.4158481898840465,0.7490815891338672,1.0396185918994572,1.0751454269408056,0.3339441546639584,1.5571272589287668,0.8665912157815435,0.9856809773113367,0.6010514387663183,1.765969313029019,1.0635226079789193,0.9663670126629887,0.2883469038044607,1.4301025177597382,1.0290777624949166,1.0547148803846453,0.4082474049243181,1.6316219929091835,0.8331616950099883,0.9936788822752687,0.3568959651754222,1.4546892404104046,0.8704177957514058,1.0380245722970873,0.3388023993531086,1.477091497799259,-0.04812373471375192,-0.2750584271773706
context_alert_bandit_t0p35,2304,-0.4975864897993721,162.10837662501876,0.49755929072529803,159.69412206923218,1.375043402777778,2.12,0.7078993055555556,0,0.012519901577652337,0,1,5,0.6719357447732414,0.0,0.7408854166666666,0.2748298100313098,0.9244254292493843,166,0.828757235590477,824,0.24032975229407064,641,0.6645041390446439,3,1102,reports/v83a_contextident_scene_gate_seed1102_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.9070940125894129,1.3398328037552412,0.7927674627749876,1.013231426373214,0.587807384728674,0.8233075627541623,0.4762127159499666,0.6396650469276156,0.5703762429475319,0.8044741316584396,0.5425023849982407,0.7402681037922325,0.542020762169462,0.7394163630078697,0.5085246251320414,0.7096074408865585,1.199193766497704,0.8591631505168179,0.41156577124796495,1.307772688970866,0.8178722145686667,0.7464088646839689,0.35471406153021107,1.0597745368945117,1.2072662942739854,0.7969529480103729,0.40920315269096036,1.2742906511170242,1.0724556925426048,0.8334482461394905,0.3149003726946024,1.1461722022716618,1.0776820590786904,0.8505540578671306,0.29001297207778776,1.1297347837447314,1.0634973354368324,0.7781297554922046,0.28719523173063854,1.082968025583972,-0.09024809400337597,-0.294541262597652
context_alert_bandit_t0p5,2304,-0.49790041012560554,162.38872522177473,0.49787321105153143,159.8570811174833,1.3628298611111112,2.12,0.7078993055555556,0,0.012519901577652337,0,1,5,0.670910725450158,0.0,0.7282986111111112,0.27357789146516853,0.9253115641424455,166,0.8282961902633599,824,0.24955575196610041,641,0.6677211687906354,3,1102,reports/v83a_contextident_scene_gate_seed1102_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.9079635339487454,1.3390874423553503,0.8232009496060658,1.0234173086367204,0.587807384728674,0.8233075627541623,0.4762127159499666,0.6396650469276156,0.5703762429475319,0.8044741316584396,0.5425023849982407,0.7402681037922325,0.542020762169462,0.7394163630078697,0.5085246251320414,0.7096074408865585,1.199193766497704,0.8591631505168179,0.41156577124796495,1.307772688970866,0.8178722145686667,0.7464088646839689,0.35471406153021107,1.0597745368945117,1.2072662942739854,0.7969529480103729,0.40920315269096036,1.2742906511170242,1.0724556925426048,0.8334482461394905,0.3149003726946024,1.1461722022716618,1.0776820590786904,0.8505540578671306,0.29001297207778776,1.1297347837447314,1.0634973354368324,0.7781297554922046,0.28719523173063854,1.082968025583972,-0.08993417367714257,-0.28435538033414565
event_label_reference_l8,2304,-0.4975864897993721,162.10837662501876,0.49755929072529803,159.69412206923218,1.375043402777778,2.12,0.7078993055555556,0,0.012519901577652337,0,1,5,0.6719357447732414,0.0,0.7408854166666666,0.2748298100313098,0.9244254292493843,166,0.828757235590477,824,0.24032975229407064,641,0.6645041390446439,3,1102,reports/v83a_contextident_scene_gate_seed1102_b1p75_20260822,384,6,exact_final_event_subtype,0.9070940125894129,1.3398328037552412,0.7927674627749876,1.013231426373214,0.587807384728674,0.8233075627541623,0.4762127159499666,0.6396650469276156,0.5703762429475319,0.8044741316584396,0.5425023849982407,0.7402681037922325,0.542020762169462,0.7394163630078697,0.5085246251320414,0.7096074408865585,1.199193766497704,0.8591631505168179,0.41156577124796495,1.307772688970866,0.8178722145686667,0.7464088646839689,0.35471406153021107,1.0597745368945117,1.2072662942739854,0.7969529480103729,0.40920315269096036,1.2742906511170242,1.0724556925426048,0.8334482461394905,0.3149003726946024,1.1461722022716618,1.0776820590786904,0.8505540578671306,0.29001297207778776,1.1297347837447314,1.0634973354368324,0.7781297554922046,0.28719523173063854,1.082968025583972,-0.09024809400337597,-0.294541262597652
context_alert_bandit_t0p35,2304,-0.5665931658586789,196.57549085630794,0.5665785535901604,196.343765354587,1.4423958333333333,2.12,0.5993923611111112,0,0.006296135475466783,1,2,3,0.44424487622423975,0.0,1.0,0.3611659472962873,1.183012264419575,49,1.1965310226421098,740,0.19887244724668562,592,0.8594719114361234,3,1103,reports/v83a_contextident_scene_gate_seed1103_b1p75_20260822,384,6,supplied_synthetic_warning_scores,1.2269609631422698,2.7598746462152848,0.5756758694509271,1.5208371596028272,0.6143678096672779,0.9701543459869951,0.5447635156936789,0.7722224308380309,0.5970518144313246,0.9512951381769429,0.6319472349116242,0.9765938862198479,0.6162939305213513,0.937208534004932,0.6066666289471969,0.9413871801091865,1.3875391367746859,1.1931394657271135,0.3297844354591861,1.7152548153201963,0.8925392037751724,1.203620648122317,0.22050744061660324,1.4467422861567647,1.382477458034243,1.1895400806657366,0.28186787583084927,1.6645028336153418,1.342556108017357,1.2371574465789505,0.35006810406323624,1.753118561074407,1.2925503591493683,1.2030313994634796,0.31604384340194835,1.6767627820881061,1.3313205302978048,1.1932313108565034,0.29960969917325153,1.6667741321540488,-0.04778925607711748,-0.19441765571736913
context_alert_bandit_t0p5,2304,-0.5716992569408527,196.59335602143045,0.571684644672334,196.36082470079361,1.4378819444444444,2.12,0.5993923611111112,0,0.006296135475466783,1,2,3,0.43736076103423366,0.0,1.0,0.3636691284665014,1.1655798660857337,49,1.1991052573395742,740,0.22388255720127476,592,0.8628558935421942,3,1103,reports/v83a_contextident_scene_gate_seed1103_b1p75_20260822,384,6,supplied_synthetic_warning_scores,1.2088809542591297,2.765812281713654,0.6480726091325792,1.5409219483684542,0.6143678096672779,0.9701543459869951,0.5447635156936789,0.7722224308380309,0.5970518144313246,0.9512951381769429,0.6319472349116242,0.9765938862198479,0.6162939305213513,0.937208534004932,0.6066666289471969,0.9413871801091865,1.3875391367746859,1.1931394657271135,0.3297844354591861,1.7152548153201963,0.8925392037751724,1.203620648122317,0.22050744061660324,1.4467422861567647,1.382477458034243,1.1895400806657366,0.28186787583084927,1.6645028336153418,1.342556108017357,1.2371574465789505,0.35006810406323624,1.753118561074407,1.2925503591493683,1.2030313994634796,0.31604384340194835,1.6767627820881061,1.3313205302978048,1.1932313108565034,0.29960969917325153,1.6667741321540488,-0.042683164994943845,-0.1743328669517421
event_label_reference_l8,2304,-0.5666498665200176,196.57604271993387,0.5666352542514991,196.3440314448264,1.4422222222222223,2.12,0.5993923611111112,0,0.006296135475466783,1,2,3,0.4439881597575675,0.0,1.0,0.3612594662018408,1.183012264419575,49,1.1965310226421098,740,0.19866988276181793,592,0.8594043899411675,3,1103,reports/v83a_contextident_scene_gate_seed1103_b1p75_20260822,384,6,exact_final_event_subtype,1.2269609631422698,2.7598746462152848,0.5750895062439544,1.520641705200503,0.6143678096672779,0.9701543459869951,0.5447635156936789,0.7722224308380309,0.5970518144313246,0.9512951381769429,0.6319472349116242,0.9765938862198479,0.6162939305213513,0.937208534004932,0.6066666289471969,0.9413871801091865,1.3875391367746859,1.1931394657271135,0.3297844354591861,1.7152548153201963,0.8925392037751724,1.203620648122317,0.22050744061660324,1.4467422861567647,1.382477458034243,1.1895400806657366,0.28186787583084927,1.6645028336153418,1.342556108017357,1.2371574465789505,0.35006810406323624,1.753118561074407,1.2925503591493683,1.2030313994634796,0.31604384340194835,1.6767627820881061,1.3313205302978048,1.1932313108565034,0.29960969917325153,1.6667741321540488,-0.04773255541577881,-0.1946131101196933
context_alert_bandit_t0p35,2304,-0.4370067281905126,3.7531768321810954,0.4369847374497719,3.5804754510539443,1.6720138888888891,2.12,0.6163194444444444,0,0.00969749601968447,2,1,3,0.45463574276838215,0.0,1.0,0.37456530164954355,0.9108277317639943,37,0.8215212266028962,807,0.317349426558293,576,0.6832327949750612,3,1104,reports/v83a_contextident_scene_gate_seed1104_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.8848678707774279,2.0398302237017005,0.9843522697690885,1.303016788082739,0.5519257774883752,0.9780372138351764,0.4406224541210879,0.6281028771587934,0.4542812593248931,0.7717226660311902,0.5235171873322947,0.8077397218738271,0.5202935176138352,0.7605175643814874,0.5026132671773667,0.7766260638491057,1.3867715661590163,0.8126248311634549,0.7347152441830581,1.8813072950615275,0.7204892526607256,0.860823555543668,0.3029958232719865,1.2590674126867876,1.1614603907675356,0.8344093112198837,0.3192982961061514,1.3968618791891527,1.0467007659577034,0.8715978633090762,0.5049205363547016,1.5823991565772608,0.9075244278521151,0.8973629512123606,0.4766653140799867,1.5294401638297952,1.0141100504913845,0.8434793857310563,0.47228875532487613,1.5148335533961126,-0.11494104003860334,-0.5782905069787885
