pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,13,19,29,14,1.0478909317131828,2.0173420629727694
1,calm,13,19,29,14,1.0478909317131828,2.0173420629727694
1,calm,9,19,29,14,1.0444444636734467,2.007835917323118
1,calm,11,19,29,14,1.0521020697282883,2.0176493102266093
1,calm,31,19,29,14,1.0707592411872164,2.0417180741628114
1,particle,9,19,29,14,1.0444444636734467,2.007835917323118
1,particle,9,21,29,14,1.0477827705753362,2.0052501929529067
1,particle,9,22,29,14,1.0617148124506164,2.0374707067903297
1,particle,9,15,29,14,1.0573741354620332,2.0313135333207755
1,flux,9,19,29,14,1.0444444636734467,2.007835917323118
1,flux,9,19,33,14,1.048177062225769,2.00779033510503
1,flux,9,19,27,14,1.0492855806835126,2.0144870534328856
1,flux,9,19,32,14,1.070486964210229,2.0515477851188084
1,thermal,9,19,29,14,1.0444444636734467,2.007835917323118
1,thermal,9,19,29,12,1.0547599411409265,2.0223821461616693
1,thermal,9,19,29,33,1.0736022250562292,2.039269192901852
1,thermal,9,19,29,11,0.9536166342677402,1.8946487112333372
2,calm,13,19,29,11,0.9508396787989699,1.8954735395657896
2,calm,9,19,29,11,0.9536166342677402,1.8946487112333372
2,calm,11,19,29,11,0.9543668903449019,1.8969930795398144
2,calm,31,19,29,11,0.9404983287681713,1.872821836256522
2,particle,31,19,29,11,0.9404983287681713,1.872821836256522
2,particle,31,21,29,11,0.9427299308478816,1.8810884489722164
2,particle,31,22,29,11,0.9523176221014814,1.9033812258564997
2,particle,31,15,29,11,0.9501959934485438,1.8999833256422474
2,flux,31,19,29,11,0.9404983287681713,1.872821836256522
2,flux,31,19,33,11,0.9364433166496232,1.8708788571318
2,flux,31,19,27,11,0.9438630178594813,1.8871970643568607
2,flux,31,19,32,11,0.9691219215681074,1.9262891380820895
2,thermal,31,19,33,14,1.0484137392901334,2.0110973872083164
2,thermal,31,19,33,12,1.0686428489741686,2.0362955614505553
2,thermal,31,19,33,33,1.0764202817430297,2.0467658002978273
2,thermal,31,19,33,11,0.9364433166496232,1.8708788571318
