seed,custom_ordinary,custom_macro,validation_static_ordinary,validation_static_macro,feasible_static_ordinary,feasible_static_macro,full_open_ordinary,full_open_macro,aoi_ordinary,aoi_macro,random_ordinary,random_macro,round_robin_ordinary,round_robin_macro,always_on,always_off,mid_duty,switches_per_step,warmup_abort
6811,0.4481589774562356,0.8373377378943605,0.35494544940108125,0.6772382495185143,0.3506338790224011,0.7758627125721519,0.30863408299369943,0.6895550366688363,0.33782927828239434,0.7331359314310468,0.36518899540209937,0.7876533545076091,0.35515961252450423,0.7718506867252891,1,3,2,0.000578954986249819,0
6812,0.552782330848034,1.1505008386421793,0.4591771576907834,0.9965261502907986,0.4591771576907834,0.9965261502907986,0.40532662130364944,0.8106281631651809,0.46350901322524235,0.9329873997611924,0.4775916656921648,1.0235088935620091,0.48534985488548366,0.989972079908556,0,1,5,0.0028947749312490953,0
