pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,15,33,12,1.0915412019800597,2.1613634739556273
1,calm,11,15,33,12,1.0915412019800597,2.1613634739556273
1,calm,13,15,33,12,1.0445385264093068,2.074038895595053
1,calm,9,15,33,12,1.0482185243735649,2.07734378133682
1,calm,18,15,33,12,1.1518727531278254,2.237005937193949
1,particle,13,15,33,12,1.0445385264093068,2.074038895595053
1,particle,13,22,33,12,1.0466949115152462,2.079871258880729
1,particle,13,34,33,12,1.0353720602671226,2.057148420840263
1,particle,13,19,33,12,1.0895286257305254,2.161457633091353
1,flux,13,34,33,12,1.0353720602671226,2.057148420840263
1,flux,13,34,29,12,1.0428850011856106,2.0776000804180637
1,flux,13,34,30,12,1.033933043389211,2.052099616519853
1,flux,13,34,32,12,1.0404373254565338,2.0729136539177784
1,thermal,13,34,30,12,1.033933043389211,2.052099616519853
1,thermal,13,34,30,33,1.0457321859484037,2.0803502294924234
1,thermal,13,34,30,31,1.0197684923058221,1.9974161271246202
1,thermal,13,34,30,9,1.0248007459448496,2.0101183939828733
2,calm,11,34,30,31,1.0198740584575818,2.0175974509388217
2,calm,13,34,30,31,1.0197684923058221,1.9974161271246202
2,calm,9,34,30,31,1.0162045293219293,1.9963910258725348
2,calm,18,34,30,31,1.0309789606034798,2.058149726363116
2,particle,9,15,30,31,1.0365322180867307,2.034571174162412
2,particle,9,22,30,31,1.0319529895022113,2.0239930051876156
2,particle,9,34,30,31,1.0162045293219293,1.9963910258725348
2,particle,9,19,30,31,1.066403432893041,2.0878163077276355
2,flux,9,34,33,31,1.0184608186249067,2.002056998118683
2,flux,9,34,29,31,1.0312354537985695,2.0291992466193225
2,flux,9,34,30,31,1.0162045293219293,1.9963910258725348
2,flux,9,34,32,31,1.019054505395453,1.9992781508488384
2,thermal,9,34,30,12,1.0304548951787518,2.053738162369201
2,thermal,9,34,30,33,1.0420541474811296,2.0751218682307195
2,thermal,9,34,30,31,1.0162045293219293,1.9963910258725348
2,thermal,9,34,30,9,1.0187490222490034,1.9960587668063963
