update,timesteps,oracle_loss_mean,oracle_loss_macro_subtype_event,oracle_loss_macro_subtype_event_staticnorm,selection_score_name,selection_score
0,0,0.7413099210243672,0.8714221947861804,1.0495793198734673,max_static_ratio,1.3038620469615292
5,5120,0.6957092418160755,0.7863872300637383,0.9783805966675762,max_static_ratio,1.2154139313951209
10,10240,0.7442491015147729,0.8489825496484315,1.042255428687039,max_static_ratio,1.2947637886658043
15,15360,0.6968125641772834,0.8107096791899192,1.0012863107340282,max_static_ratio,1.2438690378023243
20,20480,0.6842266126186587,0.7862017826408164,0.9692415437286014,max_static_ratio,1.2040607501284226
