action_idx,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,event_rate,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,power_mean,warmup_abort_count,sensor_ids,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,prior_logit
10,0.4755958017000618,0.5492921608830905,0.3564512618964941,0.6178385416666666,0.5781064497686066,226,0.6404619080192017,467,0.35754098431789316,256,0.5253697807019004,3,1.4600000000000002,0,shielded_thermo_hygro|surface_temp_ir,0,0,1,1,0,0,0.9527182338393968,0.9910146977294566,0.5952969287023552,0.8463432867570696,0.0
14,0.48296665435191244,0.5500318438317175,0.3745426938470827,0.6178385416666666,0.5293318861683386,226,0.5965698085709353,467,0.4834105973422993,256,0.5364374306938577,3,1.58,0,shielded_thermo_hygro|laser_disdrometer,0,0,1,0,1,0,0.87233785387973,0.923098534218713,0.8048667328279772,0.8667677069754735,0.0
6,0.4833923832617681,0.5732590371155983,0.3381054079512315,0.6178385416666666,0.5845779445170697,226,0.6237886519484398,467,0.47108949336688966,256,0.5598186966107997,3,1.3799999999999997,0,radiometer_basic|shielded_thermo_hygro,0,1,1,0,0,0,0.9633832438034345,0.9652154400089857,0.7843523983139166,0.9043170273754456,0.0
19,0.49095754792991403,0.5757889247355145,0.353811080147095,0.6178385416666666,0.5609459460309122,226,0.6257721611819125,467,0.4977121347619686,256,0.5614767473249311,3,1.5199999999999998,0,shielded_thermo_hygro|fc4_flux,0,0,1,0,0,1,0.9244377591632978,0.9682846105230182,0.8286784402267613,0.907133603304359,0.0
15,0.49583950386052794,0.5671390839023133,0.3805698250536212,0.6178385416666666,0.5743720820915382,226,0.619021079907836,467,0.4661095927876886,256,0.553167584929021,3,1.6400000000000003,0,surface_temp_ir|laser_disdrometer,0,0,0,1,1,0,0.9465640036293247,0.9578383674531253,0.7760609865595491,0.8934877858806664,0.0
4,0.5009549095921102,0.5864169035691795,0.3627889261436625,0.6178385416666666,0.5769576177627376,226,0.6383962744180854,467,0.49994593640440144,256,0.5717666095284081,3,0.7000000000000001,0,shielded_thermo_hygro,0,0,1,0,0,0,0.9508249610692213,0.9878184525926286,0.8323976649181836,0.9236803595266778,0.0
8,0.5029398208522858,0.6136160954691713,0.32401003446144383,0.6178385416666666,0.6122015408710041,226,0.7038225482917955,467,0.4503085793403443,256,0.5887775561677145,3,1.4800000000000002,0,met_station_core|surface_temp_ir,1,0,0,1,0,0,1.0089068734760436,1.089055385210603,0.7497526885233569,0.9492383157366678,0.0
20,0.503472028959853,0.5940354287906995,0.3570586278704606,0.6178385416666666,0.6053448918118941,226,0.6286166038771003,467,0.5209676654776558,256,0.5849763870555501,3,1.58,0,surface_temp_ir|fc4_flux,0,0,0,1,0,1,0.9976071300044623,0.972685941004168,0.867398325827577,0.9458971322787358,0.0
17,0.5338846389640821,0.6579485278266499,0.33331116276207734,0.6178385416666666,0.6061785172638112,226,0.6963373394702946,467,0.6336221502861008,256,0.6453793356734022,3,1.5399999999999998,0,met_station_core|fc4_flux,1,0,0,0,0,1,0.9989809430254932,1.0774731945060483,1.0549652671083203,1.0438064682132875,0.0
9,0.534883060012362,0.6305825580362902,0.3801661543484644,0.6178385416666666,0.6344475226262501,226,0.6463664109465652,467,0.5983773185580503,256,0.6263970840436218,3,1.4399999999999997,0,radiometer_basic|surface_temp_ir,0,1,0,1,0,0,1.0455682054095736,1.000150993128977,0.9962834907509412,1.0140008964298306,0.0
