seed,static_ordinary,static_macro,greedy_ordinary,greedy_macro,greedy_ordinary_margin_vs_static,greedy_macro_margin_vs_static,receding_ordinary,receding_macro,receding_ordinary_margin_vs_static,receding_macro_margin_vs_static,receding_switches_per_step,receding_always_on,receding_always_off,receding_mid_duty,receding_warmup_aborts,receding_action_coverage
1601,0.2599990597292263,0.9069979250421788,0.2612077013181988,0.8788526811253834,-0.0012086415889724922,0.028145243916795404,0.2036450814840565,0.7249672341584802,0.05635397824516983,0.1820306908836986,0.0572916666666666,0,0,6,0,22
1602,0.2489021687781334,0.9591715443591466,0.2556178066378278,0.9654272163593992,-0.0067156378596943955,-0.006255672000252566,0.2322799843580772,0.8528242585272436,0.016622184420056196,0.106347285831903,0.0529513888888888,0,0,6,0,22
1603,0.2754088382999826,0.9439316955413188,0.2773893905266757,0.9599379697794336,-0.001980552226693133,-0.016006274238114737,0.2512038668921579,0.8378610071008078,0.024204971407824682,0.10607068844051104,0.0508535879629629,0,0,6,0,22
1604,0.2118762050619504,0.813033238769228,0.225722607729646,0.8437883828980253,-0.013846402667695601,-0.030755144128797318,0.2010008494673659,0.7315685512103102,0.010875355594584496,0.08146468755891778,0.050708912037037,0,0,6,0,22
1605,0.2446591104574812,0.766680025705945,0.2536434352417321,0.7951819162592755,-0.008984324784250902,-0.028501890553330522,0.2210781621251953,0.6916064004417345,0.02358094833228591,0.07507362526421046,0.0503472222222222,0,0,6,0,22
