path,policy,steps,sensors,event_rate,unique_mask_count,unique_mask_fraction,top1_mask_fraction,top2_mask_fraction,top3_mask_fraction,mask_entropy_bits,transition_count,transition_entropy_bits,switches_per_step,best_period,best_period_match,event_mask_mi_bits,event_sensor_l1,event_sensor_linf,event_state_dependent,subtype_mask_mi_bits,subtype_sensor_l1,subtype_state_dependent,subtype_label_counts_json,state_dependent,fixed_like,simple_cycle_like,low_complexity,weak_state_dependence,behavior_complexity_gate_pass,top_masks_json,sensor_duty_json
reports/v134_fresh_soft_onpolicy_temp075_seed1411_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.5286458333333334,8,0.003472222222222222,0.5486111111111112,0.6888020833333334,0.8111979166666666,2.0490080863731235,33,2.5649310851709473,0.027789839339991317,1,0.9179331306990881,0.18316587725788525,0.8062760253653759,0.3604768255177857,True,0.22829084488524964,2.1142857142857143,True,"{""0"": 1662, ""1"": 9, ""2"": 315, ""3"": 318}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 1264, ""fraction"": 0.5486111111111112}, {""mask"": ""001100"", ""count"": 323, ""fraction"": 0.1401909722222222}, {""mask"": ""101000"", ""count"": 282, ""fraction"": 0.12239583333333333}, {""mask"": ""010100"", ""count"": 181, ""fraction"": 0.07855902777777778}, {""mask"": ""001001"", ""count"": 126, ""fraction"": 0.0546875}]","[{""sensor"": ""met_station_core"", ""duty"": 0.7265625, ""event_duty"": 0.5566502463054187, ""non_event_duty"": 0.9171270718232044, ""event_abs_delta"": 0.3604768255177857}, {""sensor"": ""radiometer_basic"", ""duty"": 0.12109375, ""event_duty"": 0.10098522167487685, ""non_event_duty"": 0.143646408839779, ""event_abs_delta"": 0.04266118716490215}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.3172743055555556, ""event_duty"": 0.4548440065681445, ""non_event_duty"": 0.16298342541436464, ""event_abs_delta"": 0.2918605811537799}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.7673611111111112, ""event_duty"": 0.7750410509031199, ""non_event_duty"": 0.7587476979742173, ""event_abs_delta"": 0.01629335292890266}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.0078125, ""event_duty"": 0.0090311986863711, ""non_event_duty"": 0.006445672191528545, ""event_abs_delta"": 0.0025855264948425544}, {""sensor"": ""fc4_flux"", ""duty"": 0.059895833333333336, ""event_duty"": 0.10344827586206896, ""non_event_duty"": 0.011049723756906077, ""event_abs_delta"": 0.09239855210516289}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1412_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.5520833333333334,8,0.003472222222222222,0.4249131944444444,0.7404513888888888,0.82421875,2.1084552078296674,37,2.750102058886447,0.040237371544362424,1,0.8814589665653495,0.16902839438562034,0.8964823753108089,0.32007825069474916,True,0.2123648226852659,1.9289617486338797,True,"{""0"": 1696, ""1"": 13, ""2"": 366, ""3"": 229}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 979, ""fraction"": 0.4249131944444444}, {""mask"": ""101000"", ""count"": 727, ""fraction"": 0.3155381944444444}, {""mask"": ""100001"", ""count"": 193, ""fraction"": 0.0837673611111111}, {""mask"": ""100010"", ""count"": 173, ""fraction"": 0.07508680555555555}, {""mask"": ""000011"", ""count"": 146, ""fraction"": 0.06336805555555555}]","[{""sensor"": ""met_station_core"", ""duty"": 0.8993055555555556, ""event_duty"": 0.845125786163522, ""non_event_duty"": 0.9660852713178295, ""event_abs_delta"": 0.12095948515430754}, {""sensor"": ""radiometer_basic"", ""duty"": 0.0, ""event_duty"": 0.0, ""non_event_duty"": 0.0, ""event_abs_delta"": 0.0}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.3155381944444444, ""event_duty"": 0.1721698113207547, ""non_event_duty"": 0.49224806201550386, ""event_abs_delta"": 0.32007825069474916}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.4561631944444444, ""event_duty"": 0.45047169811320753, ""non_event_duty"": 0.4631782945736434, ""event_abs_delta"": 0.01270659646043587}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.1618923611111111, ""event_duty"": 0.2617924528301887, ""non_event_duty"": 0.03875968992248062, ""event_abs_delta"": 0.22303276290770807}, {""sensor"": ""fc4_flux"", ""duty"": 0.16102430555555555, ""event_duty"": 0.25943396226415094, ""non_event_duty"": 0.03972868217054264, ""event_abs_delta"": 0.2197052800936083}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1413_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.4283854166666667,10,0.004340277777777778,0.5091145833333334,0.8081597222222222,0.8598090277777778,1.9692100206367784,41,2.3892473393491427,0.021710811984368215,1,0.9366044290056448,0.18923715389873053,0.9176284869591709,0.4392616543539822,True,0.1535713290767946,2.149019607843137,True,"{""0"": 1814, ""1"": 15, ""2"": 255, ""3"": 220}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 1173, ""fraction"": 0.5091145833333334}, {""mask"": ""101000"", ""count"": 689, ""fraction"": 0.2990451388888889}, {""mask"": ""001100"", ""count"": 119, ""fraction"": 0.05164930555555555}, {""mask"": ""100001"", ""count"": 98, ""fraction"": 0.042534722222222224}, {""mask"": ""100010"", ""count"": 97, ""fraction"": 0.04210069444444445}]","[{""sensor"": ""met_station_core"", ""duty"": 0.9088541666666666, ""event_duty"": 0.8237082066869301, ""non_event_duty"": 0.9726651480637813, ""event_abs_delta"": 0.14895694137685123}, {""sensor"": ""radiometer_basic"", ""duty"": 0.026475694444444444, ""event_duty"": 0.02634245187436677, ""non_event_duty"": 0.026575550493545937, ""event_abs_delta"": 0.0002330986191791673}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.3506944444444444, ""event_duty"": 0.20466058763931105, ""non_event_duty"": 0.4601366742596811, ""event_abs_delta"": 0.25547608662037}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.58984375, ""event_duty"": 0.8409321175278622, ""non_event_duty"": 0.40167046317388005, ""event_abs_delta"": 0.4392616543539822}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.04991319444444445, ""event_duty"": 0.017223910840932118, ""non_event_duty"": 0.07441154138192863, ""event_abs_delta"": 0.05718763054099651}, {""sensor"": ""fc4_flux"", ""duty"": 0.07161458333333333, ""event_duty"": 0.08105369807497467, ""non_event_duty"": 0.06454062262718299, ""event_abs_delta"": 0.01651307544779168}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1414_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.6154513888888888,15,0.006510416666666667,0.3967013888888889,0.5238715277777778,0.63671875,2.8739974783350233,74,3.5199936351909527,0.03213200173686496,1,0.9014329135909683,0.16174398879391028,0.9480939994332779,0.3692129887578919,True,0.41407795176207074,2.8344281186977813,True,"{""0"": 1573, ""1"": 89, ""2"": 390, ""3"": 252}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 914, ""fraction"": 0.3967013888888889}, {""mask"": ""100001"", ""count"": 293, ""fraction"": 0.1271701388888889}, {""mask"": ""010001"", ""count"": 260, ""fraction"": 0.11284722222222222}, {""mask"": ""000101"", ""count"": 191, ""fraction"": 0.08289930555555555}, {""mask"": ""000001"", ""count"": 138, ""fraction"": 0.059895833333333336}]","[{""sensor"": ""met_station_core"", ""duty"": 0.6328125, ""event_duty"": 0.4908321579689704, ""non_event_duty"": 0.8600451467268623, ""event_abs_delta"": 0.3692129887578919}, {""sensor"": ""radiometer_basic"", ""duty"": 0.2482638888888889, ""event_duty"": 0.2863187588152327, ""non_event_duty"": 0.1873589164785553, ""event_abs_delta"": 0.09895984233667743}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.025173611111111112, ""event_duty"": 0.02609308885754584, ""non_event_duty"": 0.023702031602708805, ""event_abs_delta"": 0.0023910572548370354}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.5421006944444444, ""event_duty"": 0.4830747531734838, ""non_event_duty"": 0.636568848758465, ""event_abs_delta"": 0.15349409558498117}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.08159722222222222, ""event_duty"": 0.11706629055007052, ""non_event_duty"": 0.024830699774266364, ""event_abs_delta"": 0.09223559077580415}, {""sensor"": ""fc4_flux"", ""duty"": 0.41015625, ""event_duty"": 0.4992947813822285, ""non_event_duty"": 0.26749435665914223, ""event_abs_delta"": 0.23180042472308626}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1415_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.6605902777777778,9,0.00390625,0.5837673611111112,0.8441840277777778,0.9305555555555556,1.6773191469989461,32,1.8742799060038255,0.008829063540309741,1,0.9743812418584455,0.061553798977025176,0.451129386222866,0.19103783889148415,False,0.09431569252385907,0.9076440550558593,False,"{""0"": 1512, ""2"": 446, ""3"": 346}",False,False,False,False,True,False,"[{""mask"": ""110000"", ""count"": 1345, ""fraction"": 0.5837673611111112}, {""mask"": ""101000"", ""count"": 600, ""fraction"": 0.2604166666666667}, {""mask"": ""100100"", ""count"": 199, ""fraction"": 0.08637152777777778}, {""mask"": ""100001"", ""count"": 78, ""fraction"": 0.033854166666666664}, {""mask"": ""001100"", ""count"": 25, ""fraction"": 0.010850694444444444}]","[{""sensor"": ""met_station_core"", ""duty"": 0.9644097222222222, ""event_duty"": 0.973718791064389, ""non_event_duty"": 0.9462915601023018, ""event_abs_delta"": 0.027427230962087212}, {""sensor"": ""radiometer_basic"", ""duty"": 0.5837673611111112, ""event_duty"": 0.6182654402102497, ""non_event_duty"": 0.5166240409207161, ""event_abs_delta"": 0.10164139928953353}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.2842881944444444, ""event_duty"": 0.21944809461235218, ""non_event_duty"": 0.41048593350383633, ""event_abs_delta"": 0.19103783889148415}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.10633680555555555, ""event_duty"": 0.1202365308804205, ""non_event_duty"": 0.0792838874680307, ""event_abs_delta"": 0.0409526434123898}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.01171875, ""event_duty"": 0.0, ""non_event_duty"": 0.034526854219948847, ""event_abs_delta"": 0.034526854219948847}, {""sensor"": ""fc4_flux"", ""duty"": 0.049479166666666664, ""event_duty"": 0.0683311432325887, ""non_event_duty"": 0.01278772378516624, ""event_abs_delta"": 0.05554341944742246}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1416_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.6323784722222222,9,0.00390625,0.6180555555555556,0.7395833333333334,0.8563368055555556,1.8589634146952363,40,2.332398537002013,0.02576349688811695,1,0.9257490230134607,0.12122438992365292,0.6580243242126314,0.3072542357498993,True,0.2483423068819317,1.8302729528535981,True,"{""0"": 1635, ""1"": 65, ""2"": 310, ""3"": 294}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 1424, ""fraction"": 0.6180555555555556}, {""mask"": ""000101"", ""count"": 280, ""fraction"": 0.12152777777777778}, {""mask"": ""100001"", ""count"": 269, ""fraction"": 0.11675347222222222}, {""mask"": ""100010"", ""count"": 127, ""fraction"": 0.055121527777777776}, {""mask"": ""000110"", ""count"": 105, ""fraction"": 0.045572916666666664}]","[{""sensor"": ""met_station_core"", ""duty"": 0.7951388888888888, ""event_duty"": 0.7604667124227865, ""non_event_duty"": 0.8547815820543093, ""event_abs_delta"": 0.0943148696315228}, {""sensor"": ""radiometer_basic"", ""duty"": 0.015625, ""event_duty"": 0.009608785175017159, ""non_event_duty"": 0.025974025974025976, ""event_abs_delta"": 0.016365240799008817}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.005208333333333333, ""event_duty"": 0.0075497597803706245, ""non_event_duty"": 0.0011806375442739079, ""event_abs_delta"": 0.0063691222360967165}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.7981770833333334, ""event_duty"": 0.7179135209334249, ""non_event_duty"": 0.9362455726092089, ""event_abs_delta"": 0.21833205167578407}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.1254340277777778, ""event_duty"": 0.13109128345916266, ""non_event_duty"": 0.11570247933884298, ""event_abs_delta"": 0.015388804120319677}, {""sensor"": ""fc4_flux"", ""duty"": 0.2604166666666667, ""event_duty"": 0.37336993822923814, ""non_event_duty"": 0.06611570247933884, ""event_abs_delta"": 0.3072542357498993}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1417_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.4600694444444444,11,0.004774305555555556,0.3259548611111111,0.5282118055555556,0.66015625,2.7263084539839024,55,3.3916305704806824,0.03734259661311333,1,0.8940512375162831,0.3719622135141827,1.6785657950615784,0.5138233331311048,True,0.27001248603499217,2.7661490683229815,True,"{""0"": 1830, ""1"": 35, ""2"": 255, ""3"": 184}",True,False,False,False,False,True,"[{""mask"": ""110000"", ""count"": 751, ""fraction"": 0.3259548611111111}, {""mask"": ""100100"", ""count"": 466, ""fraction"": 0.20225694444444445}, {""mask"": ""101000"", ""count"": 304, ""fraction"": 0.13194444444444445}, {""mask"": ""001100"", ""count"": 200, ""fraction"": 0.08680555555555555}, {""mask"": ""100010"", ""count"": 179, ""fraction"": 0.07769097222222222}]","[{""sensor"": ""met_station_core"", ""duty"": 0.8068576388888888, ""event_duty"": 0.6311320754716981, ""non_event_duty"": 0.9565916398713826, ""event_abs_delta"": 0.3254595643996845}, {""sensor"": ""radiometer_basic"", ""duty"": 0.3415798611111111, ""event_duty"": 0.06415094339622641, ""non_event_duty"": 0.5779742765273312, ""event_abs_delta"": 0.5138233331311048}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.21875, ""event_duty"": 0.27735849056603773, ""non_event_duty"": 0.16881028938906753, ""event_abs_delta"": 0.1085482011769702}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.3732638888888889, ""event_duty"": 0.6094339622641509, ""non_event_duty"": 0.1720257234726688, ""event_abs_delta"": 0.4374082387914821}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.0920138888888889, ""event_duty"": 0.10566037735849057, ""non_event_duty"": 0.08038585209003216, ""event_abs_delta"": 0.025274525268458414}, {""sensor"": ""fc4_flux"", ""duty"": 0.1675347222222222, ""event_duty"": 0.3122641509433962, ""non_event_duty"": 0.04421221864951769, ""event_abs_delta"": 0.2680519322938785}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1418_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.6197916666666666,9,0.00390625,0.4756944444444444,0.8559027777777778,0.9201388888888888,1.7605045108611475,32,2.113524560082346,0.01707917209436966,1,0.948762483716891,0.061663153411969596,0.23429645830935122,0.10980967729557577,False,0.1813214025541512,1.7183098591549295,True,"{""0"": 1489, ""1"": 35, ""2"": 426, ""3"": 354}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 1096, ""fraction"": 0.4756944444444444}, {""mask"": ""101000"", ""count"": 876, ""fraction"": 0.3802083333333333}, {""mask"": ""100001"", ""count"": 148, ""fraction"": 0.0642361111111111}, {""mask"": ""110000"", ""count"": 80, ""fraction"": 0.034722222222222224}, {""mask"": ""001100"", ""count"": 40, ""fraction"": 0.017361111111111112}]","[{""sensor"": ""met_station_core"", ""duty"": 0.9639756944444444, ""event_duty"": 0.9418767507002801, ""non_event_duty"": 1.0, ""event_abs_delta"": 0.058123249299719904}, {""sensor"": ""radiometer_basic"", ""duty"": 0.04296875, ""event_duty"": 0.028011204481792718, ""non_event_duty"": 0.06735159817351598, ""event_abs_delta"": 0.03934039369172326}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.4001736111111111, ""event_duty"": 0.39285714285714285, ""non_event_duty"": 0.4121004566210046, ""event_abs_delta"": 0.019243313763861736}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.5008680555555556, ""event_duty"": 0.5007002801120448, ""non_event_duty"": 0.5011415525114156, ""event_abs_delta"": 0.00044127239937075124}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.009114583333333334, ""event_duty"": 0.011904761904761904, ""non_event_duty"": 0.0045662100456621, ""event_abs_delta"": 0.007338551859099804}, {""sensor"": ""fc4_flux"", ""duty"": 0.08289930555555555, ""event_duty"": 0.12464985994397759, ""non_event_duty"": 0.014840182648401826, ""event_abs_delta"": 0.10980967729557577}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1419_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.6597222222222222,16,0.006944444444444444,0.20616319444444445,0.3806423611111111,0.5516493055555556,3.1948706129174993,84,3.8986495104024264,0.04038211029092488,1,0.8871037776812852,0.24974563261637384,1.2228383458646617,0.43607679914070896,True,0.3837687580922302,2.3522267206477734,True,"{""0"": 1585, ""1"": 57, ""2"": 298, ""3"": 364}",True,False,False,False,False,True,"[{""mask"": ""110000"", ""count"": 475, ""fraction"": 0.20616319444444445}, {""mask"": ""100001"", ""count"": 402, ""fraction"": 0.17447916666666666}, {""mask"": ""101000"", ""count"": 394, ""fraction"": 0.17100694444444445}, {""mask"": ""100100"", ""count"": 336, ""fraction"": 0.14583333333333334}, {""mask"": ""000101"", ""count"": 186, ""fraction"": 0.08072916666666667}]","[{""sensor"": ""met_station_core"", ""duty"": 0.7291666666666666, ""event_duty"": 0.6835526315789474, ""non_event_duty"": 0.8176020408163265, ""event_abs_delta"": 0.13404940923737907}, {""sensor"": ""radiometer_basic"", ""duty"": 0.2365451388888889, ""event_duty"": 0.0881578947368421, ""non_event_duty"": 0.5242346938775511, ""event_abs_delta"": 0.43607679914070896}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.2222222222222222, ""event_duty"": 0.2019736842105263, ""non_event_duty"": 0.2614795918367347, ""event_abs_delta"": 0.05950590762620839}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.2604166666666667, ""event_duty"": 0.34539473684210525, ""non_event_duty"": 0.09566326530612244, ""event_abs_delta"": 0.2497314715359828}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.16536458333333334, ""event_duty"": 0.2138157894736842, ""non_event_duty"": 0.07142857142857142, ""event_abs_delta"": 0.14238721804511278}, {""sensor"": ""fc4_flux"", ""duty"": 0.3546006944444444, ""event_duty"": 0.4230263157894737, ""non_event_duty"": 0.22193877551020408, ""event_abs_delta"": 0.20108754027926962}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1420_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.5985243055555556,16,0.006944444444444444,0.3246527777777778,0.4483506944444444,0.5651041666666666,3.1116761661339982,75,3.6281367007102125,0.02489506440874222,1,0.9222752930959618,0.2592245311682979,1.3559657409403603,0.40524077376869255,True,0.26904836794076115,2.3249767873723304,True,"{""0"": 1611, ""1"": 33, ""2"": 301, ""3"": 359}",True,False,False,False,False,True,"[{""mask"": ""101000"", ""count"": 748, ""fraction"": 0.3246527777777778}, {""mask"": ""010100"", ""count"": 285, ""fraction"": 0.12369791666666667}, {""mask"": ""110000"", ""count"": 269, ""fraction"": 0.11675347222222222}, {""mask"": ""100001"", ""count"": 248, ""fraction"": 0.1076388888888889}, {""mask"": ""010010"", ""count"": 198, ""fraction"": 0.0859375}]","[{""sensor"": ""met_station_core"", ""duty"": 0.66015625, ""event_duty"": 0.49746192893401014, ""non_event_duty"": 0.9027027027027027, ""event_abs_delta"": 0.40524077376869255}, {""sensor"": ""radiometer_basic"", ""duty"": 0.37890625, ""event_duty"": 0.4249456127628716, ""non_event_duty"": 0.31027027027027027, ""event_abs_delta"": 0.11467534249260136}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.3836805555555556, ""event_duty"": 0.26468455402465557, ""non_event_duty"": 0.5610810810810811, ""event_abs_delta"": 0.29639652705642555}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.18663194444444445, ""event_duty"": 0.25598259608411894, ""non_event_duty"": 0.08324324324324324, ""event_abs_delta"": 0.17273935284087572}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.1935763888888889, ""event_duty"": 0.28063814358230604, ""non_event_duty"": 0.06378378378378378, ""event_abs_delta"": 0.21685435979852224}, {""sensor"": ""fc4_flux"", ""duty"": 0.140625, ""event_duty"": 0.20087019579405366, ""non_event_duty"": 0.05081081081081081, ""event_abs_delta"": 0.15005938498324284}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1421_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.5325520833333334,9,0.00390625,0.5737847222222222,0.7309027777777778,0.8706597222222222,1.927761729761988,41,2.4008252923448676,0.025618758141554492,1,0.9270516717325228,0.12540889124011545,0.7471355957983441,0.28507149943358917,True,0.2586338304510405,1.948068841304783,True,"{""0"": 1711, ""1"": 26, ""2"": 263, ""3"": 304}",True,False,False,False,False,True,"[{""mask"": ""101000"", ""count"": 1322, ""fraction"": 0.5737847222222222}, {""mask"": ""100100"", ""count"": 362, ""fraction"": 0.15711805555555555}, {""mask"": ""100001"", ""count"": 322, ""fraction"": 0.13975694444444445}, {""mask"": ""000101"", ""count"": 112, ""fraction"": 0.04861111111111111}, {""mask"": ""100010"", ""count"": 84, ""fraction"": 0.036458333333333336}]","[{""sensor"": ""met_station_core"", ""duty"": 0.9071180555555556, ""event_duty"": 0.850040749796251, ""non_event_duty"": 0.9721448467966574, ""event_abs_delta"": 0.12210409700040636}, {""sensor"": ""radiometer_basic"", ""duty"": 0.0026041666666666665, ""event_duty"": 0.004889975550122249, ""non_event_duty"": 0.0, ""event_abs_delta"": 0.004889975550122249}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.5763888888888888, ""event_duty"": 0.4588427057864711, ""non_event_duty"": 0.7103064066852368, ""event_abs_delta"": 0.25146370089876574}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.23177083333333334, ""event_duty"": 0.23227383863080683, ""non_event_duty"": 0.23119777158774374, ""event_abs_delta"": 0.0010760670430630948}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.07552083333333333, ""event_duty"": 0.11409942950285248, ""non_event_duty"": 0.031569173630454965, ""event_abs_delta"": 0.08253025587239751}, {""sensor"": ""fc4_flux"", ""duty"": 0.2065972222222222, ""event_duty"": 0.33985330073349634, ""non_event_duty"": 0.05478180129990715, ""event_abs_delta"": 0.28507149943358917}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1422_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.6666666666666666,11,0.004774305555555556,0.4765625,0.7413194444444444,0.8094618055555556,2.1978883828370277,45,2.7024548726611757,0.0259082356346794,1,0.9218410768562745,0.13425502590551464,0.65234375,0.16666666666666666,True,0.17177950412764265,2.1455865086989006,True,"{""0"": 1597, ""1"": 27, ""2"": 333, ""3"": 347}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 1098, ""fraction"": 0.4765625}, {""mask"": ""100010"", ""count"": 610, ""fraction"": 0.2647569444444444}, {""mask"": ""100001"", ""count"": 157, ""fraction"": 0.0681423611111111}, {""mask"": ""110000"", ""count"": 149, ""fraction"": 0.0646701388888889}, {""mask"": ""101000"", ""count"": 119, ""fraction"": 0.05164930555555555}]","[{""sensor"": ""met_station_core"", ""duty"": 0.92578125, ""event_duty"": 0.8958333333333334, ""non_event_duty"": 0.9856770833333334, ""event_abs_delta"": 0.08984375}, {""sensor"": ""radiometer_basic"", ""duty"": 0.06727430555555555, ""event_duty"": 0.01171875, ""non_event_duty"": 0.17838541666666666, ""event_abs_delta"": 0.16666666666666666}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.054253472222222224, ""event_duty"": 0.061848958333333336, ""non_event_duty"": 0.0390625, ""event_abs_delta"": 0.022786458333333336}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.5277777777777778, ""event_duty"": 0.5026041666666666, ""non_event_duty"": 0.578125, ""event_abs_delta"": 0.07552083333333337}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.3120659722222222, ""event_duty"": 0.3665364583333333, ""non_event_duty"": 0.203125, ""event_abs_delta"": 0.16341145833333331}, {""sensor"": ""fc4_flux"", ""duty"": 0.10243055555555555, ""event_duty"": 0.14713541666666666, ""non_event_duty"": 0.013020833333333334, ""event_abs_delta"": 0.13411458333333331}]"
reports/v134_fresh_soft_onpolicy_temp075_seed1423_b1p75_20260822/rollout_custom_ppo.npz,custom_ppo,2304,6,0.5217013888888888,11,0.004774305555555556,0.4010416666666667,0.7651909722222222,0.8706597222222222,2.124709749540142,48,2.7556480488523887,0.036763641626863505,1,0.8923143725575337,0.13654502261919133,0.7471968980918072,0.31005794939468706,True,0.13557703088456985,1.8577946768060836,True,"{""0"": 1721, ""1"": 35, ""2"": 285, ""3"": 263}",True,False,False,False,False,True,"[{""mask"": ""100100"", ""count"": 924, ""fraction"": 0.4010416666666667}, {""mask"": ""100010"", ""count"": 839, ""fraction"": 0.3641493055555556}, {""mask"": ""110000"", ""count"": 243, ""fraction"": 0.10546875}, {""mask"": ""000011"", ""count"": 83, ""fraction"": 0.03602430555555555}, {""mask"": ""000110"", ""count"": 60, ""fraction"": 0.026041666666666668}]","[{""sensor"": ""met_station_core"", ""duty"": 0.9049479166666666, ""event_duty"": 0.8569051580698835, ""non_event_duty"": 0.957350272232305, ""event_abs_delta"": 0.10044511416242141}, {""sensor"": ""radiometer_basic"", ""duty"": 0.10807291666666667, ""event_duty"": 0.024126455906821963, ""non_event_duty"": 0.1996370235934664, ""event_abs_delta"": 0.17551056768664444}, {""sensor"": ""shielded_thermo_hygro"", ""duty"": 0.03732638888888889, ""event_duty"": 0.03826955074875208, ""non_event_duty"": 0.036297640653357534, ""event_abs_delta"": 0.0019719100953945468}, {""sensor"": ""surface_temp_ir"", ""duty"": 0.4548611111111111, ""event_duty"": 0.6031613976705491, ""non_event_duty"": 0.29310344827586204, ""event_abs_delta"": 0.31005794939468706}, {""sensor"": ""laser_disdrometer"", ""duty"": 0.4314236111111111, ""event_duty"": 0.38352745424292845, ""non_event_duty"": 0.48366606170598914, ""event_abs_delta"": 0.10013860746306069}, {""sensor"": ""fc4_flux"", ""duty"": 0.06076388888888889, ""event_duty"": 0.08901830282861897, ""non_event_duty"": 0.029945553539019964, ""event_abs_delta"": 0.059072749289599005}]"
