pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,7,19,23,12,1.168474452828021,2.2558780658621975
1,calm,7,19,23,12,1.168474452828021,2.2558780658621975
1,calm,11,19,23,12,1.1485726383659336,2.219624427260525
1,calm,3,19,23,12,1.1714380938866455,2.2633511750310387
1,calm,26,19,23,12,1.1861404228801196,2.303118960233392
1,particle,11,19,23,12,1.1485726383659336,2.219624427260525
1,particle,11,21,23,12,1.1504944700335433,2.22615502724175
1,particle,11,22,23,12,1.1518317570646182,2.2342815638791014
1,particle,11,15,23,12,1.160084081591565,2.2480656707092206
1,flux,11,19,23,12,1.1485726383659336,2.219624427260525
1,flux,11,19,27,12,1.0877535704485426,2.1261295141468
1,flux,11,19,33,12,1.0923214040236475,2.133410695944482
1,flux,11,19,34,12,1.1058665477814411,2.1569611864820195
1,thermal,11,19,27,12,1.0877535704485426,2.1261295141468
1,thermal,11,19,27,33,1.0732028820197828,2.104527169413909
1,thermal,11,19,27,14,1.0944772688975053,2.138535506971807
1,thermal,11,19,27,31,1.085737100967608,2.127442692295671
2,calm,7,19,27,33,1.0997523733704286,2.146447969520543
2,calm,11,19,27,33,1.0732028820197828,2.104527169413909
2,calm,3,19,27,33,1.1068996815927745,2.1627830849798375
2,calm,26,19,27,33,1.1192189943368474,2.2079135132841383
2,particle,11,19,27,33,1.0732028820197828,2.104527169413909
2,particle,11,21,27,33,1.0815025179621098,2.1208562907968327
2,particle,11,22,27,33,1.084370474284102,2.133042859777044
2,particle,11,15,27,33,1.0850173314386828,2.134856807585315
2,flux,11,19,23,33,1.1355609208762447,2.202643209306409
2,flux,11,19,27,33,1.0732028820197828,2.104527169413909
2,flux,11,19,33,33,1.0897816902209008,2.129012567032116
2,flux,11,19,34,33,1.1138053577844949,2.168154298784572
2,thermal,11,19,27,12,1.0877535704485426,2.1261295141468
2,thermal,11,19,27,33,1.0732028820197828,2.104527169413909
2,thermal,11,19,27,14,1.0944772688975053,2.138535506971807
2,thermal,11,19,27,31,1.085737100967608,2.127442692295671
