pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,8,17,8,12,1.264761644948071,2.469393394976775
1,calm,8,17,8,12,1.264761644948071,2.469393394976775
1,calm,4,17,8,12,1.2625079435588014,2.490033302200184
1,calm,27,17,8,12,1.1659671311947335,2.3109929379095986
1,calm,1,17,8,12,1.3248170308962066,2.5108849091098184
1,particle,27,17,8,12,1.1659671311947335,2.3109929379095986
1,particle,27,22,8,12,1.2136341526696517,2.4240220764551847
1,particle,27,15,8,12,1.2226854600843926,2.412883894897733
1,particle,27,34,8,12,1.1648576861003876,2.3252563179129764
1,flux,27,34,8,12,1.1648576861003876,2.3252563179129764
1,flux,27,34,10,12,1.1647102995289855,2.3156571070546055
1,flux,27,34,12,12,1.2569024026540743,2.4715825466895556
1,flux,27,34,4,12,1.3323298532088335,2.5879640075255606
1,thermal,27,34,10,12,1.1647102995289855,2.3156571070546055
1,thermal,27,34,10,14,1.287613571562401,2.4763539068414175
1,thermal,27,34,10,33,1.285321911144656,2.4675220722893534
1,thermal,27,34,10,13,1.381855391550954,2.627776559890324
2,calm,8,34,10,12,1.1980772225722098,2.3483806474426308
2,calm,4,34,10,12,1.196774485376425,2.359595514078652
2,calm,27,34,10,12,1.1647102995289855,2.3156571070546055
2,calm,1,34,10,12,1.295126674577014,2.481790428125551
2,particle,27,17,10,12,1.2170413605394481,2.3904316214192702
2,particle,27,22,10,12,1.271600795099603,2.485226546011201
2,particle,27,15,10,12,1.1677107281223444,2.288055399055656
2,particle,27,34,10,12,1.1647102995289855,2.3156571070546055
2,flux,27,34,8,12,1.1648576861003876,2.3252563179129764
2,flux,27,34,10,12,1.1647102995289855,2.3156571070546055
2,flux,27,34,12,12,1.2569024026540743,2.4715825466895556
2,flux,27,34,4,12,1.3323298532088335,2.5879640075255606
2,thermal,27,34,10,12,1.1647102995289855,2.3156571070546055
2,thermal,27,34,10,14,1.287613571562401,2.4763539068414175
2,thermal,27,34,10,33,1.285321911144656,2.4675220722893534
2,thermal,27,34,10,13,1.381855391550954,2.627776559890324
