seed,sensor_id,duty_all,duty_event,duty_non_event,event_minus_non_event
1201,fc4_flux,0.3663194444444444,0.4648786717752235,0.15718157181571815,0.30769709995950534
1201,laser_disdrometer,0.059027777777777776,0.06449553001277139,0.04742547425474255,0.01707005575802884
1201,met_station_core,0.24522569444444445,0.0421455938697318,0.6761517615176151,-0.6340061676478833
1201,radiometer_basic,0.24522569444444445,0.0421455938697318,0.6761517615176151,-0.6340061676478833
1201,shielded_thermo_hygro,0.7547743055555556,0.9578544061302682,0.3238482384823848,0.6340061676478834
1201,surface_temp_ir,0.6067708333333334,0.520434227330779,0.7899728997289973,-0.26953867239821827
1202,fc4_flux,0.3472222222222222,0.43197936814958093,0.17264276228419656,0.2593366058653844
1202,laser_disdrometer,0.026041666666666668,0.027079303675048357,0.02390438247011952,0.003174921204928835
1202,met_station_core,0.2521701388888889,0.06060606060606061,0.646746347941567,-0.5861402873355064
1202,radiometer_basic,0.2065972222222222,0.0038684719535783366,0.6241699867197875,-0.6203015147662092
1202,shielded_thermo_hygro,0.7673611111111112,0.9690522243713733,0.351925630810093,0.6171265935612803
1202,surface_temp_ir,1.0,1.0,1.0,0.0
1203,fc4_flux,0.4388020833333333,0.48970506399554814,0.2583826429980276,0.23132242099752054
1203,laser_disdrometer,0.04210069444444445,0.04730105731775181,0.023668639053254437,0.023632418264497374
1203,met_station_core,0.10460069444444445,0.00333889816360601,0.4635108481262327,-0.4601719499626267
1203,radiometer_basic,0.4244791666666667,0.4691151919866444,0.26627218934911245,0.20284300263753197
1203,shielded_thermo_hygro,1.0,1.0,1.0,0.0
1203,surface_temp_ir,0.9578993055555556,0.9526989426822482,0.9763313609467456,-0.023632418264497357
1204,fc4_flux,0.2777777777777778,0.502262443438914,0.07089241034195162,0.4313700330969624
1204,laser_disdrometer,0.0,0.0,0.0,0.0
1204,met_station_core,0.4379340277777778,0.0,0.841534612176814,-0.841534612176814
1204,radiometer_basic,1.0,1.0,1.0,0.0
1204,shielded_thermo_hygro,0.5620659722222222,1.0,0.15846538782318598,0.841534612176814
