update,timesteps,oracle_loss_mean,oracle_loss_macro_subtype_event,oracle_loss_macro_subtype_event_staticnorm,selection_score_name,selection_score
0,0,0.7413099210243672,0.8714221947861804,1.0495793198734673,max_static_ratio,1.3038620469615292
5,5120,0.6863842635745337,0.7353571783642511,0.920837705949301,max_static_ratio,1.1439300617538453
10,10240,0.682175657779832,0.7500902488956944,0.9428899463507618,max_static_ratio,1.171324922499961
15,15360,0.6731389783478031,0.8136200057327877,1.078688274227293,max_static_ratio,1.3400232594492756
20,20480,0.6487917118550589,0.7324750686241571,0.8911677084581937,max_static_ratio,1.1070718815957583
