pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,22,32,33,1.052776686419471,2.033590707509457
1,calm,11,22,32,33,1.052776686419471,2.033590707509457
1,calm,18,22,32,33,1.0161690162460997,1.9861637968211059
1,calm,7,22,32,33,1.0337052856109779,2.0242368599638043
1,calm,3,22,32,33,1.0412643935266421,2.0395310024880438
1,particle,18,22,32,33,1.0161690162460997,1.9861637968211059
1,particle,18,21,32,33,1.1282117382486738,2.165971118841073
1,particle,18,17,32,33,1.0180071690581796,2.001735410575136
1,particle,18,15,32,33,1.0268218484718286,2.0120057258269615
1,flux,18,22,32,33,1.0161690162460997,1.9861637968211059
1,flux,18,22,30,33,1.0353023405152673,2.0202007158478605
1,flux,18,22,8,33,0.9717608932711366,1.9188440501165736
1,flux,18,22,33,33,1.0122546723130805,1.9743727430247966
1,thermal,18,22,8,33,0.9717608932711366,1.9188440501165736
1,thermal,18,22,8,12,0.987566403246348,1.9435737958100372
1,thermal,18,22,8,9,0.9838448436529229,1.93620878728249
1,thermal,18,22,8,13,0.9959563928681522,1.9529197646107161
2,calm,11,22,8,33,0.9827514072178817,1.93255494579411
2,calm,18,22,8,33,0.9717608932711366,1.9188440501165736
2,calm,7,22,8,33,0.9922069373985767,1.9656633129146686
2,calm,3,22,8,33,1.0001775281224552,1.9835043670650925
2,particle,18,22,8,33,0.9717608932711366,1.9188440501165736
2,particle,18,21,8,33,1.0154090319288913,1.9798958384188334
2,particle,18,17,8,33,0.9895618467979216,1.9505150874076378
2,particle,18,15,8,33,1.009288829337227,1.9823891067789716
2,flux,18,22,32,33,1.0161690162460997,1.9861637968211059
2,flux,18,22,30,33,1.0353023405152673,2.0202007158478605
2,flux,18,22,8,33,0.9717608932711366,1.9188440501165736
2,flux,18,22,33,33,1.0122546723130805,1.9743727430247966
2,thermal,18,22,8,33,0.9717608932711366,1.9188440501165736
2,thermal,18,22,8,12,0.987566403246348,1.9435737958100372
2,thermal,18,22,8,9,0.9838448436529229,1.93620878728249
2,thermal,18,22,8,13,0.9959563928681522,1.9529197646107161
