step,loss,policy_loss,value_loss,entropy_mean,awbc_loss,prior_kl_loss,soc_aux_loss,subtype_aux_loss,subtype_aux_accuracy,advantage_mean,advantage_std,event_rate,awbc_label_rate,greedy_unique_actions,bc_pretrain,bc_steps,bc_accuracy,forecast_weighted_mae_overall,reward_mean
0,2.9441359688838324,,,3.0680853525797525,2.819675820569197,,,0.41486713383346796,0.9214587130894264,,,0.0,1.0,3,1,2000,0.4633569980602867,,
1024,20.86096491664648,0.00013932048750575632,41.336619824171066,3.0104455947875977,2.534265425056219,0.0,0.0,0.14981152187101543,0.968505859375,-6.540563583374023,5.895595550537109,0.0,0.25,22,0,0,,,
2048,28.466951817274094,-0.006384063308360055,56.671898663043976,2.9831023551523685,2.3500609546899796,0.0,0.0,0.13218573160702363,0.9659423828125,-7.964239597320557,6.96148681640625,0.0,0.25,22,0,0,,,
3072,181.68765968084335,-0.00984841694298666,363.2249128818512,2.8734389133751392,2.1447578091174364,0.0,0.0,0.03860972315305844,0.9892578125,-10.874958038330078,17.052204132080078,0.0,0.25,22,0,0,,,
4096,104.28542882204056,-0.010553893007454462,208.3422919511795,2.903861925005913,2.1542159747332335,0.0,0.0,0.05307096161413938,0.9888916015625,-10.70576286315918,11.480059623718262,0.0,0.25,22,0,0,,,
5120,29.10236844420433,-0.012468863656977192,58.00460755825043,2.833827245980501,2.021569434553385,0.0,0.0,0.04304553079418838,0.9888916015625,-6.174579620361328,5.829912185668945,0.0,0.25,22,0,0,,,
6144,81.31501060724258,-0.014275837718741968,162.35536670684814,2.902917817234993,2.1838794108480215,0.0,0.0,0.03334056891617365,0.991455078125,-10.699189186096191,8.832602500915527,0.0,0.25,22,0,0,,,
7168,32.759762704372406,-0.012616161671758164,65.37350511550903,2.7297381795942783,1.8162921592593193,0.0,0.0,0.021498841277207248,0.9949951171875,-4.915102005004883,7.173340797424316,0.0,0.25,22,0,0,,,
8192,179.38490569591522,-0.01580251334235072,358.6917417049408,2.566477082669735,1.5547034684568644,0.0,0.0,0.024084897253487725,0.994140625,-9.53520393371582,17.392810821533203,0.0,0.25,22,0,0,,,
9216,46.257470548152924,-0.010045009650639258,92.38701152801514,2.5674245469272137,1.527760436758399,0.0,0.0,0.021585710521321744,0.9925537109375,-5.694296836853027,8.511932373046875,0.0,0.25,22,0,0,,,
10240,57.18935841321945,-0.011133819978567772,114.1995416879654,2.678409781306982,1.8586921151727438,0.0,0.0,0.024815067547024228,0.99169921875,-7.637426853179932,8.621594429016113,0.0,0.25,22,0,0,,,
11264,35.00921615958214,-0.010827459278516471,69.8364674448967,2.5836563482880592,1.4515990167856216,0.0,0.0,0.02016095996441436,0.994140625,-3.4587512016296387,8.040566444396973,0.0,0.25,22,0,0,,,
12288,54.93368485569954,-0.010323517344659194,109.71608698368073,2.704814560711384,1.4008445888757706,0.0,0.0,0.016598849948422867,0.9951171875,-6.112725257873535,9.225997924804688,0.0,0.25,22,0,0,,,
13312,12.491147637367249,-0.014753492439922411,24.896514788269997,2.480271454900503,1.2594426684081554,0.0,0.0,0.018517995515139773,0.99365234375,-1.5719757080078125,5.894355773925781,0.0,0.25,22,0,0,,,
14336,98.06611341238022,-0.020927518547978252,196.05664563179016,2.48179929330945,1.2772391978651285,0.0,0.0,0.02436989538546186,0.9935302734375,-7.978306770324707,17.34897232055664,0.0,0.25,22,0,0,,,
15360,14.55961924791336,-0.010676197918655816,29.055106669664383,2.1768296137452126,1.2587170284241438,0.0,0.0,0.011004985153704183,0.995849609375,0.7032554745674133,5.887662887573242,0.0,0.25,22,0,0,,,
16384,17.124139219522476,-0.014151615963783115,34.16343976557255,2.2763794139027596,1.036748711951077,0.0,0.0,0.011541617814145866,0.994873046875,-0.03625810146331787,6.62335729598999,0.0,0.25,22,0,0,,,
17408,9.610423378646374,-0.013301060549565591,19.18469698727131,2.1896964386105537,0.8377421796321869,0.0,0.0,0.007125594136596192,0.99853515625,0.8350489139556885,6.65196418762207,0.0,0.25,22,0,0,,,
18432,35.535347014665604,-0.00914506170374807,71.03548926115036,2.2869954332709312,1.2096178838983178,0.0,0.0,0.011141658778797137,0.996337890625,-1.8912651538848877,9.188486099243164,0.0,0.25,22,0,0,,,
19456,34.89978723227978,-0.022728971438482404,69.7715654373169,2.182778302580118,0.924427648074925,0.0,0.0,0.008957838010246633,0.9974365234375,-3.377174139022827,11.376582145690918,0.0,0.25,22,0,0,,,
20480,34.968763530254364,-0.014232750734663568,69.8937229514122,2.0975836664438248,0.82006033975631,0.0,0.0,0.012292038161831442,0.9962158203125,-2.2183613777160645,9.631227493286133,0.0,0.25,22,0,0,,,
