pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,19,33,14,1.033726827133881,2.0267443753974574
1,calm,11,19,33,14,1.033726827133881,2.0267443753974574
1,calm,18,19,33,14,1.0574780326585587,2.084485627677293
1,calm,7,19,33,14,1.0438796493549258,2.0598153766161547
1,calm,3,19,33,14,1.025132090832008,2.0290308005579787
1,particle,3,19,33,14,1.025132090832008,2.0290308005579787
1,particle,3,21,33,14,1.0387053770665682,2.053213869684253
1,particle,3,20,33,14,1.000517287256772,1.9754437780836478
1,particle,3,16,33,14,0.9994315984853525,1.973887420212699
1,flux,3,16,33,14,0.9994315984853525,1.973887420212699
1,flux,3,16,27,14,1.0094530491385005,1.9900535419847927
1,flux,3,16,29,14,1.0152740786928982,1.9998429498492478
1,flux,3,16,31,14,0.9965514451231237,1.962879113351999
1,thermal,3,16,31,14,0.9965514451231237,1.962879113351999
1,thermal,3,16,31,11,1.0099388230238602,1.9777158792969058
1,thermal,3,16,31,31,0.956383434355385,1.8921640799743296
1,thermal,3,16,31,33,0.958344929991122,1.8952549899508933
2,calm,11,16,31,31,0.9495617874479186,1.8955360525260625
2,calm,18,16,31,31,1.0258800596293096,2.0099819409765254
2,calm,7,16,31,31,0.9619269734342093,1.9170361763822314
2,calm,3,16,31,31,0.956383434355385,1.8921640799743296
2,particle,11,19,31,31,0.9758064358213316,1.9513833803267975
2,particle,11,21,31,31,0.9848328525441176,1.9693818224987036
2,particle,11,20,31,31,0.9464668926076577,1.8911263349784806
2,particle,11,16,31,31,0.9495617874479186,1.8955360525260625
2,flux,11,20,33,31,0.9493891972056565,1.8913274323624467
2,flux,11,20,27,31,0.9542685797785478,1.8998395978684424
2,flux,11,20,29,31,0.9568753703889384,1.9049855447547377
2,flux,11,20,31,31,0.9464668926076577,1.8911263349784806
2,thermal,11,20,31,14,0.9964282045161005,1.9510300628982775
2,thermal,11,20,31,11,1.018780441554361,1.9734919182772563
2,thermal,11,20,31,31,0.9464668926076577,1.8911263349784806
2,thermal,11,20,31,33,0.9431390157303167,1.874164227131599
