action_idx,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,event_rate,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,power_mean,warmup_abort_count,sensor_ids,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,prior_logit
21,0.45248110085958615,0.5639820704893764,0.3241144383446175,0.53515625,0.6633786272859246,291,0.6484242148382563,355,0.22931525644592263,176,0.5137060328567011,3,1.72,0,radiometer_basic|shielded_thermo_hygro|laser_disdrometer,0,1,1,0,1,0,0.7447234805422642,1.1031206894246701,0.9380245201814783,0.9286228967161376,0.0
22,0.45332481917769957,0.5445583812765541,0.34829122247565697,0.53515625,0.6831351126387357,291,0.5852329865097999,355,0.23339182625270702,176,0.5005866418004142,3,1.2799999999999996,0,surface_temp_ir|laser_disdrometer,0,0,0,1,1,0,0.7669025468100809,0.995617684811145,0.9546999149906196,0.9057400488706152,0.0
19,0.4560709624784067,0.5601358729756807,0.33626514114961237,0.53515625,0.653232433234703,291,0.6476492210383147,355,0.2296907729892568,176,0.5101908090874249,3,1.2200000000000002,0,shielded_thermo_hygro|laser_disdrometer,0,0,1,0,1,0,0.7333331392842151,1.101802244376925,0.9395605877368628,0.9248986571326676,0.0
16,0.458515389841826,0.6191265888040808,0.2736100599441041,0.53515625,0.6954557165452295,291,0.7402036374303657,355,0.24870540451427753,176,0.5614549194966243,3,1.2200000000000002,0,met_station_core|laser_disdrometer,1,0,0,0,1,0,0.7807339285372343,1.259258874285734,1.0173408056304392,1.0191112028178024,0.0
20,0.4588662967507844,0.6233033719098698,0.269556386693686,0.53515625,0.7089780859418751,291,0.7341480816543942,355,0.2580692029177127,176,0.5670651235046607,3,1.7399999999999995,0,met_station_core|shielded_thermo_hygro|laser_disdrometer,1,0,1,0,1,0,0.7959144387135255,1.2489569628062167,1.0556438502712115,1.033505083930318,0.0
18,0.4604534694371978,0.6217765922492728,0.27472852972917866,0.53515625,0.7014615104575337,291,0.7395757902675951,355,0.2524184871634299,176,0.5644852626295196,3,1.72,0,met_station_core|radiometer_basic|laser_disdrometer,1,1,0,0,1,0,0.7874761652657368,1.2581907599568736,1.0325293396353132,1.0260654216193077,0.0
28,0.4610334322618049,0.6184328014026521,0.27982575518368674,0.53515625,0.8907717355747813,291,0.5853485450463396,355,0.23487758073447781,176,0.5703326204518663,3,1.6600000000000001,0,met_station_core|shielded_thermo_hygro|fc4_flux,1,0,1,0,0,1,1.0,0.995814276809993,0.9607774614935022,0.9855305794344984,0.0
24,0.46296296718840796,0.6231482960827595,0.2785479246797849,0.53515625,0.8894586345993776,291,0.5930128125447622,355,0.24361300146715206,176,0.5753614828704307,3,1.1400000000000003,0,met_station_core|fc4_flux,1,0,0,0,0,1,0.9985258838791552,1.0088529818017615,0.99651009859906,1.0012963214266588,0.0
31,0.4636766889113157,0.6242682371388242,0.27879398212838574,0.53515625,0.9140687005216723,291,0.5878089506021688,355,0.21864955461668698,176,0.5735090685801759,3,1.72,0,met_station_core|surface_temp_ir|fc4_flux,1,0,0,1,0,1,1.0261536867600074,1.0,0.8943959801714211,0.9735165556438096,0.0
13,0.4721389645322536,0.6420471951129808,0.2765303293258703,0.53515625,0.8902128953294656,291,0.6625873836413235,355,0.19029727641662414,176,0.5810325184624711,3,1.6200000000000008,0,met_station_core|shielded_thermo_hygro|surface_temp_ir,1,0,1,1,0,0,0.9993726336130826,1.1272155399514578,0.7784196924753713,0.9683359553466372,0.0
11,0.4749042444115427,0.6540062053904047,0.2687112305115084,0.53515625,0.9206354320049286,291,0.6651650013428339,355,0.19065121954984285,176,0.5921505509658684,3,1.5999999999999999,0,met_station_core|radiometer_basic|surface_temp_ir,1,1,0,1,0,0,1.0335256443794518,1.1316006683147972,0.7798675130122806,0.9816646085688432,0.0
26,0.47525829953277327,0.6404618955332867,0.28506592430529143,0.53515625,0.9139779241838816,291,0.589931304689864,355,0.2901505058292638,176,0.5980199115676698,3,1.6400000000000003,0,met_station_core|radiometer_basic|fc4_flux,1,1,0,0,0,1,1.026051779240757,1.0036106188677818,1.186873883705559,1.0721787606046993,0.0
9,0.47663227484251064,0.6510119104436134,0.2758758876378797,0.53515625,0.9259196374424544,291,0.6556859416441179,355,0.18704924207519402,176,0.5895516070539221,3,1.0999999999999999,0,met_station_core|surface_temp_ir,1,0,0,1,0,0,1.039457809968559,1.1154745788957687,0.7651334597934589,0.973355282885929,0.0
