pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,0,19,0,12,1.1051560362710133,2.0570978265596547
1,calm,0,19,0,12,1.1051560362710133,2.0570978265596547
1,calm,23,19,0,12,1.1214275683964283,2.0954640356989827
1,calm,7,19,0,12,1.0467842755422199,2.0455787919103017
1,calm,3,19,0,12,1.032686149890363,2.016472812925731
1,particle,3,19,0,12,1.032686149890363,2.016472812925731
1,particle,3,21,0,12,1.062053131256388,2.0830633671991463
1,particle,3,34,0,12,1.0494873325530352,2.061756573138819
1,particle,3,15,0,12,1.064565851705219,2.0848903421520646
1,flux,3,19,0,12,1.032686149890363,2.016472812925731
1,flux,3,19,8,12,1.0590913383375737,2.0594078893844348
1,flux,3,19,4,12,1.026857635477714,2.004870355475565
1,flux,3,19,12,12,1.0740647025025516,2.0821584176310886
1,thermal,3,19,4,12,1.026857635477714,2.004870355475565
1,thermal,3,19,4,14,1.0351911889483714,2.015579164093122
1,thermal,3,19,4,33,1.0283560701811683,2.008173231877418
1,thermal,3,19,4,4,1.2121976179490324,2.258632634996891
2,calm,0,19,4,12,1.0890994608763025,2.00507747289926
2,calm,23,19,4,12,1.1049153911481837,2.043359369768484
2,calm,7,19,4,12,1.033793518296787,2.023502895483955
2,calm,3,19,4,12,1.026857635477714,2.004870355475565
2,particle,3,19,4,12,1.026857635477714,2.004870355475565
2,particle,3,21,4,12,1.0512041703699275,2.0660735762978115
2,particle,3,34,4,12,1.0253631921106345,2.020687580981896
2,particle,3,15,4,12,1.0504111529033766,2.0622631372581073
2,flux,3,34,0,12,1.0494873325530352,2.061756573138819
2,flux,3,34,8,12,1.059206242144599,2.0764874466357472
2,flux,3,34,4,12,1.0253631921106345,2.020687580981896
2,flux,3,34,12,12,1.0544139269527415,2.072470288368467
2,thermal,3,34,4,12,1.0253631921106345,2.020687580981896
2,thermal,3,34,4,14,1.0249347639759196,2.0192209394275173
2,thermal,3,34,4,33,1.0290872480466742,2.023784209719714
2,thermal,3,34,4,4,1.2099104304919686,2.272078087461885
