action_idx,sensor_ids,sensor_count,has_laser,has_fc4,has_snow_particle_counter,has_radiometer,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,oracle_loss_subtype_particle,oracle_loss_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_particle,steps_subtype_flux,steps_subtype_thermal,power_mean,peak_max,soc_min,energy_deficit_total,energy_deficit_steps,energy_guard_dropped,warmup_abort_count,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,switches_per_step,duty__met_station_core,duty__radiometer_basic,duty__shielded_thermo_hygro,duty__surface_temp_ir,duty__laser_disdrometer,duty__fc4_flux,subtype_particle_steps,subtype_flux_steps,subtype_thermal_steps
-3018,dynamic:subtype_auto_c0_p0_f1_t0_lead8,5,True,True,False,True,0.1531501868513361,0.18670064465961833,0.11016573892666562,0.17872335624415428,0.19651038040185853,0.168070848547406,,,,0.9364236111111113,1.5,0.0,0.0,0,0,0,0,1,5,0.6867362871398246,0.013816550925925925,0.0,0.3315972222222222,0.6684027777777778,0.20052083333333334,0.20833333333333334,0.2595486111111111,480.0,598.0,462.0
-3026,dynamic:subtype_auto_c1_p0_f1_t0_lead8,5,True,True,False,True,0.15704998120943653,0.18890850512538296,0.11623321888544182,0.17417993522249162,0.20047973122534943,0.17304925802788693,,,,1.1685416666666668,1.48,0.0,0.0,0,0,1,0,1,5,0.7295878909642253,0.016203703703703703,0.0,0.3315972222222222,0.6684027777777778,0.20052083333333334,0.5399305555555556,0.2595486111111111,480.0,598.0,462.0
-3016,dynamic:subtype_auto_c0_p0_f0_t0_lead8,4,True,False,False,True,0.15780007201182242,0.19163590308906397,0.11445000724553472,0.19352166302657375,0.19862188575135226,0.16435227368946198,,,,0.9260416666666667,1.5,0.0,0.0,0,0,0,0,2,4,0.5944632027106274,0.013816550925925925,0.0,0.3315972222222222,0.6684027777777778,0.4600694444444444,0.20833333333333334,0.0,480.0,598.0,462.0
-3002,dynamic:subtype_auto_c0_p0_f1_t0_lead0,5,True,True,False,True,0.15981013938855743,0.19726148456726597,0.11182792091207339,0.18374643408550093,0.20950130446092977,0.1960869042875723,,,,0.8672569444444445,1.5,0.0,0.0,0,0,0,0,1,5,0.6764613877351366,0.013599537037037037,0.0,0.4383680555555556,0.5616319444444444,0.1657986111111111,0.18055555555555555,0.2152777777777778,416.0,496.0,382.0
-3010,dynamic:subtype_auto_c1_p0_f1_t0_lead0,5,True,True,False,True,0.16313848213920007,0.19745924899864142,0.11916712341037126,0.17971881312461427,0.21421572324188967,0.19502157910058948,,,,1.1741145833333333,1.48,0.0,0.0,0,0,0,0,1,5,0.7227126892586335,0.01591435185185185,0.0,0.4383680555555556,0.5616319444444444,0.1657986111111111,0.6189236111111112,0.2152777777777778,416.0,496.0,382.0
-3022,dynamic:subtype_auto_c0_p1_f1_t0_lead8,4,False,True,False,True,0.16395251705317707,0.20608653619286635,0.10997091233361475,0.22854467761547614,0.19823914266076176,0.16663072496910633,,,,0.7864236111111111,1.4,0.0,0.0,0,0,0,0,2,4,0.5899703289741242,0.010344328703703705,0.0,0.5399305555555556,0.4600694444444444,0.20052083333333334,0.0,0.2595486111111111,480.0,598.0,462.0
-3024,dynamic:subtype_auto_c1_p0_f0_t0_lead8,4,True,False,False,True,0.1642571516907386,0.19794165421064247,0.12110096727414886,0.19417457572805386,0.2032301351739511,0.17664991624782353,,,,1.158159722222222,1.48,0.0,0.0,0,0,1,0,2,4,0.6373148065350278,0.016203703703703703,0.0,0.3315972222222222,0.6684027777777778,0.4600694444444444,0.5399305555555556,0.0,480.0,598.0,462.0
-3000,dynamic:subtype_auto_c0_p0_f0_t0_lead0,4,True,False,False,True,0.16495725620835502,0.20288698090502338,0.11636214357717793,0.20014722758116057,0.21462790810713364,0.19062582250313923,,,,0.8586458333333333,1.5,0.0,0.0,0,0,0,0,2,4,0.6030189074422574,0.013599537037037037,0.0,0.4383680555555556,0.5616319444444444,0.3810763888888889,0.18055555555555555,0.0,416.0,496.0,382.0
-3008,dynamic:subtype_auto_c1_p0_f0_t0_lead0,4,True,False,False,True,0.16516715250650627,0.1995042906599076,0.12117481907036635,0.19872014993765894,0.21541116155323484,0.17970427646452844,,,,1.1655034722222222,1.48,0.0,0.0,0,0,0,0,2,4,0.6492702089657543,0.01591435185185185,0.0,0.4383680555555556,0.5616319444444444,0.3810763888888889,0.6189236111111112,0.0,416.0,496.0,382.0
-3030,dynamic:subtype_auto_c1_p1_f1_t0_lead8,5,True,True,False,True,0.16587984185995688,0.20270105687414844,0.11870493866355702,0.22405789842984328,0.1977695649035001,0.16346834524982162,,,,1.0185416666666667,1.48,0.0,0.0,0,0,1,0,1,5,0.7427286507266625,0.015046296296296295,0.0,0.5399305555555556,0.4600694444444444,0.20052083333333334,0.3315972222222222,0.2595486111111111,480.0,598.0,462.0
-3020,dynamic:subtype_auto_c0_p1_f0_t0_lead8,3,False,False,False,True,0.16593265264883586,0.20688826929046622,0.11346080320896489,0.2342796669419234,0.19894853348915392,0.16211395175297022,,,,0.7760416666666666,1.3399999999999999,0.0,0.0,0,0,0,0,3,3,0.49769724454492686,0.010344328703703705,0.0,0.5399305555555556,0.4600694444444444,0.4600694444444444,0.0,0.0,480.0,598.0,462.0
-3023,dynamic:subtype_auto_c0_p1_f1_t1_lead8,5,False,True,False,True,0.16711275898625091,0.2059792502764526,0.11731747212533904,0.2045998540551712,0.21404657947728067,0.17654598501885865,,,,0.7864236111111111,1.4,0.0,0.0,0,0,0,0,1,5,0.6822434134033215,0.010344328703703705,0.20052083333333334,0.5399305555555556,0.2595486111111111,0.20052083333333334,0.0,0.2595486111111111,480.0,598.0,462.0
-3019,dynamic:subtype_auto_c0_p0_f1_t1_lead8,6,True,True,False,True,0.16744863229299276,0.20677949394023123,0.1170583996479169,0.20889577991329134,0.2141849872185833,0.17766553487677078,,,,0.9364236111111113,1.5,0.0,0.0,0,0,0,0,0,6,0.8206429668253374,0.013816550925925925,0.20052083333333334,0.3315972222222222,0.4678819444444444,0.20052083333333334,0.20833333333333334,0.2595486111111111,480.0,598.0,462.0
-3028,dynamic:subtype_auto_c1_p1_f0_t0_lead8,4,True,False,False,True,0.168764358793851,0.20414821542454006,0.12343098208086915,0.22792890518127631,0.20177533589677268,0.15966701605941827,,,,1.008159722222222,1.48,0.0,0.0,0,0,1,0,2,4,0.6504555662974651,0.015046296296296295,0.0,0.5399305555555556,0.4600694444444444,0.4600694444444444,0.3315972222222222,0.0,480.0,598.0,462.0
-3007,dynamic:subtype_auto_c0_p1_f1_t1_lead0,5,False,True,False,True,0.17003838233358692,0.21076243952596113,0.11786320410890154,0.21033318861960792,0.22202191993804468,0.1966102565224258,,,,0.7372569444444443,1.4,0.0,0.0,0,0,0,0,1,5,0.6262843085983582,0.010127314814814816,0.1657986111111111,0.6189236111111112,0.2152777777777778,0.1657986111111111,0.0,0.2152777777777778,416.0,496.0,382.0
-3021,dynamic:subtype_auto_c0_p1_f0_t1_lead8,4,False,False,False,True,0.17034958656424554,0.20827340937782385,0.12176203535556203,0.20378751292979966,0.22249916099933875,0.17236863643543804,,,,0.7760416666666666,1.3399999999999999,0.0,0.0,0,0,0,0,2,4,0.5899703289741242,0.010344328703703705,0.20052083333333334,0.5399305555555556,0.2595486111111111,0.4600694444444444,0.0,0.0,480.0,598.0,462.0
-3027,dynamic:subtype_auto_c1_p0_f1_t1_lead8,6,True,True,False,True,0.17053024924825877,0.20905338031984003,0.12117487141991606,0.20569338993324587,0.20815605889495,0.18908552948014562,,,,1.1685416666666668,1.48,0.0,0.0,0,0,1,0,0,6,0.863494570649738,0.016203703703703703,0.20052083333333334,0.3315972222222222,0.4678819444444444,0.20052083333333334,0.5399305555555556,0.2595486111111111,480.0,598.0,462.0
-3004,dynamic:subtype_auto_c0_p1_f0_t0_lead0,3,False,False,False,True,0.17096739474153663,0.2150448500948859,0.11449588263536443,0.24880880211444142,0.21357522976975288,0.1801839276894693,,,,0.7286458333333333,1.3399999999999999,0.0,0.0,0,0,0,0,3,3,0.47939934801259954,0.010127314814814816,0.0,0.6189236111111112,0.3810763888888889,0.3810763888888889,0.0,0.0,416.0,496.0,382.0
