pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,19,32,33,0.9701955420588146,1.9224227195391785
1,calm,11,19,32,33,0.9701955420588146,1.9224227195391785
1,calm,13,19,32,33,0.9884876636100497,1.9630270348506043
1,calm,31,19,32,33,0.9723859278013912,1.9286577631435464
1,calm,16,19,32,33,1.0316338794458684,2.0465404321629803
1,particle,11,19,32,33,0.9701955420588146,1.9224227195391785
1,particle,11,21,32,33,0.9919522293175855,1.9642357675096003
1,particle,11,15,32,33,0.9932515179242307,1.9666461402585316
1,particle,11,22,32,33,0.9883676900127536,1.9613734545097592
1,flux,11,19,32,33,0.9701955420588146,1.9224227195391785
1,flux,11,19,10,33,0.9978885129096122,1.960438887201927
1,flux,11,19,26,33,0.9676848622087937,1.9067305858583765
1,flux,11,19,31,33,0.963636101163284,1.8998966024090942
1,thermal,11,19,31,33,0.963636101163284,1.8998966024090942
1,thermal,11,19,31,12,0.9663980289104871,1.9007545850490852
1,thermal,11,19,31,14,0.9981109923627068,1.9481349587491255
1,thermal,11,19,31,31,0.9825284098412755,1.9252239175023709
2,calm,11,19,31,33,0.963636101163284,1.8998966024090942
2,calm,13,19,31,33,0.9886731228351465,1.9512149690910752
2,calm,31,19,31,33,0.9703233204784228,1.9118115279832573
2,calm,16,19,31,33,1.0260185507754505,2.02464770289795
2,particle,11,19,31,33,0.963636101163284,1.8998966024090942
2,particle,11,21,31,33,0.9824472633736491,1.9374097272457167
2,particle,11,15,31,33,0.9836578947337474,1.9406412092798846
2,particle,11,22,31,33,0.9810920044100556,1.9361284034801316
2,flux,11,19,32,33,0.9701955420588146,1.9224227195391785
2,flux,11,19,10,33,0.9978885129096122,1.960438887201927
2,flux,11,19,26,33,0.9676848622087937,1.9067305858583765
2,flux,11,19,31,33,0.963636101163284,1.8998966024090942
2,thermal,11,19,31,33,0.963636101163284,1.8998966024090942
2,thermal,11,19,31,12,0.9663980289104871,1.9007545850490852
2,thermal,11,19,31,14,0.9981109923627068,1.9481349587491255
2,thermal,11,19,31,31,0.9825284098412755,1.9252239175023709
