pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,7,19,27,29,1.186095929509859,2.244347405632391
1,calm,7,19,27,29,1.186095929509859,2.244347405632391
1,calm,3,19,27,29,1.1780274850342372,2.2371249214402367
1,calm,11,19,27,29,1.1953893320385942,2.2681682255826736
1,calm,5,19,27,29,1.1155554454263596,2.1664540815328515
1,particle,5,19,27,29,1.1155554454263596,2.1664540815328515
1,particle,5,21,27,29,1.1300656661105015,2.2020684655632863
1,particle,5,34,27,29,1.1338744857636853,2.2306587397411426
1,particle,5,15,27,29,1.1340338354043098,2.234628624701549
1,flux,5,19,27,29,1.1155554454263596,2.1664540815328515
1,flux,5,19,29,29,1.135951815384182,2.1787812771024067
1,flux,5,19,33,29,1.0552550680633728,2.109219740968684
1,flux,5,19,14,29,1.0877571844467866,2.155029701418896
1,thermal,5,19,33,29,1.0552550680633728,2.109219740968684
1,thermal,5,19,33,14,1.3538634002892764,2.415533943073724
1,thermal,5,19,33,33,1.0736078220359375,2.1322556784490914
1,thermal,5,19,33,12,1.3026125560163118,2.366960788736764
2,calm,7,19,33,29,1.1281565235577637,2.1883415447642083
2,calm,3,19,33,29,1.2180281634562438,2.28818011735958
2,calm,11,19,33,29,1.1537897603279954,2.221413034788842
2,calm,5,19,33,29,1.0552550680633728,2.109219740968684
2,particle,5,19,33,29,1.0552550680633728,2.109219740968684
2,particle,5,21,33,29,1.0725543935207469,2.1337465123369155
2,particle,5,34,33,29,1.1037734899875613,2.1816986881974145
2,particle,5,15,33,29,1.1067142593985455,2.184224765061037
2,flux,5,19,27,29,1.1155554454263596,2.1664540815328515
2,flux,5,19,29,29,1.135951815384182,2.1787812771024067
2,flux,5,19,33,29,1.0552550680633728,2.109219740968684
2,flux,5,19,14,29,1.0877571844467866,2.155029701418896
2,thermal,5,19,33,29,1.0552550680633728,2.109219740968684
2,thermal,5,19,33,14,1.3538634002892764,2.415533943073724
2,thermal,5,19,33,33,1.0736078220359375,2.1322556784490914
2,thermal,5,19,33,12,1.3026125560163118,2.366960788736764
