seed,pdppo_ordinary,pdppo_macro,best_static_ordinary,best_static_macro,best_dynamic_ordinary,best_dynamic_macro,oracle_ordinary,oracle_macro,oracle_minus_pdppo_ordinary,oracle_minus_pdppo_macro,oracle_minus_static_ordinary,oracle_minus_static_macro,oracle_action_coverage,oracle_switches_per_step,oracle_power_mean,oracle_peak_max,oracle_warmup_abort_count,scene_best_overall_check
6901,0.4336837099076042,0.842092377786039,0.3933358139200006,0.7817492329963707,0.4675749524289535,0.886476101691484,0.3325786491623148,0.634697892081498,-0.10110506074528941,-0.207394485704541,-0.06075716475768583,-0.1470513409148727,22.0,0.0546874999999999,1.1620833333333334,2.06,0,0.33257864916231483
6902,0.4094960143007079,1.174204571390939,0.3495658168346078,1.035345999350214,0.3961959426265417,1.1972680648972986,0.2909170100966649,0.8788918334815886,-0.11857900420404305,-0.2953127379093504,-0.05864880673794293,-0.15645416586862548,22.0,0.0543981481481481,1.1804427083333335,2.06,0,0.29091701009666493
6903,0.4119897709299241,0.9595389152423144,0.3575790017154456,0.8240672554917411,0.4075739489118051,0.940488403912036,0.2839209249941632,0.6858634613367981,-0.1280688459357609,-0.2736754539055163,-0.07365807672128238,-0.138203794154943,22.0,0.0554108796296296,1.1609288194444445,2.06,0,0.2839209249941632
6904,0.4057544867531972,0.8160397848210055,0.3977838479859177,0.7295096303077689,0.4472980433043789,0.91339243716202,0.3434366805368126,0.7129706439226392,-0.06231780621638461,-0.10306914089836627,-0.054347167449105116,-0.01653898638512974,22.0,0.0569299768518518,1.2966666666666664,2.06,0,0.3434366805368126
