policy,complete_seeds,mean_oracle_loss,mean_loss_margin_vs_custom_ppo,median_loss_margin_vs_custom_ppo,pdppo_step_win_count,pdppo_step_loss_count,mean_staticnorm_macro,mean_staticnorm_macro_margin_vs_custom_ppo,pdppo_staticnorm_macro_win_count,diagnostic_privilege,mean_switches_per_step,mean_mid_duty_sensor_count,mean_warmup_abort_count
context_alert_bandit_t0p5,5,0.5145484734455951,-0.09875476070737928,-0.0998672784690926,0,5,1.1505211642058466,-0.3239216606513533,0,supplied_synthetic_warning_scores,0.014097553915183081,5.4,0.0
event_label_reference_l8,5,0.5132679262272883,-0.100035307925686,-0.1008739436834325,0,5,1.1482711941248387,-0.3261716307323613,0,exact_final_event_subtype,0.014068606165870582,5.4,0.0
