policy,steps,reward_mean,instant_mae,oracle_loss_mean,dtw_mean,power_mean,peak_power_max,event_rate,warmup_abort_count,switches_per_step,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count,duty_entropy,duty_min,duty_max,duty_std,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,seed,run_dir,eval_steps_per_start,eval_start_count,diagnostic_privilege,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,custom_ppo_oracle_loss_mean,custom_ppo_oracle_loss_macro_subtype_event,validation_selected_static_oracle_loss_mean,validation_selected_static_oracle_loss_macro_subtype_event,feasible_static_projected_oracle_loss_mean,feasible_static_projected_oracle_loss_macro_subtype_event,round_robin_oracle_loss_mean,round_robin_oracle_loss_macro_subtype_event,aoi_oracle_loss_mean,aoi_oracle_loss_macro_subtype_event,random_oracle_loss_mean,random_oracle_loss_macro_subtype_event,custom_ppo_oracle_loss_subtype_particle,custom_ppo_oracle_loss_subtype_flux,custom_ppo_oracle_loss_subtype_thermal,custom_ppo_oracle_loss_macro_subtype_event_staticnorm,validation_selected_static_oracle_loss_subtype_particle,validation_selected_static_oracle_loss_subtype_flux,validation_selected_static_oracle_loss_subtype_thermal,validation_selected_static_oracle_loss_macro_subtype_event_staticnorm,feasible_static_projected_oracle_loss_subtype_particle,feasible_static_projected_oracle_loss_subtype_flux,feasible_static_projected_oracle_loss_subtype_thermal,feasible_static_projected_oracle_loss_macro_subtype_event_staticnorm,round_robin_oracle_loss_subtype_particle,round_robin_oracle_loss_subtype_flux,round_robin_oracle_loss_subtype_thermal,round_robin_oracle_loss_macro_subtype_event_staticnorm,aoi_oracle_loss_subtype_particle,aoi_oracle_loss_subtype_flux,aoi_oracle_loss_subtype_thermal,aoi_oracle_loss_macro_subtype_event_staticnorm,random_oracle_loss_subtype_particle,random_oracle_loss_subtype_flux,random_oracle_loss_subtype_thermal,random_oracle_loss_macro_subtype_event_staticnorm,margin_loss_vs_custom_ppo,margin_oracle_loss_macro_subtype_event_staticnorm_vs_custom_ppo
context_alert_bandit_t0p5,2304,-0.6151767624584114,3.504021209079656,0.6151431976435965,3.305382643249091,1.472387152777778,1.88,0.5980902777777778,0,0.01592126212187,0,1,2,0.2864726874406427,0.0,0.9796006944444444,0.4080458240383975,1.039146374947954,101,1.087918998462123,740,0.3381280455481629,537,0.8217311396527466,3,1301,reports/v120_full_intensity_context_gate_dev_seed1301_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.8097168224757882,1.7212142989866537,0.8441857951275727,1.1250389721966714,0.718935619683988,1.007553266669974,0.593934544265115,0.8387723827848811,0.6002335466716128,0.9050592750311444,0.6920974921538599,0.8938615472880499,0.677586125365148,0.9277879459275504,0.6710971439412484,0.9121648548411604,1.2641658073309625,1.3437151971902397,0.4147787954887198,1.3821747111781473,1.123249860093145,1.0604257033483402,0.3326415849131579,1.127818716072826,1.2678176450847398,0.966015584484951,0.4813445955237418,1.2393320669432148,1.0303013014911424,1.2146309984495511,0.4366523419234562,1.271559349620751,1.192022535027844,1.188888326327543,0.4024529764272647,1.271527274470645,1.1851779495430466,1.131981927549114,0.4193346874313203,1.2537878459979477,-0.1037924220403915,-0.2571357389814759
event_label_reference_l8,2304,-0.5860090769688185,8.134050624615291,0.5859951880799296,6.579223518544534,1.4612760416666668,1.88,0.5980902777777778,0,0.0060790273556231,0,1,2,0.4656621898236965,0.0,0.9505208333333334,0.3445694927708306,1.106885910329252,101,1.0411226286477333,740,0.3276212531206106,537,0.8252099306991987,3,1301,reports/v120_full_intensity_context_gate_dev_seed1301_b1p75_20260822,384,6,exact_final_event_subtype,0.862500378928726,1.6471770030307458,0.8179540612135334,1.1092104810576684,0.718935619683988,1.007553266669974,0.593934544265115,0.8387723827848811,0.6002335466716128,0.9050592750311444,0.6920974921538599,0.8938615472880499,0.677586125365148,0.9277879459275504,0.6710971439412484,0.9121648548411604,1.2641658073309625,1.3437151971902397,0.4147787954887198,1.3821747111781473,1.123249860093145,1.0604257033483402,0.3326415849131579,1.127818716072826,1.2678176450847398,0.966015584484951,0.4813445955237418,1.2393320669432148,1.0303013014911424,1.2146309984495511,0.4366523419234562,1.271559349620751,1.192022535027844,1.188888326327543,0.4024529764272647,1.271527274470645,1.1851779495430466,1.131981927549114,0.4193346874313203,1.2537878459979477,-0.1329404316040584,-0.2729642301204789
context_alert_bandit_t0p5,2304,-0.5020754638480764,7.126756138197061,0.5019631953295579,5.417287270591034,1.5796354166666664,1.92,0.6996527777777778,0,0.0552902011868577,0,1,5,0.6746773494192225,0.0,0.6857638888888888,0.2553672305477518,0.910840071447484,154,0.7855202832508116,827,0.2641260126596774,631,0.653495455785991,3,1302,reports/v120_full_intensity_context_gate_dev_seed1302_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.9466074235250708,1.3503343642124497,0.8509765320695261,1.0493061066023486,0.5687766492935933,0.7966326608645818,0.5323971201853257,0.6963551900764923,0.5619842724894019,0.7967508089854866,0.5581704866086107,0.7737081352728494,0.5353749045720583,0.7484881724346941,0.568729503856351,0.7728603694961921,1.1687933347828976,0.8506090412369086,0.3704956065739391,1.2901994708401303,0.9494989884460902,0.8322666893018345,0.3072998924815522,1.1358513298372042,1.1943087034991808,0.8592294234210375,0.3367143000362414,1.2676986225523044,1.1348128803558164,0.8220770344489503,0.3642344910137816,1.2553545806874014,1.1189642984952246,0.8205904848197928,0.3059097339890649,1.186374430989802,1.156514999734891,0.8428457402674866,0.3192203684861989,1.2264303409827948,-0.0668134539640353,-0.2408933642377819
event_label_reference_l8,2304,-0.5118721997346729,31.86911302318506,0.5118253247346729,20.0171151238604,1.5540538194444444,2.06,0.6996527777777778,0,0.0225792444637429,0,1,5,0.7042819486932407,0.0,0.7443576388888888,0.2370472552604867,0.9693327395172864,154,0.8021511152260538,827,0.2574130338505973,631,0.6762989628646459,3,1302,reports/v120_full_intensity_context_gate_dev_seed1302_b1p75_20260822,384,6,exact_final_event_subtype,1.0073970127760912,1.3789232936143427,0.829348266949847,1.0718895244467603,0.5687766492935933,0.7966326608645818,0.5323971201853257,0.6963551900764923,0.5619842724894019,0.7967508089854866,0.5581704866086107,0.7737081352728494,0.5353749045720583,0.7484881724346941,0.568729503856351,0.7728603694961921,1.1687933347828976,0.8506090412369086,0.3704956065739391,1.2901994708401303,0.9494989884460902,0.8322666893018345,0.3072998924815522,1.1358513298372042,1.1943087034991808,0.8592294234210375,0.3367143000362414,1.2676986225523044,1.1348128803558164,0.8220770344489503,0.3642344910137816,1.2553545806874014,1.1189642984952246,0.8205904848197928,0.3059097339890649,1.186374430989802,1.156514999734891,0.8428457402674866,0.3192203684861989,1.2264303409827948,-0.0569513245589203,-0.2183099463933702
context_alert_bandit_t0p5,2304,-0.5173313374842552,199.9962282183284,0.5173064532249959,199.85714159522,1.5657118055555557,1.92,0.5416666666666666,0,0.0115790997249963,0,2,2,0.2179193579899132,0.0,0.9809027777777778,0.4264106633557177,0.8066103845580012,117,0.9830520962828369,617,0.2502824727605289,514,0.6799816512004556,3,1303,reports/v120_full_intensity_context_gate_dev_seed1303_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.7176166906233282,1.070233625339422,0.5995133172499536,0.7957878777375681,0.6398044230267664,0.9408214164591736,0.5484241084389699,0.6965077141221906,0.5764214121251522,0.9152226602641368,0.6123873868426826,0.9015648267742444,0.5854309016883943,0.8952454626543361,0.5783039410857277,0.8754045571856947,1.2576823189981985,1.0592065317800792,0.5055753985992434,1.1610306136961348,0.7094741155449141,1.025312407573193,0.3547366192484644,0.8657188351525166,1.29841959132598,1.119142434440517,0.3281059550259131,1.0531616602665372,1.1406904159702806,1.2723364467269211,0.2916676176255315,1.0328852123481085,1.2239185225250375,1.1981516540823338,0.263666211355637,1.0082880775056229,1.213595158014542,1.1213087558842942,0.2913097576582478,0.9994126845483886,-0.1224979698017705,-0.3652427359585667
event_label_reference_l8,2304,-0.5191869093168493,199.90636885599147,0.5191762032983307,199.74623254907164,1.5463802083333331,1.92,0.5416666666666666,0,0.004486901143436,0,2,4,0.3911989226793689,0.0,0.9388020833333334,0.3706435432380619,1.0822064685515869,117,0.9798375067196944,617,0.2058316749241565,514,0.7559585500651459,3,1303,reports/v120_full_intensity_context_gate_dev_seed1303_b1p75_20260822,384,6,exact_final_event_subtype,0.96280613218079,1.0667339513596308,0.4930382414231762,0.8408594416545324,0.6398044230267664,0.9408214164591736,0.5484241084389699,0.6965077141221906,0.5764214121251522,0.9152226602641368,0.6123873868426826,0.9015648267742444,0.5854309016883943,0.8952454626543361,0.5783039410857277,0.8754045571856947,1.2576823189981985,1.0592065317800792,0.5055753985992434,1.1610306136961348,0.7094741155449141,1.025312407573193,0.3547366192484644,0.8657188351525166,1.29841959132598,1.119142434440517,0.3281059550259131,1.0531616602665372,1.1406904159702806,1.2723364467269211,0.2916676176255315,1.0328852123481085,1.2239185225250375,1.1981516540823338,0.263666211355637,1.0082880775056229,1.213595158014542,1.1213087558842942,0.2913097576582478,0.9994126845483886,-0.1206282197284357,-0.3201711720416024
context_alert_bandit_t0p5,2304,-0.5500988236619073,5.801404160725091,0.5499974058378333,4.555333985287723,1.410850694444444,1.92,0.7022569444444444,0,0.0503690838037342,0,2,4,0.5718595006785765,0.0,0.6727430555555556,0.2796636542475331,1.0814944778879485,42,0.8660783792184436,849,0.4146082382418594,727,0.7873936984494171,3,1304,reports/v120_full_intensity_context_gate_dev_seed1304_b1p75_20260822,384,6,supplied_synthetic_warning_scores,1.1501581439509951,1.5110231761317394,1.4850768960801444,1.3820860720542931,0.6380436669925176,0.8986443843903459,0.5668298846964414,0.7989782375674809,0.5899695557697365,0.8829859984501417,0.5808575889677741,0.9176857112126292,0.5643252717919596,0.8375986307028297,0.5794544117686908,0.8496905721026263,1.206586255913689,0.979701354002714,0.5096455432546352,1.605979705476183,1.0809223066483225,0.8681333761473568,0.4478790299067635,1.4228023310459006,1.2569819628482772,0.8509114412821224,0.5410645912200254,1.5864591521853189,1.4209359259832472,0.8658755745286796,0.466245633125961,1.563951929065609,1.2136254864079612,0.8616872800972633,0.4374831256032646,1.453684079802683,1.2185977991847765,0.8426139055892773,0.4878600115338251,1.504502467423178,-0.0880462611546842,-0.2238936334218899
event_label_reference_l8,2304,-0.5522428306086438,29.740396443432303,0.5522053595438289,20.65556738184936,1.138602430555555,2.0,0.7022569444444444,0,0.0180923433203068,0,1,4,0.5457379430277057,0.0,0.7903645833333334,0.2661310511421837,0.9428230804346855,42,0.8588160550302976,849,0.4315258011201389,727,0.7443883121950408,3,1304,reports/v120_full_intensity_context_gate_dev_seed1304_b1p75_20260822,384,6,exact_final_event_subtype,1.0026825531135724,1.498352798456715,1.5456735737415757,1.3489029751039543,0.6380436669925176,0.8986443843903459,0.5668298846964414,0.7989782375674809,0.5899695557697365,0.8829859984501417,0.5808575889677741,0.9176857112126292,0.5643252717919596,0.8375986307028297,0.5794544117686908,0.8496905721026263,1.206586255913689,0.979701354002714,0.5096455432546352,1.605979705476183,1.0809223066483225,0.8681333761473568,0.4478790299067635,1.4228023310459006,1.2569819628482772,0.8509114412821224,0.5410645912200254,1.5864591521853189,1.4209359259832472,0.8658755745286796,0.466245633125961,1.563951929065609,1.2136254864079612,0.8616872800972633,0.4374831256032646,1.453684079802683,1.2185977991847765,0.8426139055892773,0.4878600115338251,1.504502467423178,-0.0858383074486887,-0.2570767303722285
context_alert_bandit_t0p5,2304,-0.4763573026683405,5.205287531372464,0.4762849647053776,4.534746009786789,1.5743229166666666,1.92,0.5646701388888888,0,0.0358952091474887,0,1,5,0.5164131398957283,0.0082465277777777,0.8598090277777778,0.3387086519856626,0.911142174899578,40,0.8288614438229819,622,0.341007579322059,639,0.6936703993482064,3,1305,reports/v120_full_intensity_context_gate_dev_seed1305_b1p75_20260822,384,6,supplied_synthetic_warning_scores,0.8374705567444082,1.867783772920434,1.1801505543168411,1.2951349613272278,0.5227276840273084,0.8944249100209077,0.4463266122879253,0.6482741940303476,0.4336160355726153,0.8204978905347055,0.4639487434275604,0.7892156250030236,0.4387616954950822,0.8036663320891072,0.6660308044940595,0.946301118549024,1.4034316159784794,0.8437174282896174,0.4361256857946258,1.5668496498129587,0.8002538233995438,0.7802373055739993,0.3643314531174997,1.2515433335881536,1.3843927025794982,0.7121789280648592,0.3649220409597589,1.3800721482149605,1.2440962135791778,0.7917622076856553,0.3317884537442376,1.3586438377882224,1.3513389550149442,0.7720187446431906,0.2876412966091868,1.3257430144579287,1.1990906707942486,1.0300132440600749,0.6097994407927486,1.844527075843778,-0.0464427193219307,-0.2717146884857309
event_label_reference_l8,2304,-0.4395440497951824,19.628893494097447,0.4395156933137009,14.49537468279026,1.5350520833333334,1.92,0.5646701388888888,0,0.0133159646837458,0,0,5,0.7878766603689114,0.0203993055555555,0.6584201388888888,0.1847410740019285,1.098297507315874,40,0.7662363765563612,622,0.2833485357544978,639,0.7159608065422444,3,1305,reports/v120_full_intensity_context_gate_dev_seed1305_b1p75_20260822,384,6,exact_final_event_subtype,1.0094931946533987,1.7266623764670774,0.980605569531119,1.2389203802171984,0.5227276840273084,0.8944249100209077,0.4463266122879253,0.6482741940303476,0.4336160355726153,0.8204978905347055,0.4639487434275604,0.7892156250030236,0.4387616954950822,0.8036663320891072,0.6660308044940595,0.946301118549024,1.4034316159784794,0.8437174282896174,0.4361256857946258,1.5668496498129587,0.8002538233995438,0.7802373055739993,0.3643314531174997,1.2515433335881536,1.3843927025794982,0.7121789280648592,0.3649220409597589,1.3800721482149605,1.2440962135791778,0.7917622076856553,0.3317884537442376,1.3586438377882224,1.3513389550149442,0.7720187446431906,0.2876412966091868,1.3257430144579287,1.1990906707942486,1.0300132440600749,0.6097994407927486,1.844527075843778,-0.0832119907136075,-0.3279292695957603
