seed,receding_oracle_loss_mean,best_fixed_oracle_loss_mean,margin_vs_best_fixed,best_fixed_action_idx,switches_per_step,always_on_sensor_count,always_off_sensor_count,mid_duty_sensor_count
1301,0.4483879609971255,0.5698987266611463,0.12151076566402075,10,0.0501302083333333,0,0,6
1302,0.4069075794832315,0.4932708451653727,0.0863632656821412,19,0.0523726851851851,0,0,6
1303,0.3960089238696835,0.4821211758050291,0.08611225193534561,10,0.0495515046296296,0,0,6
1304,0.4136401768418081,0.4932610464699489,0.0796208696281408,10,0.0518663194444444,0,0,6
1305,0.3220166053668233,0.3956655799928639,0.07364897462604059,8,0.0481770833333333,0,0,6
