seed,candidate,selected_sensor_ids,steady_cost,condition,operating_condition,event_subtype_id,oracle_loss
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1267374753952026
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1364902257919312
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1369991302490234
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1277917623519897
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1083500385284424
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.083998680114746
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0573036670684814
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0319246053695679
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.009537696838379
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9901524186134338
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.973179042339325
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9618345499038696
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9508497714996338
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.940615713596344
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9304773807525635
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.921165406703949
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9119638800621033
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9111893773078918
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9182661175727844
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9311294555664062
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.948103129863739
7181,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9681991338729858
7181,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9899819493293762
7181,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.0107972621917725
7181,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.0273991823196411
