seed,candidate,selected_sensor_ids,steady_cost,condition,operating_condition,event_subtype_id,oracle_loss
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1797300577163696
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1477841138839722
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1294221878051758
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1227712631225586
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1116993427276611
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1214228868484497
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1253269910812378
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1367084980010986
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1407958269119263
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1423087120056152
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1455756425857544
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.154828667640686
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,particle,3,1.1718523502349854
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1836981773376465
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2035781145095825
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2227684259414673
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2357054948806763
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2566438913345337
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2735179662704468
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2775042057037354
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2849785089492798
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.279175877571106
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.26448392868042
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2435321807861328
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2298952341079712
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2080854177474976
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.182083249092102
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1672444343566895
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1469510793685913
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1391123533248901
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1322193145751953
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1171385049819946
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.103427529335022
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.102561116218567
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.0923997163772583
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.0986465215682983
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1074119806289673
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1265294551849365
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1503978967666626
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1961028575897217
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2163138389587402
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2266713380813599
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2406691312789917
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2426748275756836
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2394639253616333
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.2215378284454346
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.206640362739563
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,thermal,3,1.1644048690795898
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.143754243850708
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.1268317699432373
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.1094951629638672
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.0996098518371582
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.0935293436050415
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.093973994255066
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.0789812803268433
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.079728126525879
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.076380729675293
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.068900227546692
7183,candidate_000,cr1000xe_backbone,0.4104,thermal,transport,3,1.0678913593292236
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0706011056900024
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0775645971298218
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0891530513763428
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1045423746109009
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1193432807922363
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1291447877883911
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1368772983551025
7183,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.1415327787399292
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1455696821212769
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1480861902236938
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1366372108459473
7183,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.1223770380020142
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1072173118591309
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.0895017385482788
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.0901299715042114
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.0878922939300537
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.08567476272583
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.0826117992401123
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.0887176990509033
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.0921097993850708
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.095062255859375
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1103872060775757
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1064006090164185
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.104250192642212
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1079411506652832
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.114301085472107
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1227394342422485
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1347074508666992
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.14413321018219
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.143965244293213
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1632537841796875
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1868008375167847
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.1991171836853027
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.2035579681396484
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.2104082107543945
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.212785005569458
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.2145664691925049
7183,candidate_000,cr1000xe_backbone,0.4104,particle,particle,1,1.219629168510437
7183,candidate_000,cr1000xe_backbone,0.4104,particle,thermal,1,1.20686674118042
