seed,candidate,selected_sensor_ids,steady_cost,condition,operating_condition,event_subtype_id,oracle_loss
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.0971429347991943
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.1159751415252686
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.133423089981079
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.1466964483261108
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.1489957571029663
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.1392035484313965
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.1178005933761597
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.092911720275879
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.0663015842437744
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.0416903495788574
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,1.0210453271865845
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0024158954620361
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9861255884170532
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9743561744689941
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9665802717208862
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.958604097366333
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9503752589225769
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9408393502235413
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9300829172134399
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9250696301460266
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9283422231674194
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9381669759750366
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9526717066764832
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9708595871925354
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9917969107627869
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.013219952583313
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.032595157623291
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0457642078399658
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0470669269561768
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.035007357597351
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,1.0131357908248901
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9900038838386536
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9667426347732544
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9447078704833984
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9248747825622559
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.908656120300293
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8982428908348083
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8958261609077454
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8962125182151794
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8966593146324158
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8961712718009949
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.895443320274353
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8941170573234558
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8974007368087769
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9064316153526306
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9183406233787537
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9332386255264282
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.950128972530365
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9674428105354309
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9846675395965576
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9994643926620483
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.0086174011230469
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,1.004465103149414
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9889591336250305
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9645735621452332
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.9379667043685913
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.911346971988678
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8847315907478333
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8610816597938538
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8416652679443359
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8293765783309937
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8240561485290527
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8213160634040833
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8184357285499573
7182,candidate_000,cr1000xe_backbone,0.4104,calm,particle,0,0.8157278299331665
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8142419457435608
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8137948513031006
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8180361390113831
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8278613686561584
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.841579258441925
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8594136238098145
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8799107074737549
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9025960564613342
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9263771772384644
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9500865340232849
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9695380926132202
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9772122502326965
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9737255573272705
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9609965682029724
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9471976161003113
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9336740970611572
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9201679229736328
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9069770574569702
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8964588642120361
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8919738531112671
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8945119976997375
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.8990961909294128
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9010213613510132
7182,candidate_000,cr1000xe_backbone,0.4104,calm,thermal,0,0.9011362195014954
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9002255201339722
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.8996350169181824
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9025370478630066
7182,candidate_000,cr1000xe_backbone,0.4104,calm,transport,0,0.9107157588005066
