reports/v31_static_break_v23_met_laser_exchange_dual_flux_dwell12_eventpair_replay_seed45_h082_20260613/event_pair_metrics.csv
                        policy  steps  reward_mean  instant_mae  oracle_loss_mean  dtw_mean  power_mean  peak_power_max  event_rate  warmup_abort_count  switches_per_step  always_on_sensor_count  always_off_sensor_count  mid_duty_sensor_count  duty_entropy  duty_min  duty_max  duty_std
 v23_dual_auto_non6_event21_l0   4096    -0.612073    40.118828          0.450856 23.051814    1.042478            1.53    0.536621                   0           0.032418                       0                        0                      8      0.848819  0.131104  0.742920  0.209412
v23_dual_auto_non10_event21_l0   4096    -0.612561    69.574398          0.452611 45.227240    0.997585            1.53    0.536621                   0           0.033425                       0                        0                      8      0.866210  0.130859  0.728516  0.193530
 v23_dual_auto_non6_event11_l0   4096    -0.625588    16.938795          0.457020  8.818350    1.070935            1.50    0.536621                   0           0.034493                       0                        0                      8      0.891243  0.131104  0.746338  0.178751
 v23_dual_auto_non0_event11_l0   4096    -0.623983    14.849494          0.457109  8.252492    1.062798            1.50    0.536621                   0           0.034860                       0                        0                      8      0.881965  0.133057  0.745605  0.183482
 v23_dual_auto_non3_event11_l0   4096    -0.621685    43.957193          0.458358 27.139946    1.026931            1.49    0.536621                   0           0.038706                       0                        0                      8      0.933372  0.132568  0.577148  0.125622
v23_dual_auto_non10_event11_l0   4096    -0.623046    46.789802          0.460177 29.634523    1.039570            1.49    0.536621                   0           0.037607                       0                        0                      8      0.939462  0.132568  0.518799  0.121127
 v23_dual_auto_non7_event11_l0   4096    -0.628061    43.549107          0.464521 26.561546    1.027341            1.49    0.536621                   0           0.038278                       0                        0                      8      0.932450  0.130859  0.561768  0.125125
 v23_dual_auto_non6_event11_l6   4096    -0.642132    16.402550          0.468635  9.176136    1.069487            1.50    0.536621                   0           0.029182                       0                        0                      8      0.877537  0.133301  0.751709  0.186733
v23_dual_auto_non10_event11_l6   4096    -0.642391    45.141548          0.473108 29.556494    1.047832            1.49    0.536621                   0           0.026801                       0                        0                      8      0.936906  0.136719  0.559570  0.119740
