pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,9,22,32,14,0.9422260256493419,1.844072325831024
1,calm,9,22,32,14,0.9422260256493419,1.844072325831024
1,calm,13,22,32,14,0.9356526472301258,1.8388751930860852
1,calm,31,22,32,14,0.9420592211713735,1.8542707274005257
1,calm,11,22,32,14,0.9432003158699911,1.8542725345280977
1,particle,13,22,32,14,0.9356526472301258,1.8388751930860852
1,particle,13,19,32,14,0.9261188182744594,1.8198710930784778
1,particle,13,21,32,14,0.9250041616935164,1.8180287881228812
1,particle,13,16,32,14,0.9053068338808586,1.7837414398037432
1,flux,13,16,32,14,0.9053068338808586,1.7837414398037432
1,flux,13,16,34,14,0.9728642840545797,1.8910690250448765
1,flux,13,16,30,14,0.9175954539404299,1.8021750138366237
1,flux,13,16,33,14,0.9438998704364323,1.8594502181775594
1,thermal,13,16,32,14,0.9053068338808586,1.7837414398037432
1,thermal,13,16,32,33,0.959453861255546,1.8552479956697563
1,thermal,13,16,32,12,0.9563719416459863,1.8502690861082565
1,thermal,13,16,32,13,0.9426946037832651,1.8325573701748858
2,calm,9,16,32,14,0.9133264904424538,1.7902863745529825
2,calm,13,16,32,14,0.9053068338808586,1.7837414398037432
2,calm,31,16,32,14,0.8943203071377904,1.7710341721417373
2,calm,11,16,32,14,0.9019131993429794,1.7811293857063237
2,particle,31,22,32,14,0.9420592211713735,1.8542707274005257
2,particle,31,19,32,14,0.9161401438347496,1.808363359766434
2,particle,31,21,32,14,0.9124886349638052,1.803328028867048
2,particle,31,16,32,14,0.8943203071377904,1.7710341721417373
2,flux,31,16,32,14,0.8943203071377904,1.7710341721417373
2,flux,31,16,34,14,0.9430458265866377,1.848675362569163
2,flux,31,16,30,14,0.8996138854913409,1.7787340103344529
2,flux,31,16,33,14,0.9374819295686859,1.8569936739686432
2,thermal,31,16,32,14,0.8943203071377904,1.7710341721417373
2,thermal,31,16,32,33,0.9484025817513906,1.837664049344092
2,thermal,31,16,32,12,0.9367415943902456,1.8259956114458784
2,thermal,31,16,32,13,0.9482845182266467,1.8349082362772888
