update,timesteps,oracle_loss_mean,oracle_loss_macro_subtype_event,oracle_loss_macro_subtype_event_staticnorm,selection_score_name,selection_score
0,0,0.7413099210243672,0.8714221947861804,1.0495793198734673,max_static_ratio,1.3038620469615292
5,5120,0.7222024305956438,0.8651614140173365,1.1124108571041382,max_static_ratio,1.381915849276535
10,10240,0.6911183303988461,0.761598061824584,0.9190364679753977,max_static_ratio,1.1416924358905598
15,15360,0.6429649278482733,0.7430815873487738,0.8900571022441149,max_static_ratio,1.105692207602342
20,20480,0.6536582937987987,0.7574311774141166,0.9365308609089529,max_static_ratio,1.1634252144893649
