scene_seed,custom_oracle_loss,custom_macro_staticnorm,custom_switches_per_step,custom_always_on,custom_always_off,custom_mid_duty,custom_abort,validation_selected_static_oracle_loss,validation_selected_static_macro_staticnorm,feasible_static_projected_oracle_loss,feasible_static_projected_macro_staticnorm,aoi_oracle_loss,aoi_macro_staticnorm,random_oracle_loss,random_macro_staticnorm,round_robin_oracle_loss,round_robin_macro_staticnorm,full_open_unconstrained_oracle_loss,full_open_unconstrained_macro_staticnorm,validation_selected_static_ordinary_margin,validation_selected_static_macro_margin,feasible_static_projected_ordinary_margin,feasible_static_projected_macro_margin,aoi_ordinary_margin,aoi_macro_margin,random_ordinary_margin,random_macro_margin,round_robin_ordinary_margin,round_robin_macro_margin,full_open_unconstrained_ordinary_margin,full_open_unconstrained_macro_margin
6811,0.45204791920130244,0.9076225313490323,0.018960775799681574,0,0,6,0,0.35892061877045006,0.6886099297704663,0.4071933727132596,0.8604429151780303,0.38744210992040784,0.8162364152117391,0.4142250249731458,0.898897942765316,0.414650586737682,0.867456261221791,0.3994642839307845,0.8241891480517739,-0.09312730043085238,-0.21901260157856595,-0.044854546488042824,-0.04717961617100197,-0.0646058092808946,-0.0913861161372932,-0.037822894228156656,-0.008724588583716275,-0.037397332463620425,-0.04016627012724128,-0.05258363527051796,-0.08343338329725836
6812,0.5793241414957677,1.3270502959602926,0.014908090895932839,0,0,5,0,0.5067237049868534,1.1163383353415866,0.5067237049868534,1.1163383353415866,0.524336472658349,1.0566016640681635,0.5325272581109367,1.1225828473026933,0.5427900921170007,1.1023342806768581,0.48691228177209184,1.0001371547354736,-0.07260043650891435,-0.210711960618706,-0.07260043650891435,-0.210711960618706,-0.05498766883741868,-0.2704486318921291,-0.04679688338483101,-0.20446744865759925,-0.03653404937876703,-0.22471601528343443,-0.09241185972367588,-0.32691314122481896
