policy,complete_seeds,mean_oracle_loss,mean_loss_margin_vs_custom_ppo,median_loss_margin_vs_custom_ppo,pdppo_step_win_count,pdppo_step_loss_count,mean_staticnorm_macro,mean_staticnorm_macro_margin_vs_custom_ppo,pdppo_staticnorm_macro_win_count,diagnostic_privilege,mean_switches_per_step,mean_mid_duty_sensor_count,mean_warmup_abort_count
trace_distilled_forecast_value,5,0.5847270965802535,-0.032930512024581235,-0.08061931803563815,1,4,1.3179545725997677,-0.08329225760094301,1,policy_training_future_loss_distillation,0.007844840063685047,3.4,0.0
