seed,ordinary_margin,macro_margin,action_coverage,always_on,always_off,mid,switches,abort,joint
1101,0.07581333589850042,0.21848325766612486,35,0,0,6,0.0504195601851851,0,True
1102,0.09947447790505565,0.24983531847744822,35,0,0,6,0.0554832175925925,0,True
1103,0.06072509921796154,0.17039932158389814,35,0,0,6,0.0509259259259259,0,True
1104,0.0492549317002865,0.15924350522393815,35,0,0,6,0.0551938657407407,0,True
1105,0.04785997291037353,0.0722187699574488,35,0,0,6,0.052589699074074,0,True
