pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,21,29,12,1.2420020911509364,2.218137423389825
1,calm,11,21,29,12,1.2420020911509364,2.218137423389825
1,calm,7,21,29,12,1.2643525094292856,2.2573443946544787
1,calm,3,21,29,12,1.269514869148248,2.267884817836371
1,calm,13,21,29,12,1.2658726610356466,2.2629864213754924
1,particle,11,21,29,12,1.2420020911509364,2.218137423389825
1,particle,11,19,29,12,1.2465213443796637,2.2280798631979875
1,particle,11,22,29,12,1.27947326579892,2.2768487021806374
1,particle,11,34,29,12,1.2835874365790645,2.284136898039711
1,flux,11,21,29,12,1.2420020911509364,2.218137423389825
1,flux,11,21,27,12,1.2439007126814143,2.218553433394807
1,flux,11,21,34,12,1.210719194811107,2.1903014934817766
1,flux,11,21,33,12,1.2425291050076344,2.220434393595008
1,thermal,11,21,34,12,1.210719194811107,2.1903014934817766
1,thermal,11,21,34,33,1.0956590694758948,2.049329938025006
1,thermal,11,21,34,14,1.255382607518476,2.2445658537001134
1,thermal,11,21,34,9,1.2384890411514646,2.2219779127824646
2,calm,11,21,34,33,1.0956590694758948,2.049329938025006
2,calm,7,21,34,33,1.105165530254558,2.075879843974047
2,calm,3,21,34,33,1.1264379147534758,2.103095243223269
2,calm,13,21,34,33,1.0916291960756856,2.062034089586141
2,particle,13,21,34,33,1.0916291960756856,2.062034089586141
2,particle,13,19,34,33,1.0792156479261643,2.0441772455563045
2,particle,13,22,34,33,1.1023265539531788,2.0824581642187345
2,particle,13,34,34,33,1.111530220275411,2.0972189855994405
2,flux,13,19,29,33,1.1164132224948724,2.0871370549913326
2,flux,13,19,27,33,1.1023025424387958,2.0616769511947615
2,flux,13,19,34,33,1.0792156479261643,2.0441772455563045
2,flux,13,19,33,33,1.104375211630001,2.0685661674855687
2,thermal,13,19,34,12,1.2079574740062913,2.1971487311026037
2,thermal,13,19,34,33,1.0792156479261643,2.0441772455563045
2,thermal,13,19,34,14,1.223429966277752,2.214648774520788
2,thermal,13,19,34,9,1.2260902291206144,2.2161688378702147
