pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,15,27,6,1.0576924027479533,2.0343840838272595
1,calm,11,15,27,6,1.0576924027479533,2.0343840838272595
1,calm,7,15,27,6,1.0864090934404818,2.0780508367440595
1,calm,3,15,27,6,1.0849270795624397,2.0825626054062623
1,calm,18,15,27,6,1.0856815613972248,2.0925862677771656
1,particle,11,15,27,6,1.0576924027479533,2.0343840838272595
1,particle,11,34,27,6,1.0774488351128233,2.0581175255458968
1,particle,11,22,27,6,1.0633659167327323,2.04565488774255
1,particle,11,17,27,6,1.0878377865085889,2.078197025563874
1,flux,11,15,27,6,1.0576924027479533,2.0343840838272595
1,flux,11,15,28,6,1.0989625823907205,2.096125077265879
1,flux,11,15,12,6,1.1011323551384824,2.1023682224107056
1,flux,11,15,21,6,1.0109935155144445,1.959903767020649
1,thermal,11,15,21,6,1.0109935155144445,1.959903767020649
1,thermal,11,15,21,12,0.9826961343309625,1.9287214760935756
1,thermal,11,15,21,14,0.9848873191463167,1.9324622956359823
1,thermal,11,15,21,29,1.0460426745066251,2.002400644149255
2,calm,11,15,21,12,0.9826961343309625,1.9287214760935756
2,calm,7,15,21,12,1.0332438271346425,2.0204945733496045
2,calm,3,15,21,12,1.0339000130869638,2.0227529448149446
2,calm,18,15,21,12,1.174153074985014,2.202089588078171
2,particle,11,15,21,12,0.9826961343309625,1.9287214760935756
2,particle,11,34,21,12,1.019083866000715,1.98359936428909
2,particle,11,22,21,12,1.0012005619998006,1.957922751103856
2,particle,11,17,21,12,0.9991748056473615,1.9581394907342502
2,flux,11,15,27,12,1.0469720792134847,2.0205012791773838
2,flux,11,15,28,12,1.1044289064758124,2.102773714184689
2,flux,11,15,12,12,1.0885841589520568,2.0885279475491725
2,flux,11,15,21,12,0.9826961343309625,1.9287214760935756
2,thermal,11,15,21,6,1.0109935155144445,1.959903767020649
2,thermal,11,15,21,12,0.9826961343309625,1.9287214760935756
2,thermal,11,15,21,14,0.9848873191463167,1.9324622956359823
2,thermal,11,15,21,29,1.0460426745066251,2.002400644149255
