seed,ordinary_margin_vs_static,macro_margin_vs_static,ordinary_margin_vs_best_dynamic,always_on,always_off,mid_duty,switches_per_step,selected_update,validation_ratio
1304,0.02840817961259745,0.08984563808540291,0.025889407833650013,0,1,4,0.0223621363438992,5,1.0440968272302118
1305,0.04156995727680618,0.14151359292587773,0.03398444961769398,0,2,2,0.0059342886090606,20,0.9442528479167182
