pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,18,21,27,12,1.0011075847806548,1.9876021016106356
1,calm,18,21,27,12,1.0011075847806548,1.9876021016106356
1,calm,3,21,27,12,1.0148819653251542,2.02583566512551
1,calm,7,21,27,12,1.006706607416642,2.0121710849427226
1,calm,16,21,27,12,0.9966129304365623,1.991502841753382
1,particle,16,21,27,12,0.9966129304365623,1.991502841753382
1,particle,16,19,27,12,1.009916192305187,2.006879924366654
1,particle,16,34,27,12,1.0027341506487144,2.0052535812930783
1,particle,16,17,27,12,1.0099310006678017,2.0095144343022557
1,flux,16,21,27,12,0.9966129304365623,1.991502841753382
1,flux,16,21,23,12,1.070652987334382,2.1133237198274033
1,flux,16,21,29,12,0.9842834192157761,1.9464180753250755
1,flux,16,21,33,12,0.9781634291458099,1.9485947950368256
1,thermal,16,21,33,12,0.9781634291458099,1.9485947950368256
1,thermal,16,21,33,33,0.9766317944727643,1.933376190733048
1,thermal,16,21,33,9,0.9993048632154274,1.9891776223889968
1,thermal,16,21,33,11,1.055290783624735,2.0674599043239077
2,calm,18,21,33,33,1.0326412562409943,2.0273258492575987
2,calm,3,21,33,33,1.0126347350877838,2.0240308958927242
2,calm,7,21,33,33,1.0137915003091862,2.0160665779427065
2,calm,16,21,33,33,0.9766317944727643,1.933376190733048
2,particle,16,21,33,33,0.9766317944727643,1.933376190733048
2,particle,16,19,33,33,0.980579418257891,1.957733384337236
2,particle,16,34,33,33,0.9770849570722903,1.930385046892607
2,particle,16,17,33,33,1.0185554732795559,2.0264935670472934
2,flux,16,21,27,33,1.0432252589353062,2.0530199057496126
2,flux,16,21,23,33,1.093548125245703,2.1632895175651567
2,flux,16,21,29,33,1.147931015851873,2.194189132618243
2,flux,16,21,33,33,0.9766317944727643,1.933376190733048
2,thermal,16,21,33,12,0.9781634291458099,1.9485947950368256
2,thermal,16,21,33,33,0.9766317944727643,1.933376190733048
2,thermal,16,21,33,9,0.9993048632154274,1.9891776223889968
2,thermal,16,21,33,11,1.055290783624735,2.0674599043239077
