pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,21,33,33,0.9165055925195107,1.807352053704789
1,calm,11,21,33,33,0.9165055925195107,1.807352053704789
1,calm,9,21,33,33,0.9481399540377298,1.8590503469070676
1,calm,13,21,33,33,0.9251594387788205,1.8333999686946334
1,calm,7,21,33,33,0.941541433891986,1.8687194931189495
1,particle,11,21,33,33,0.9165055925195107,1.807352053704789
1,particle,11,34,33,33,0.8857886687384832,1.761741199262425
1,particle,11,22,33,33,0.9192631281611072,1.8109858731626667
1,particle,11,17,33,33,0.9105655762231764,1.8012706139280383
1,flux,11,34,33,33,0.8857886687384832,1.761741199262425
1,flux,11,34,27,33,0.8990333051484116,1.7774528466522412
1,flux,11,34,29,33,0.8978614913453955,1.7730579418713859
1,flux,11,34,31,33,0.9016236092782706,1.767786628537022
1,thermal,11,34,33,33,0.8857886687384832,1.761741199262425
1,thermal,11,34,33,12,0.913777163983177,1.7968892413907926
1,thermal,11,34,33,14,0.901554558666143,1.7777303686478718
1,thermal,11,34,33,11,0.9427179451942094,1.8243662087373997
2,calm,11,34,33,33,0.8857886687384832,1.761741199262425
2,calm,9,34,33,33,0.9090168519098629,1.8003577699037394
2,calm,13,34,33,33,0.9003277437222877,1.7963233626940984
2,calm,7,34,33,33,0.8983927090381406,1.786560901995903
2,particle,11,21,33,33,0.9165055925195107,1.807352053704789
2,particle,11,34,33,33,0.8857886687384832,1.761741199262425
2,particle,11,22,33,33,0.9192631281611072,1.8109858731626667
2,particle,11,17,33,33,0.9105655762231764,1.8012706139280383
2,flux,11,34,33,33,0.8857886687384832,1.761741199262425
2,flux,11,34,27,33,0.8990333051484116,1.7774528466522412
2,flux,11,34,29,33,0.8978614913453955,1.7730579418713859
2,flux,11,34,31,33,0.9016236092782706,1.767786628537022
2,thermal,11,34,33,33,0.8857886687384832,1.761741199262425
2,thermal,11,34,33,12,0.913777163983177,1.7968892413907926
2,thermal,11,34,33,14,0.901554558666143,1.7777303686478718
2,thermal,11,34,33,11,0.9427179451942094,1.8243662087373997
