pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,3,22,22,33,1.1225851602809238,2.200300518559316
1,calm,3,22,22,33,1.1225851602809238,2.200300518559316
1,calm,7,22,22,33,1.110735234465645,2.179690441659096
1,calm,18,22,22,33,1.1113319183584467,2.19499201604852
1,calm,11,22,22,33,1.1030036193874324,2.139684981665658
1,particle,11,22,22,33,1.1030036193874324,2.139684981665658
1,particle,11,21,22,33,1.1100074918453435,2.143198151760513
1,particle,11,19,22,33,1.1131583858759193,2.1551335908093816
1,particle,11,17,22,33,1.106114674439301,2.1409499410610753
1,flux,11,22,22,33,1.1030036193874324,2.139684981665658
1,flux,11,22,4,33,1.0879484821446828,2.128952568617608
1,flux,11,22,15,33,1.1122254838630867,2.1622915603662047
1,flux,11,22,19,33,1.110128234994265,2.1522144271200956
1,thermal,11,22,4,33,1.0879484821446828,2.128952568617608
1,thermal,11,22,4,14,1.1153411843700691,2.1647221806501085
1,thermal,11,22,4,9,1.1213513925874532,2.1683564878443775
1,thermal,11,22,4,13,1.1138309377902627,2.1590481384897324
2,calm,3,22,4,33,1.1161818289409986,2.192556523401092
2,calm,7,22,4,33,1.1052204956671547,2.1826326209309266
2,calm,18,22,4,33,1.1308020978096085,2.2161666786984062
2,calm,11,22,4,33,1.0879484821446828,2.128952568617608
2,particle,11,22,4,33,1.0879484821446828,2.128952568617608
2,particle,11,21,4,33,1.0825124118908633,2.1154373578884798
2,particle,11,19,4,33,1.1020089817495584,2.1506383377816682
2,particle,11,17,4,33,1.0776199771662893,2.111000352063866
2,flux,11,17,22,33,1.106114674439301,2.1409499410610753
2,flux,11,17,4,33,1.0776199771662893,2.111000352063866
2,flux,11,17,15,33,1.1002419617529793,2.1434322889530346
2,flux,11,17,19,33,1.0968411156137834,2.1306642161005005
2,thermal,11,17,4,33,1.0776199771662893,2.111000352063866
2,thermal,11,17,4,14,1.1099740261417286,2.1534279714371913
2,thermal,11,17,4,9,1.1120837513134556,2.1519431398909328
2,thermal,11,17,4,13,1.1035816689009326,2.141383006081515
