pass,changed_label,calm,particle,flux,thermal,selection_primary,selection_secondary
0,initial,11,18,0,9,1.024470301273172,2.0326235767997693
1,calm,11,18,0,9,1.024470301273172,2.0326235767997693
1,calm,3,18,0,9,1.0419394260434807,2.0679735546543037
1,calm,7,18,0,9,1.0427046507860533,2.074647151307656
1,calm,6,18,0,9,1.0541880817266984,1.9861791910565088
1,particle,11,18,0,9,1.024470301273172,2.0326235767997693
1,particle,11,21,0,9,1.1000856116720081,2.1938237492569566
1,particle,11,16,0,9,1.0342571389163846,2.0647356297780615
1,particle,11,20,0,9,1.053220677328569,2.096092686162713
1,flux,11,18,0,9,1.024470301273172,2.0326235767997693
1,flux,11,18,2,9,1.0276964738599936,2.0396443919250125
1,flux,11,18,6,9,1.0066689603756014,1.9947545717572024
1,flux,11,18,3,9,0.9833220036025143,1.9201393252623027
1,thermal,11,18,3,9,0.9833220036025143,1.9201393252623027
1,thermal,11,18,3,11,0.9851118717986436,1.9298778394378733
1,thermal,11,18,3,13,0.9821405298954955,1.9202925666944044
1,thermal,11,18,3,31,1.0009388401852382,1.9882404739764472
2,calm,11,18,3,13,0.9821405298954955,1.9202925666944044
2,calm,3,18,3,13,0.9849506753136428,1.913419792419955
2,calm,7,18,3,13,0.9810185516212399,1.9010561961427777
2,calm,6,18,3,13,1.0561721656082597,1.9910857558997663
2,particle,7,18,3,13,0.9810185516212399,1.9010561961427777
2,particle,7,21,3,13,1.1137181102007927,2.156831468428593
2,particle,7,16,3,13,1.0034216119120152,1.954517397153594
2,particle,7,20,3,13,1.0082268971546664,2.0003552723534685
2,flux,7,18,0,13,1.0425375591953638,2.0725595007271833
2,flux,7,18,2,13,1.0512111021368553,2.0976646051100483
2,flux,7,18,6,13,1.0103488960970066,1.9899845590675458
2,flux,7,18,3,13,0.9810185516212399,1.9010561961427777
2,thermal,7,18,3,9,0.9818319768555006,1.904287509874468
2,thermal,7,18,3,11,0.9814984764214856,1.9031338505391335
2,thermal,7,18,3,13,0.9810185516212399,1.9010561961427777
2,thermal,7,18,3,31,0.9918269209399607,1.938312113044086
