seed,ordinary_margin_vs_static,macro_margin_vs_static,ordinary_margin_vs_best_dynamic,always_on,always_off,mid_duty,switches_per_step,selected_update,validation_ratio
1304,0.041822816096504956,0.1709719246866923,0.03930404431755752,0,0,5,0.0234476769431176,15,1.0026495778864317
1305,0.026304892553727977,0.11044088630883198,0.018719384894615776,0,0,5,0.0218555507309306,5,0.9993374888505564
