seed,ordinary_margin_vs_static,macro_margin_vs_static,ordinary_margin_vs_best_dynamic,best_dynamic,always_on,always_off,mid_duty,switches_per_step,warmup_aborts,selected_update,validation_ratio,particle_margin,flux_margin,thermal_margin
1401,-0.02917391081508769,-0.20250659052835285,-0.0042379321174748075,aoi,0,0,5,0.0237371544362425,0,15,1.073226367421206,-0.39436960156225087,0.02335118347614007,-0.23650135349894774
1402,0.06207733822844197,0.1322249788948171,0.06290707213338464,aoi,0,0,6,0.0140396584165581,0,20,1.015392630843582,0.03354250261832614,0.301807369978645,0.06132506408748051
1403,0.02192704986211741,0.002811953575846071,0.03472202191672591,aoi,0,0,6,0.0405268490374873,0,20,0.958841890338361,-0.09746980668298377,0.035962811914270976,0.0699428554962509
1404,-0.012240007066995684,-0.014890964935215356,0.05199593663888258,round_robin,0,0,5,0.0240266319293674,0,10,0.9667267207418584,0.05397806454007137,0.02943965043534935,-0.12809060978106612
1405,0.050310817980466216,0.13263579527406644,0.046903158146758606,aoi,0,0,6,0.0357504704009263,0,20,0.9439020314000995,0.02117559153679105,0.024424735933118003,0.35230705835228926
1406,0.04722575767987619,0.2518530944477335,0.04115110948138562,round_robin,0,0,4,0.0217108119843682,0,15,0.9963538548999208,0.4121087230466399,0.09402374777650069,0.24942681252005994
