action_idx,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,event_rate,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,power_mean,warmup_abort_count,sensor_ids,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,prior_logit
21,0.36795209948953317,0.44679597739016896,0.2390700829555608,0.6204427083333334,0.8007978696233304,287,0.3353318717221127,408,0.22927199305547763,258,0.45513391146697363,3,1.72,0,radiometer_basic|shielded_thermo_hygro|laser_disdrometer,0,1,1,0,1,0,0.7221151302602713,1.0089822171448999,0.9370734045199005,0.8893902506416905,0.0
22,0.3865815683141894,0.5043138044750453,0.1941307603188281,0.6204427083333334,0.8521511892979569,287,0.3643469302093281,408,0.33872138298759163,258,0.5184065008316255,3,1.2799999999999996,0,surface_temp_ir|laser_disdrometer,0,0,0,1,1,0,0.7684227074065277,1.0962858125134909,1.3844115685907947,1.0830400295036045,0.0
19,0.3901889272601693,0.4330268931015153,0.32016391620218854,0.6204427083333334,0.7679305681212438,287,0.33043343151061266,408,0.22271982952952385,258,0.44036127638712674,3,1.2200000000000002,0,shielded_thermo_hygro|laser_disdrometer,0,0,1,0,1,0,0.6924772196141721,0.9942432690104178,0.9102936042468207,0.8656713642904702,0.0
18,0.3975915559203713,0.5256519326344055,0.1882578697994888,0.6204427083333334,0.9575645966189248,287,0.3943878255930601,408,0.2527713942984047,258,0.5349079388367965,3,1.72,0,met_station_core|radiometer_basic|laser_disdrometer,1,1,0,0,1,0,0.8634786750186351,1.1866760550920854,1.033119431046832,1.0277580537191842,0.0
20,0.3989527388233303,0.512238799048058,0.21376986507690587,0.6204427083333334,0.9032630257645966,287,0.4020888657473466,408,0.25145282896683196,258,0.5189349068262584,3,1.7399999999999995,0,met_station_core|shielded_thermo_hygro|laser_disdrometer,1,0,1,0,1,0,0.8145125283813387,1.209847764149413,1.027730231573001,1.0173635080345844,0.0
16,0.4010524256761225,0.5104211228943634,0.2222730629848984,0.6204427083333334,0.9099670060835648,287,0.3956090988883493,408,0.24752824428642906,258,0.5177014497527811,3,1.2200000000000002,0,met_station_core|laser_disdrometer,1,0,0,0,1,0,0.8205578062285077,1.1903507521344288,1.011689790353903,1.0075327829056133,0.0
34,0.41344231187395053,0.5410033072670384,0.2049249386156096,0.6204427083333334,0.8058308018468814,287,0.39369142165078835,408,0.4793667118678721,258,0.5596296451218473,3,1.32,0,laser_disdrometer|fc4_flux,0,0,0,0,1,1,0.7266535495618986,1.1845806408086375,1.9592528102411637,1.2901623335372332,0.0
7,0.41810042784588103,0.5589554503497522,0.18785199483354956,0.6204427083333334,1.1655667210809029,287,0.3410689430859159,408,0.22872390098465506,258,0.5784531883838246,3,1.5399999999999998,0,met_station_core|radiometer_basic|shielded_thermo_hygro,1,1,1,0,0,0,1.05104346121234,1.026244527926279,0.9348332595464506,1.0040404162283565,0.0
3,0.41861611644465785,0.5603268686193359,0.18696886632035567,0.6204427083333334,1.1670744590435294,287,0.3410105499822427,408,0.23220477386038432,258,0.5800965942953854,3,1.0199999999999998,0,met_station_core|radiometer_basic,1,1,0,0,0,0,1.052403055732481,1.0260688285425386,0.9490601755901007,1.0091773532883737,0.0
28,0.41923166067378287,0.536124133242046,0.22815357086665636,0.6204427083333334,1.1069597333981185,287,0.33307687845994155,408,0.22222282590214595,258,0.554086479253402,3,1.6600000000000001,0,met_station_core|shielded_thermo_hygro|fc4_flux,1,0,1,0,0,1,0.9981949283302254,1.0021971534716272,0.908262266380564,0.9695514493941388,0.0
24,0.41943215944290085,0.5388596166875155,0.22421026106534037,0.6204427083333334,1.1113334859653217,287,0.33234666183810024,408,0.22861653566360474,258,0.5574322278223423,3,1.1400000000000003,0,met_station_core|fc4_flux,1,0,0,0,0,1,1.0021389359563668,1.0,0.9343944393243067,0.9788444584268913,0.0
26,0.4218488567494205,0.560673952888373,0.1949186395617333,0.6204427083333334,1.160606957634567,287,0.3384894704920988,408,0.2446681251965983,258,0.5812548511077548,3,1.6400000000000003,0,met_station_core|radiometer_basic|fc4_flux,1,1,0,0,0,1,1.046571021458229,1.018483136313224,1.0,1.021684719257151,0.0
29,0.4221081284995307,0.5147372697600225,0.27069205367749183,0.6204427083333334,1.0738127287671957,287,0.3064708273182167,408,0.2221715789894725,258,0.5341517116916282,3,1.6400000000000003,0,radiometer_basic|shielded_thermo_hygro|fc4_flux,0,1,1,0,0,1,0.968304796906605,0.9221420357383077,0.9080528115828365,0.932833214742583,0.0
5,0.42234810669227346,0.5379538521882057,0.23337336319720767,0.6204427083333334,1.1260071578549176,287,0.3283008524015838,408,0.21534581027578475,258,0.5565512735107621,3,1.0399999999999998,0,met_station_core|shielded_thermo_hygro,1,0,1,0,0,0,1.0153708398985388,0.9878265380667872,0.8801547406420343,0.9611173728691199,0.0
1,0.42261984778694267,0.5392804512087596,0.23192078250222303,0.6204427083333334,1.1295816722335716,287,0.3288706733899958,408,0.21536858654183935,258,0.5579403107218023,3,0.5199999999999999,0,met_station_core,1,0,0,0,0,0,1.0185941388283588,0.9895410760894066,0.8802478310927675,0.9627943486701778,0.0
33,0.4226517464727901,0.46084551540949037,0.3602183643172577,0.6204427083333334,0.9290893796428986,287,0.3061495637247229,408,0.18460504739552505,258,0.4732813302543822,3,1.72,0,shielded_thermo_hygro|surface_temp_ir|fc4_flux,0,0,1,1,0,1,0.8378013027430263,0.9211753836536531,0.7545120446203986,0.8378295770056927,0.0
14,0.423788782718475,0.5068892093115376,0.28794880580048415,0.6204427083333334,1.0819299613038007,287,0.3078204964050183,408,0.18201843041262422,258,0.5239229627071478,3,1.5999999999999999,0,radiometer_basic|shielded_thermo_hygro|surface_temp_ir,0,1,1,1,0,0,0.9756244672664681,0.9262030637003068,0.7439401036255412,0.8819225448641054,0.0
6,0.4276859855478203,0.5269741271461232,0.26538478667443655,0.6204427083333334,1.1243695973934613,287,0.3089372560874942,408,0.20723204742106358,258,0.546846300300673,3,1.0199999999999998,0,radiometer_basic|shielded_thermo_hygro,0,1,1,0,0,0,1.0138941786450695,0.9295632890634848,0.8469924198525913,0.9301499625203818,0.0
11,0.4286760337175413,0.5632342975371657,0.20872058702782947,0.6204427083333334,1.1628405558730668,287,0.3341073608208521,408,0.2585707085365935,258,0.5851728750768374,3,1.5999999999999999,0,met_station_core|radiometer_basic|surface_temp_ir,1,1,0,1,0,0,1.048585156540409,1.0052977784492072,1.0568222089772585,1.036901714655625,0.0
32,0.43079195319054026,0.5684075899977249,0.20583877672871023,0.6204427083333334,1.1400963648997948,287,0.32692886976634755,408,0.3143325491353523,258,0.5937859279338316,3,1.6999999999999995,0,radiometer_basic|surface_temp_ir|fc4_flux,0,1,0,1,0,1,1.0280757058408785,0.9836983707259502,1.2847302805903977,1.0988347857190754,0.0
31,0.43152011179821176,0.5401825355942452,0.2538952578057249,0.6204427083333334,1.078586509938024,287,0.3427955654687157,408,0.25340712154211925,258,0.5582630656496197,3,1.72,0,met_station_core|surface_temp_ir|fc4_flux,1,0,0,1,0,1,0.97260952815374,1.031439773075577,1.03571775579062,1.0132556856733126,0.0
13,0.4315916206711942,0.539329452688365,0.2554781491234004,0.6204427083333334,1.1089614883636347,287,0.331667873113617,408,0.2340640659740036,258,0.5582311424837517,3,1.6200000000000008,0,met_station_core|shielded_thermo_hygro|surface_temp_ir,1,0,1,1,0,0,1.0,0.9979575882582088,0.9566594168567155,0.9848723350383081,0.0
9,0.432038361846935,0.5418876563076708,0.2524733916564012,0.6204427083333334,1.1117771934549152,287,0.33432986465848835,408,0.2361716944146757,258,0.5607595841760263,3,1.0999999999999999,0,met_station_core|surface_temp_ir,1,0,0,1,0,0,1.0025390467755875,1.0059672716717527,0.9652736506845938,0.9912599897106448,0.0
15,0.4346179802669212,0.5687891297816354,0.21529532934492693,0.6204427083333334,0.839699008479351,287,0.3634988169240601,408,0.5920732866019703,258,0.5984237040017938,3,0.7000000000000001,0,laser_disdrometer,0,0,0,0,1,0,0.7571940209739808,1.0937339190159683,2.4199036393736266,1.4236105264545251,0.0
30,0.43790044303023024,0.5715746131079644,0.21939017873506603,0.6204427083333334,1.1205877773333925,287,0.3257743867990725,408,0.3495580014852128,258,0.5986400552058927,3,1.1999999999999997,0,surface_temp_ir|fc4_flux,0,0,0,1,0,1,1.0104839429427919,0.980224639529464,1.42870266081588,1.1398037477627119,-0.0
27,0.44252110850842047,0.4858935726151762,0.37162238073185416,0.6204427083333334,0.974506321476727,287,0.31318159545680474,408,0.2154851530700229,258,0.5010576900011848,3,1.1400000000000003,0,shielded_thermo_hygro|fc4_flux,0,0,1,0,0,1,0.8787557834083963,0.9423341089833736,0.8807242582043492,0.9006047168653731,-0.0
12,0.44482880799720687,0.47313330807612675,0.3985609030654561,0.6204427083333334,0.9743214038813987,287,0.3102677483842069,408,0.17316495481329833,258,0.48591803569296793,3,1.0999999999999999,0,shielded_thermo_hygro|surface_temp_ir,0,0,1,1,0,0,0.8785890349709901,0.9335666158589284,0.7077544517666737,0.8399700341988642,-0.0
10,0.44723736396311625,0.5823406858715656,0.22639093895668028,0.6204427083333334,1.2135743225700764,287,0.31773673120301726,408,0.29859789429131406,258,0.6099696493548026,3,1.08,0,radiometer_basic|surface_temp_ir,0,1,0,1,0,0,1.0943340551535352,0.9560400861128551,1.2204200855807497,1.09026474228238,-0.0
17,0.45350305481891456,0.5969145964960111,0.21907561190592487,0.6204427083333334,0.8799120443727081,287,0.3619308617404279,408,0.653709543161383,258,0.6318508164248396,3,1.1999999999999997,0,radiometer_basic|laser_disdrometer,0,1,0,0,1,0,0.7934559077169504,1.0890160886187548,2.671821442356283,1.5180978128973297,-0.0
4,0.4537879924828303,0.48937498064318835,0.3956157802755898,0.6204427083333334,1.0126096151431678,287,0.30284856006904853,408,0.2022991647236338,258,0.50591911331195,3,0.5199999999999999,0,shielded_thermo_hygro,0,0,1,0,0,0,0.9131152215550405,0.9112429726060511,0.8268308941390721,0.8837296961000547,-0.0
8,0.46444447406975087,0.5691243775212377,0.29332964046894994,0.6204427083333334,1.156330358950934,287,0.2986291911745188,408,0.3436744525566582,258,0.5995446675607037,3,0.58,0,surface_temp_ir,0,0,0,1,0,0,1.0427146218190102,0.898547286507705,1.4046556014622062,1.115305836596307,-0.0
23,0.5005956802197034,0.6975483908733315,0.17864725268469872,0.6204427083333334,1.2752327434588808,287,0.3505819120864366,408,0.6036217015438764,258,0.7431454523630646,3,0.62,0,fc4_flux,0,0,0,0,0,1,1.1499342013586,1.0548681612972526,2.4671039640282033,1.5573021088946852,-0.0
25,0.525759777893351,0.7281035569038121,0.1949988492536095,0.6204427083333334,1.2698439361222529,287,0.3604305051997596,408,0.7069063331036605,258,0.779060258141891,3,1.1200000000000003,0,radiometer_basic|fc4_flux,0,1,0,0,0,1,1.1450748736063086,1.0845016562114296,2.889245718197414,1.706274082671717,-0.0
0,0.5316433364350814,0.7599277793501131,0.15847854381411194,0.6204427083333334,1.3317577045294051,287,0.2906389956672986,408,0.8659534972420958,258,0.8294500658129332,3,0.0,0,,0,0,0,0,0,0,1.200905278049398,0.8745055360564471,3.539298372218595,1.8715697287748132,-0.0
2,0.5696142546027355,0.7948826867911147,0.2013795790014913,0.6204427083333334,1.310373592148259,287,0.3188478517181733,408,0.9742482793192531,258,0.867823241061895,3,0.5,0,radiometer_basic,0,1,0,0,0,0,1.1816222708345128,0.9593833437493566,3.981917458747088,2.0409743577769857,-0.0
