action_idx,oracle_loss_mean,oracle_loss_event,oracle_loss_non_event,event_rate,oracle_loss_subtype_particle,steps_subtype_particle,oracle_loss_subtype_flux,steps_subtype_flux,oracle_loss_subtype_thermal,steps_subtype_thermal,oracle_loss_macro_subtype_event,macro_subtype_event_count,power_mean,warmup_abort_count,sensor_ids,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,oracle_loss_subtype_particle_staticnorm,oracle_loss_subtype_flux_staticnorm,oracle_loss_subtype_thermal_staticnorm,oracle_loss_macro_subtype_event_staticnorm,prior_logit
18,0.40085928165353835,0.5845082923769951,0.25802116220196086,0.4375,0.784941104676226,278,0.538374248615519,229,0.3108378329963395,165,0.5447177287626949,3,1.72,0,met_station_core|radiometer_basic|laser_disdrometer,1,1,0,0,1,0,0.8552438876130184,1.011781341479413,1.0576383985897044,0.9748878758940452,0.0
20,0.40769470229376265,0.5716280537723962,0.28019098447704754,0.4375,0.7701758904208382,278,0.548172061294968,229,0.2696591064333916,165,0.5293356860497326,3,1.7399999999999995,0,met_station_core|shielded_thermo_hygro|laser_disdrometer,1,0,1,0,1,0,0.8391562357293453,1.0301946368438732,0.9175261027402078,0.9289589917711422,0.0
16,0.4099777075801588,0.5713769540279394,0.2844449603429961,0.4375,0.7759268855233844,278,0.5408871224939042,229,0.2690575023040627,165,0.5286238367737838,3,1.2200000000000002,0,met_station_core|laser_disdrometer,1,0,0,0,1,0,0.845422315285943,1.016503853579833,0.9154791201647765,0.9258017630101841,0.0
11,0.41780384007142857,0.6242752224872155,0.2572149870813721,0.4375,0.9376462396743487,278,0.5331441937055129,229,0.22277136074774193,165,0.5645205980425345,3,1.5999999999999999,0,met_station_core|radiometer_basic|surface_temp_ir,1,1,0,1,0,0,1.0216259671553243,1.001952357298864,0.7579886365880879,0.9271889870140922,0.0
21,0.4186845830408856,0.5109806523347894,0.3468987513678493,0.4375,0.655988291709972,278,0.5383650424308651,229,0.2286585367087162,165,0.47433729028318444,3,1.72,0,radiometer_basic|shielded_thermo_hygro|laser_disdrometer,0,1,1,0,1,0,0.7147414926908101,1.011764040046659,0.7780199927957924,0.8348418418444205,0.0
13,0.420667764818063,0.6125645449473744,0.2714147136063763,0.4375,0.9177979709004327,278,0.5298863210467272,229,0.2130398228764534,165,0.5535747049412044,3,1.6200000000000008,0,met_station_core|shielded_thermo_hygro|surface_temp_ir,1,0,1,1,0,0,1.0,0.995829748764834,0.7248766822587516,0.9069021436745285,0.0
9,0.42107723684603116,0.6124207418511755,0.2722545107309189,0.4375,0.9183279523532167,278,0.5254447238283907,229,0.21772561220057082,165,0.5538327627940595,3,1.0999999999999999,0,met_station_core|surface_temp_ir,1,0,0,1,0,0,1.0005774489262207,0.9874825345296876,0.7408202714580323,0.9096267516379802,0.0
31,0.42404938817829435,0.6089007729232045,0.28027608893225314,0.4375,0.9301058149916662,278,0.5127516738647456,229,0.20116223952535428,165,0.5480065761272553,3,1.72,0,met_station_core|surface_temp_ir|fc4_flux,1,0,0,1,0,1,1.0134101888231009,0.9636281411356723,0.6844627206972573,0.8871670168853435,0.0
26,0.42842904544765287,0.640812545194335,0.2632418789780112,0.4375,0.9164175635083116,278,0.5262084570448992,229,0.335516430618185,165,0.5927141503904653,3,1.6400000000000003,0,met_station_core|radiometer_basic|fc4_flux,1,1,0,0,0,1,0.9984959572412578,0.9889178390976875,1.141608333061985,1.0430073764669767,0.0
7,0.4297409241141092,0.6557616801610926,0.25394700274423315,0.4375,0.9189126311446265,278,0.5387967425890625,229,0.37472535489183484,165,0.6108115762085079,3,1.5399999999999998,0,met_station_core|radiometer_basic|shielded_thermo_hygro,1,1,1,0,0,0,1.001214494125652,1.0125753458739735,1.2750182963198888,1.0962693787731714,0.0
3,0.42983413671512,0.6548388646804684,0.254830459408738,0.4375,0.9182583229254475,278,0.537072197806627,229,0.37446284845019834,165,0.6099311230607576,3,1.0199999999999998,0,met_station_core|radiometer_basic,1,1,0,0,0,0,1.0005015831801884,1.0093343620455286,1.2741251074507103,1.0946536842254757,0.0
19,0.4344425485323882,0.5125119100613076,0.3737219340098953,0.4375,0.6565425717037359,278,0.5401111304044203,229,0.23153769554513873,165,0.4760637992177649,3,1.2200000000000002,0,shielded_thermo_hygro|laser_disdrometer,0,0,1,0,1,0,0.715345416442374,1.0150455105790401,0.7878164481104039,0.8394024583772727,0.0
28,0.4363043123303214,0.6307954546840241,0.2850334238329971,0.4375,0.9295729383719054,278,0.520833096487293,229,0.2800150883920265,165,0.5768070410837416,3,1.6600000000000001,0,met_station_core|shielded_thermo_hygro|fc4_flux,1,0,1,0,0,1,1.0128295854259957,0.9788157780687724,0.9527627535332388,0.981469372342669,0.0
24,0.43712006651912816,0.6373891978568974,0.28135518658975206,0.4375,0.9452086054056669,278,0.5159881030367972,229,0.2872501397674734,165,0.5828156160699791,3,1.1400000000000003,0,met_station_core|fc4_flux,1,0,0,0,0,1,1.029865651673148,0.9697104503429241,0.9773803107870626,0.9923188042677116,0.0
1,0.4374276327192395,0.6448960388522773,0.27606331683798796,0.4375,0.9292467023721702,278,0.5321053339729663,229,0.3223480810270165,165,0.5945667057907177,3,0.5199999999999999,0,met_station_core,1,0,0,0,0,0,1.012474130293081,1.0,1.096802486748429,1.0364255390138368,0.0
5,0.4380969256453682,0.6455062397511765,0.2767785702297395,0.4375,0.9304350724966406,278,0.5343578077494838,229,0.31970487869147096,165,0.5948325863125318,3,1.0399999999999998,0,met_station_core|shielded_thermo_hygro,1,0,1,0,0,0,1.0137689360805733,1.0042331351195062,1.0878088830472095,1.0352703180824296,0.0
